2456198.581944317	4.479166666666667
2456198.630555428	5.958333333333333
2456198.687499873	7.927083333333333
2456198.7506943173	10.0
2456198.820833206	12.239583333333334
2456198.9090276505	14.760416666666666
2456199.0090276506	17.239583333333332
2456199.1159720947	19.6875
2456199.2680554283	22.760416666666668
2456199.4423609837	26.135416666666668
2456199.681249873	30.364583333333332
2456199.934722095	34.46875
2456200.208333206	38.697916666666664
2456200.462499873	42.53125
2456200.6708333334	45.28125
