,Ensemble_member,Time_since_eruption,EA_diff_A,Travel_time_x,EA_raw,EA_diff_B,Travel_time_y
2296,5,39.7,-2.5334383,90.3333333,,-2.9916309,90.3333333
2297,5,39.7166667,-2.531877,90.3333333,,-2.9924799,90.3333333
2298,5,39.7333333,-2.5303158,90.3333333,,-2.993329,90.3333333
2299,5,39.75,-2.5287546,90.3333333,,-2.9941781,90.3333333
2300,5,39.7666667,-2.5271933,90.3333333,,-2.9950271,90.3333333
2301,5,39.7833333,-2.5256321,90.3333333,,-2.9958762,90.3333333
2302,5,39.8,-2.5240709,90.3333333,,-2.9967252,90.3333333
2303,5,39.8166667,-2.5225097,90.3333333,,-2.9975743,90.3333333
2304,5,39.8333333,-2.5204491,90.3333333,,-2.9979645,90.3333333
2305,5,39.85,-2.5183885,90.3333333,,-2.9983547,90.3333333
2306,5,39.8666667,-2.516328,90.3333333,,-2.9987449,90.3333333
2307,5,39.8833333,-2.5142674,90.3333333,,-2.9991351,90.3333333
2308,5,39.9,-2.5122069,90.3333333,,-2.9995253,90.3333333
2309,5,39.9166667,-2.5101463,90.3333333,,-2.9999156,90.3333333
2310,5,39.9333333,-2.5080858,90.3333333,,-3.0003058,90.3333333
2311,5,39.95,-2.5060252,90.3333333,,-3.000696,90.3333333
2312,5,39.9666667,-2.5039646,90.3333333,,-3.0010862,90.3333333
2313,5,39.9833333,-2.5019041,90.3333333,,-3.0014764,90.3333333
2314,5,40.0,-2.4998435,90.3333333,,-3.0018666,90.3333333
2315,5,40.0166667,-2.497783,90.3333333,,-3.0022568,90.3333333
2316,5,40.0333333,-2.4957224,90.3333333,,-3.0026471,90.3333333
2317,5,40.05,-2.4936619,90.3333333,,-3.0030373,90.3333333
2318,5,40.0666667,-2.4916013,90.3333333,,-3.0034275,90.3333333
2319,5,40.0833333,-2.4895407,90.3333333,,-3.0038177,90.3333333
2320,5,40.1,-2.4874802,90.3333333,,-3.0042079,90.3333333
2321,5,40.1166667,-2.4854196,90.3333333,,-3.0045981,90.3333333
2322,5,40.1333333,-2.4833591,90.3333333,,-3.0049883,90.3333333
2323,5,40.15,-2.4812985,90.3333333,,-3.0053786,90.3333333
2324,5,40.1666667,-2.479238,90.3333333,,-3.0057688,90.3333333
2325,5,40.1833333,-2.4771774,90.3333333,,-3.006159,90.3333333
2326,5,40.2,-2.4751168,90.3333333,,-3.0065492,90.3333333
2327,5,40.2166667,-2.4730563,90.3333333,,-3.0069394,90.3333333
2328,5,40.2333333,-2.4709957,90.3333333,,-3.0073296,90.3333333
2329,5,40.25,-2.4689352,90.3333333,,-3.0077199,90.3333333
2330,5,40.2666667,-2.4668746,90.3333333,,-3.0081101,90.3333333
2331,5,40.2833333,-2.4648141,90.3333333,,-3.0085003,90.3333333
2332,5,40.3,-2.4627535,90.3333333,,-3.0088905,90.3333333
2333,5,40.3166667,-2.4606929,90.3333333,,-3.0092807,90.3333333
2334,5,40.3333333,-2.4586324,90.3333333,,-3.0096709,90.3333333
2335,5,40.35,-2.4565718,90.3333333,,-3.0100611,90.3333333
2336,5,40.3666667,-2.4545113,90.3333333,,-3.0104514,90.3333333
2337,5,40.3833333,-2.4524507,90.3333333,,-3.0108416,90.3333333
2338,5,40.4,-2.4503902,90.3333333,,-3.0112318,90.3333333
2339,5,40.4166667,-2.4483296,90.3333333,,-3.011622,90.3333333
2340,5,40.4333333,-2.4462691,90.3333333,,-3.0120122,90.3333333
2341,5,40.45,-2.4442085,90.3333333,,-3.0124024,90.3333333
2342,5,40.4666667,-2.4424111,90.3333333,,-3.0130558,90.3333333
2343,5,40.4833333,-2.4406137,90.3333333,,-3.0137092,90.3333333
2344,5,40.5,-2.4388163,90.3333333,,-3.0143625,90.3333333
2345,5,40.5166667,-2.4370189,90.3333333,,-3.0150159,90.3333333
2346,5,40.5333333,-2.4352215,90.3333333,,-3.0156693,90.3333333
2347,5,40.55,-2.4334241,90.3333333,,-3.0163227,90.3333333
2348,5,40.5666667,-2.4316267,90.3333333,,-3.016976,90.3333333
2349,5,40.5833333,-2.4298293,90.3333333,,-3.0176294,90.3333333
2350,5,40.6,-2.4280319,90.3333333,,-3.0182828,90.3333333
2351,5,40.6166667,-2.4262345,90.3333333,,-3.0189362,90.3333333
2352,5,40.6333333,-2.4244371,90.3333333,,-3.0195895,90.3333333
2353,5,40.65,-2.4226397,90.3333333,,-3.0202429,90.3333333
2354,5,40.6666667,-2.4208423,90.3333333,,-3.0208963,90.3333333
2355,5,40.6833333,-2.4190449,90.3333333,,-3.0215496,90.3333333
2356,5,40.7,-2.4172475,90.3333333,,-3.022203,90.3333333
2357,5,40.7166667,-2.4154501,90.3333333,,-3.0228564,90.3333333
2358,5,40.7333333,-2.4136527,90.3333333,,-3.0235098,90.3333333
2359,5,40.75,-2.4118553,90.3333333,,-3.0241631,90.3333333
2360,5,40.7666667,-2.4100579,90.3333333,,-3.0248165,90.3333333
2361,5,40.7833333,-2.4082605,90.3333333,,-3.0254699,90.3333333
2362,5,40.8,-2.4064631,90.3333333,,-3.0261232,90.3333333
2363,5,40.8166667,-2.4046657,90.3333333,,-3.0267766,90.3333333
2364,5,40.8333333,-2.4028683,90.3333333,,-3.02743,90.3333333
2365,5,40.85,-2.4010709,90.3333333,,-3.0280834,90.3333333
2366,5,40.8666667,-2.3992735,90.3333333,,-3.0287367,90.3333333
2367,5,40.8833333,-2.3974761,90.3333333,,-3.0293901,90.3333333
2368,5,40.9,-2.3956787,90.3333333,,-3.0300435,90.3333333
2369,5,40.9166667,-2.3938813,90.3333333,,-3.0306969,90.3333333
2370,5,40.9333333,-2.3920839,90.3333333,,-3.0313502,90.3333333
2371,5,40.95,-2.3902865,90.3333333,,-3.0320036,90.3333333
2372,5,40.9666667,-2.3884891,90.3333333,,-3.032657,90.3333333
2373,5,40.9833333,-2.3866917,90.3333333,,-3.0333103,90.3333333
2374,5,41.0,-2.3848943,90.3333333,,-3.0339637,90.3333333
2375,5,41.0166667,-2.3830969,90.3333333,,-3.0346171,90.3333333
2376,5,41.0333333,-2.3812995,90.3333333,,-3.0352705,90.3333333
2377,5,41.05,-2.3795021,90.3333333,,-3.0359238,90.3333333
2378,5,41.0666667,-2.3777047,90.3333333,,-3.0365772,90.3333333
2379,5,41.0833333,-2.3759073,90.3333333,,-3.0372306,90.3333333
2380,5,41.1,-2.3743461,90.3333333,,-3.0380796,90.3333333
2381,5,41.1166667,-2.3727849,90.3333333,,-3.0389287,90.3333333
2382,5,41.1333333,-2.3712236,90.3333333,,-3.0397777,90.3333333
2383,5,41.15,-2.3696624,90.3333333,,-3.0406268,90.3333333
2384,5,41.1666667,-2.3681012,90.3333333,,-3.0414759,90.3333333
2385,5,41.1833333,-2.3665399,90.3333333,,-3.0423249,90.3333333
2386,5,41.2,-2.3649787,90.3333333,,-3.043174,90.3333333
2387,5,41.2166667,-2.3634175,90.3333333,,-3.044023,90.3333333
2388,5,41.2333333,-2.3618563,90.3333333,,-3.0448721,90.3333333
2389,5,41.25,-2.360295,90.3333333,,-3.0457211,90.3333333
2390,5,41.2666667,-2.3587338,90.3333333,,-3.0465702,90.3333333
2391,5,41.2833333,-2.3571726,90.3333333,,-3.0474192,90.3333333
2392,5,41.3,-2.3556113,90.3333333,,-3.0482683,90.3333333
2393,5,41.3166667,-2.3540501,90.3333333,,-3.0491173,90.3333333
2394,5,41.3333333,-2.3524889,90.3333333,,-3.0499664,90.3333333
2395,5,41.35,-2.3509276,90.3333333,,-3.0508154,90.3333333
2396,5,41.3666667,-2.3493664,90.3333333,,-3.0516645,90.3333333
2397,5,41.3833333,-2.3478052,90.3333333,,-3.0525136,90.3333333
2398,5,41.4,-2.3462439,90.3333333,,-3.0533626,90.3333333
2399,5,41.4166667,-2.3446827,90.3333333,,-3.0542117,90.3333333
2400,5,41.4333333,-2.3431215,90.3333333,,-3.0550607,90.3333333
2401,5,41.45,-2.3415602,90.3333333,,-3.0559098,90.3333333
2402,5,41.4666667,-2.339999,90.3333333,,-3.0567588,90.3333333
2403,5,41.4833333,-2.3384378,90.3333333,,-3.0576079,90.3333333
2404,5,41.5,-2.3368765,90.3333333,,-3.0584569,90.3333333
2405,5,41.5166667,-2.3353153,90.3333333,,-3.059306,90.3333333
2406,5,41.5333333,-2.3337541,90.3333333,,-3.060155,90.3333333
2407,5,41.55,-2.3321929,90.3333333,,-3.0610041,90.3333333
2408,5,41.5666667,-2.3306316,90.3333333,,-3.0618531,90.3333333
2409,5,41.5833333,-2.3290704,90.3333333,,-3.0627022,90.3333333
2410,5,41.6,-2.3275092,90.3333333,,-3.0635513,90.3333333
2411,5,41.6166667,-2.3259479,90.3333333,,-3.0644003,90.3333333
2412,5,41.6333333,-2.3243867,90.3333333,,-3.0652494,90.3333333
2413,5,41.65,-2.3228255,90.3333333,,-3.0660984,90.3333333
2414,5,41.6666667,-2.3212642,90.3333333,,-3.0669475,90.3333333
2415,5,41.6833333,-2.319703,90.3333333,,-3.0677965,90.3333333
2416,5,41.7,-2.3181418,90.3333333,,-3.0686456,90.3333333
2417,5,41.7166667,-2.3165805,90.3333333,,-3.0694946,90.3333333
2418,5,41.7333333,-2.3150193,90.3333333,,-3.0703437,90.3333333
2419,5,41.75,-2.3129587,90.3333333,,-3.0709971,90.3333333
2420,5,41.7666667,-2.3108982,90.3333333,,-3.0716504,90.3333333
2421,5,41.7833333,-2.3088376,90.3333333,,-3.0723038,90.3333333
2422,5,41.8,-2.3067771,90.3333333,,-3.0729572,90.3333333
2423,5,41.8166667,-2.3047165,90.3333333,,-3.0736106,90.3333333
2424,5,41.8333333,-2.302656,90.3333333,,-3.0742639,90.3333333
2425,5,41.85,-2.3005954,90.3333333,,-3.0749173,90.3333333
2426,5,41.8666667,-2.2985349,90.3333333,,-3.0755707,90.3333333
2427,5,41.8833333,-2.2964743,90.3333333,,-3.076224,90.3333333
2428,5,41.9,-2.2944137,90.3333333,,-3.0768774,90.3333333
2429,5,41.9166667,-2.2923532,90.3333333,,-3.0775308,90.3333333
2430,5,41.9333333,-2.2902926,90.3333333,,-3.0781842,90.3333333
2431,5,41.95,-2.2882321,90.3333333,,-3.0788375,90.3333333
2432,5,41.9666667,-2.2861715,90.3333333,,-3.0794909,90.3333333
2433,5,41.9833333,-2.284111,90.3333333,,-3.0801443,90.3333333
2434,5,42.0,-2.2820504,90.3333333,,-3.0807976,90.3333333
2435,5,42.0166667,-2.2799898,90.3333333,,-3.081451,90.3333333
2436,5,42.0333333,-2.2779293,90.3333333,,-3.0821044,90.3333333
2437,5,42.05,-2.2758687,90.3333333,,-3.0827578,90.3333333
2438,5,42.0666667,-2.2738082,90.3333333,,-3.0834111,90.3333333
2439,5,42.0833333,-2.2717476,90.3333333,,-3.0840645,90.3333333
2440,5,42.1,-2.2696871,90.3333333,,-3.0847179,90.3333333
2441,5,42.1166667,-2.2676265,90.3333333,,-3.0853713,90.3333333
2442,5,42.1333333,-2.2655659,90.3333333,,-3.0860246,90.3333333
2443,5,42.15,-2.2635054,90.3333333,,-3.086678,90.3333333
2444,5,42.1666667,-2.2614448,90.3333333,,-3.0873314,90.3333333
2445,5,42.1833333,-2.2593843,90.3333333,,-3.0879847,90.3333333
2446,5,42.2,-2.2573237,90.3333333,,-3.0886381,90.3333333
2447,5,42.2166667,-2.2552632,90.3333333,,-3.0892915,90.3333333
2448,5,42.2333333,-2.252598,90.3333333,,-3.0899449,90.3333333
2449,5,42.25,-2.2499328,90.3333333,,-3.0905982,90.3333333
2450,5,42.2666667,-2.2472676,90.3333333,,-3.0912516,90.3333333
2451,5,42.2833333,-2.2446025,90.3333333,,-3.091905,90.3333333
2452,5,42.3,-2.2419373,90.3333333,,-3.0925584,90.3333333
2453,5,42.3166667,-2.2392721,90.3333333,,-3.0932117,90.3333333
2454,5,42.3333333,-2.2366069,90.3333333,,-3.0938651,90.3333333
2455,5,42.35,-2.2339418,90.3333333,,-3.0945185,90.3333333
2456,5,42.3666667,-2.2312766,90.3333333,,-3.0951718,90.3333333
2457,5,42.3833333,-2.2291107,90.3333333,,-3.0960209,90.3333333
2458,5,42.4,-2.2269449,90.3333333,,-3.09687,90.3333333
2459,5,42.4166667,-2.2247791,90.3333333,,-3.097719,90.3333333
2460,5,42.4333333,-2.2226132,90.3333333,,-3.0985681,90.3333333
2461,5,42.45,-2.2204474,90.3333333,,-3.0994171,90.3333333
2462,5,42.4666667,-2.2182815,90.3333333,,-3.1002662,90.3333333
2463,5,42.4833333,-2.2161157,90.3333333,,-3.1011152,90.3333333
2464,5,42.5,-2.2139498,90.3333333,,-3.1019643,90.3333333
2465,5,42.5166667,-2.211784,90.3333333,,-3.1028133,90.3333333
2466,5,42.5333333,-2.2096181,90.3333333,,-3.1036624,90.3333333
2467,5,42.55,-2.2074523,90.3333333,,-3.1045114,90.3333333
2468,5,42.5666667,-2.2052864,90.3333333,,-3.1053605,90.3333333
2469,5,42.5833333,-2.2031206,90.3333333,,-3.1062095,90.3333333
2470,5,42.6,-2.2009547,90.3333333,,-3.1070586,90.3333333
2471,5,42.6166667,-2.1987889,90.3333333,,-3.1079077,90.3333333
2472,5,42.6333333,-2.196623,90.3333333,,-3.1087567,90.3333333
2473,5,42.65,-2.1944572,90.3333333,,-3.1096058,90.3333333
2474,5,42.6666667,-2.1922913,90.3333333,,-3.1104548,90.3333333
2475,5,42.6833333,-2.1901255,90.3333333,,-3.1113039,90.3333333
2476,5,42.7,-2.1879596,90.3333333,,-3.1121529,90.3333333
2477,5,42.7166667,-2.1857938,90.3333333,,-3.113002,90.3333333
2478,5,42.7333333,-2.1836279,90.3333333,,-3.113851,90.3333333
2479,5,42.75,-2.1814621,90.3333333,,-3.1147001,90.3333333
2480,5,42.7666667,-2.1792962,90.3333333,,-3.1155491,90.3333333
2481,5,42.7833333,-2.1771304,90.3333333,,-3.1163982,90.3333333
2482,5,42.8,-2.1749645,90.3333333,,-3.1172472,90.3333333
2483,5,42.8166667,-2.1727987,90.3333333,,-3.1180963,90.3333333
2484,5,42.8333333,-2.1706328,90.3333333,,-3.1189454,90.3333333
2485,5,42.85,-2.168467,90.3333333,,-3.1197944,90.3333333
2486,5,42.8666667,-2.1663011,90.3333333,,-3.1206435,90.3333333
2487,5,42.8833333,-2.1641353,90.3333333,,-3.1214925,90.3333333
2488,5,42.9,-2.1619694,90.3333333,,-3.1223416,90.3333333
2489,5,42.9166667,-2.1598036,90.3333333,,-3.1231906,90.3333333
2490,5,42.9333333,-2.1576378,90.3333333,,-3.1240397,90.3333333
2491,5,42.95,-2.1554719,90.3333333,,-3.1248887,90.3333333
2492,5,42.9666667,-2.1533061,90.3333333,,-3.1257378,90.3333333
2493,5,42.9833333,-2.1511402,90.3333333,,-3.1265868,90.3333333
2494,5,43.0,-2.1489744,90.3333333,,-3.1274359,90.3333333
2495,6,34.7,-2.8668245,90.3333333,,-2.6717929,90.3333333
2496,6,34.7166667,-2.8648701,90.3333333,,-2.6717157,90.3333333
2497,6,34.7333333,-2.8629157,90.3333333,,-2.6716385,90.3333333
2498,6,34.75,-2.8609613,90.3333333,,-2.6715614,90.3333333
2499,6,34.7666667,-2.8590069,90.3333333,,-2.6714842,90.3333333
2500,6,34.7833333,-2.8570525,90.3333333,,-2.671407,90.3333333
2501,6,34.8,-2.8550981,90.3333333,,-2.6713298,90.3333333
2502,6,34.8166667,-2.8531437,90.3333333,,-2.6712526,90.3333333
2503,6,34.8333333,-2.8511893,90.3333333,,-2.6711754,90.3333333
2504,6,34.85,-2.8492349,90.3333333,,-2.6710982,90.3333333
2505,6,34.8666667,-2.8472805,90.3333333,,-2.671021,90.3333333
2506,6,34.8833333,-2.845326,90.3333333,,-2.6709438,90.3333333
2507,6,34.9,-2.8433716,90.3333333,,-2.6708667,90.3333333
2508,6,34.9166667,-2.8414172,90.3333333,,-2.6707895,90.3333333
2509,6,34.9333333,-2.8394628,90.3333333,,-2.6708041,90.3333333
2510,6,34.95,-2.8375084,90.3333333,,-2.6708188,90.3333333
2511,6,34.9666667,-2.835554,90.3333333,,-2.6708334,90.3333333
2512,6,34.9833333,-2.8335996,90.3333333,,-2.6708481,90.3333333
2513,6,35.0,-2.8316452,90.3333333,,-2.6708628,90.3333333
2514,6,35.0166667,-2.8296908,90.3333333,,-2.6708774,90.3333333
2515,6,35.0333333,-2.8277364,90.3333333,,-2.6708921,90.3333333
2516,6,35.05,-2.825782,90.3333333,,-2.6709067,90.3333333
2517,6,35.0666667,-2.8238276,90.3333333,,-2.6709214,90.3333333
2518,6,35.0833333,-2.8218732,90.3333333,,-2.670936,90.3333333
2519,6,35.1,-2.8199188,90.3333333,,-2.6709507,90.3333333
2520,6,35.1166667,-2.8179644,90.3333333,,-2.6709654,90.3333333
2521,6,35.1333333,-2.81601,90.3333333,,-2.67098,90.3333333
2522,6,35.15,-2.8140556,90.3333333,,-2.6709947,90.3333333
2523,6,35.1666667,-2.8121012,90.3333333,,-2.6710093,90.3333333
2524,6,35.1833333,-2.8101468,90.3333333,,-2.671024,90.3333333
2525,6,35.2,-2.8081924,90.3333333,,-2.6710387,90.3333333
2526,6,35.2166667,-2.806238,90.3333333,,-2.6710533,90.3333333
2527,6,35.2333333,-2.8042836,90.3333333,,-2.671068,90.3333333
2528,6,35.25,-2.8023292,90.3333333,,-2.6710826,90.3333333
2529,6,35.2666667,-2.8003748,90.3333333,,-2.6710973,90.3333333
2530,6,35.2833333,-2.7984204,90.3333333,,-2.6711119,90.3333333
2531,6,35.3,-2.796466,90.3333333,,-2.6711266,90.3333333
2532,6,35.3166667,-2.7945115,90.3333333,,-2.6711413,90.3333333
2533,6,35.3333333,-2.7925571,90.3333333,,-2.6711559,90.3333333
2534,6,35.35,-2.7903396,90.3333333,,-2.6714337,90.3333333
2535,6,35.3666667,-2.788122,90.3333333,,-2.6717115,90.3333333
2536,6,35.3833333,-2.7859045,90.3333333,,-2.6719894,90.3333333
2537,6,35.4,-2.7836869,90.3333333,,-2.6722672,90.3333333
2538,6,35.4166667,-2.7814693,90.3333333,,-2.672545,90.3333333
2539,6,35.4333333,-2.7792518,90.3333333,,-2.6728228,90.3333333
2540,6,35.45,-2.7770342,90.3333333,,-2.6731006,90.3333333
2541,6,35.4666667,-2.7748166,90.3333333,,-2.6733784,90.3333333
2542,6,35.4833333,-2.7725991,90.3333333,,-2.6736563,90.3333333
2543,6,35.5,-2.7703815,90.3333333,,-2.6739341,90.3333333
2544,6,35.5166667,-2.768164,90.3333333,,-2.6742119,90.3333333
2545,6,35.5333333,-2.7659464,90.3333333,,-2.6744897,90.3333333
2546,6,35.55,-2.7637288,90.3333333,,-2.6747675,90.3333333
2547,6,35.5666667,-2.7615113,90.3333333,,-2.6750453,90.3333333
2548,6,35.5833333,-2.7592937,90.3333333,,-2.6753231,90.3333333
2549,6,35.6,-2.7570762,90.3333333,,-2.675601,90.3333333
2550,6,35.6166667,-2.7548586,90.3333333,,-2.6758788,90.3333333
2551,6,35.6333333,-2.752641,90.3333333,,-2.6761566,90.3333333
2552,6,35.65,-2.7504235,90.3333333,,-2.6764344,90.3333333
2553,6,35.6666667,-2.7482059,90.3333333,,-2.6767122,90.3333333
2554,6,35.6833333,-2.7459883,90.3333333,,-2.67699,90.3333333
2555,6,35.7,-2.7437708,90.3333333,,-2.6772679,90.3333333
2556,6,35.7166667,-2.7415532,90.3333333,,-2.6775457,90.3333333
2557,6,35.7333333,-2.7393357,90.3333333,,-2.6778235,90.3333333
2558,6,35.75,-2.7371181,90.3333333,,-2.6781013,90.3333333
2559,6,35.7666667,-2.7349005,90.3333333,,-2.6783791,90.3333333
2560,6,35.7833333,-2.732683,90.3333333,,-2.6786569,90.3333333
2561,6,35.8,-2.7304654,90.3333333,,-2.6789347,90.3333333
2562,6,35.8166667,-2.7282479,90.3333333,,-2.6792126,90.3333333
2563,6,35.8333333,-2.7260303,90.3333333,,-2.6794904,90.3333333
2564,6,35.85,-2.7238127,90.3333333,,-2.6797682,90.3333333
2565,6,35.8666667,-2.7215952,90.3333333,,-2.680046,90.3333333
2566,6,35.8833333,-2.7193776,90.3333333,,-2.6803238,90.3333333
2567,6,35.9,-2.71716,90.3333333,,-2.6806016,90.3333333
2568,6,35.9166667,-2.7149425,90.3333333,,-2.6808795,90.3333333
2569,6,35.9333333,-2.7127249,90.3333333,,-2.6811573,90.3333333
2570,6,35.95,-2.7105074,90.3333333,,-2.6814351,90.3333333
2571,6,35.9666667,-2.7082898,90.3333333,,-2.6817129,90.3333333
2572,6,35.9833333,-2.7063151,90.3333333,,-2.6821797,90.3333333
2573,6,36.0,-2.7043405,90.3333333,,-2.6826464,90.3333333
2574,6,36.0166667,-2.7023659,90.3333333,,-2.6831132,90.3333333
2575,6,36.0333333,-2.7003912,90.3333333,,-2.6835799,90.3333333
2576,6,36.05,-2.6984166,90.3333333,,-2.6840467,90.3333333
2577,6,36.0666667,-2.6964419,90.3333333,,-2.6845134,90.3333333
2578,6,36.0833333,-2.6944673,90.3333333,,-2.6849801,90.3333333
2579,6,36.1,-2.6924926,90.3333333,,-2.6854469,90.3333333
2580,6,36.1166667,-2.690518,90.3333333,,-2.6859136,90.3333333
2581,6,36.1333333,-2.6885433,90.3333333,,-2.6863804,90.3333333
2582,6,36.15,-2.6865687,90.3333333,,-2.6868471,90.3333333
2583,6,36.1666667,-2.684594,90.3333333,,-2.6873139,90.3333333
2584,6,36.1833333,-2.6826194,90.3333333,,-2.6877806,90.3333333
2585,6,36.2,-2.6806447,90.3333333,,-2.6882474,90.3333333
2586,6,36.2166667,-2.6786701,90.3333333,,-2.6887141,90.3333333
2587,6,36.2333333,-2.6766954,90.3333333,,-2.6891809,90.3333333
2588,6,36.25,-2.6747208,90.3333333,,-2.6896476,90.3333333
2589,6,36.2666667,-2.6727462,90.3333333,,-2.6901144,90.3333333
2590,6,36.2833333,-2.6707715,90.3333333,,-2.6905811,90.3333333
2591,6,36.3,-2.6687969,90.3333333,,-2.6910479,90.3333333
2592,6,36.3166667,-2.6668222,90.3333333,,-2.6915146,90.3333333
2593,6,36.3333333,-2.6648476,90.3333333,,-2.6919814,90.3333333
2594,6,36.35,-2.6628729,90.3333333,,-2.6924481,90.3333333
2595,6,36.3666667,-2.6608983,90.3333333,,-2.6929149,90.3333333
2596,6,36.3833333,-2.6589236,90.3333333,,-2.6933816,90.3333333
2597,6,36.4,-2.656949,90.3333333,,-2.6938484,90.3333333
2598,6,36.4166667,-2.6549743,90.3333333,,-2.6943151,90.3333333
2599,6,36.4333333,-2.6529997,90.3333333,,-2.6947819,90.3333333
2600,6,36.45,-2.651025,90.3333333,,-2.6952486,90.3333333
2601,6,36.4666667,-2.6490504,90.3333333,,-2.6957154,90.3333333
2602,6,36.4833333,-2.6470757,90.3333333,,-2.6961821,90.3333333
2603,6,36.5,-2.6451011,90.3333333,,-2.6966489,90.3333333
2604,6,36.5166667,-2.6431265,90.3333333,,-2.6971156,90.3333333
2605,6,36.5333333,-2.6411518,90.3333333,,-2.6975824,90.3333333
2606,6,36.55,-2.6391772,90.3333333,,-2.6980491,90.3333333
2607,6,36.5666667,-2.6372025,90.3333333,,-2.6985159,90.3333333
2608,6,36.5833333,-2.6352279,90.3333333,,-2.6989826,90.3333333
2609,6,36.6,-2.6332532,90.3333333,,-2.6994494,90.3333333
2610,6,36.6166667,-2.6312786,90.3333333,,-2.6999161,90.3333333
2611,6,36.6333333,-2.629061,90.3333333,,-2.6999308,90.3333333
2612,6,36.65,-2.6268434,90.3333333,,-2.6999454,90.3333333
2613,6,36.6666667,-2.6246259,90.3333333,,-2.6999601,90.3333333
2614,6,36.6833333,-2.6224083,90.3333333,,-2.6999748,90.3333333
2615,6,36.7,-2.6201908,90.3333333,,-2.6999894,90.3333333
2616,6,36.7166667,-2.6179732,90.3333333,,-2.7000041,90.3333333
2617,6,36.7333333,-2.6157556,90.3333333,,-2.7000187,90.3333333
2618,6,36.75,-2.6135381,90.3333333,,-2.7000334,90.3333333
2619,6,36.7666667,-2.6113205,90.3333333,,-2.700048,90.3333333
2620,6,36.7833333,-2.609103,90.3333333,,-2.7000627,90.3333333
2621,6,36.8,-2.6068854,90.3333333,,-2.7000774,90.3333333
2622,6,36.8166667,-2.6046678,90.3333333,,-2.700092,90.3333333
2623,6,36.8333333,-2.6024503,90.3333333,,-2.7001067,90.3333333
2624,6,36.85,-2.6002327,90.3333333,,-2.7001213,90.3333333
2625,6,36.8666667,-2.5980151,90.3333333,,-2.700136,90.3333333
2626,6,36.8833333,-2.5957976,90.3333333,,-2.7001507,90.3333333
2627,6,36.9,-2.59358,90.3333333,,-2.7001653,90.3333333
2628,6,36.9166667,-2.5913625,90.3333333,,-2.70018,90.3333333
2629,6,36.9333333,-2.5891449,90.3333333,,-2.7001946,90.3333333
2630,6,36.95,-2.5869273,90.3333333,,-2.7002093,90.3333333
2631,6,36.9666667,-2.5847098,90.3333333,,-2.7002239,90.3333333
2632,6,36.9833333,-2.5824922,90.3333333,,-2.7002386,90.3333333
2633,6,37.0,-2.5802747,90.3333333,,-2.7002533,90.3333333
2634,6,37.0166667,-2.5780571,90.3333333,,-2.7002679,90.3333333
2635,6,37.0333333,-2.5758395,90.3333333,,-2.7002826,90.3333333
2636,6,37.05,-2.573622,90.3333333,,-2.7002972,90.3333333
2637,6,37.0666667,-2.5714044,90.3333333,,-2.7003119,90.3333333
2638,6,37.0833333,-2.5691868,90.3333333,,-2.7003265,90.3333333
2639,6,37.1,-2.5669693,90.3333333,,-2.7003412,90.3333333
2640,6,37.1166667,-2.5647517,90.3333333,,-2.7003559,90.3333333
2641,6,37.1333333,-2.5625342,90.3333333,,-2.7003705,90.3333333
2642,6,37.15,-2.5603166,90.3333333,,-2.7003852,90.3333333
2643,6,37.1666667,-2.558099,90.3333333,,-2.7003998,90.3333333
2644,6,37.1833333,-2.5558815,90.3333333,,-2.7004145,90.3333333
2645,6,37.2,-2.5536639,90.3333333,,-2.7004291,90.3333333
2646,6,37.2166667,-2.5514463,90.3333333,,-2.7004438,90.3333333
2647,6,37.2333333,-2.5492288,90.3333333,,-2.7004585,90.3333333
2648,6,37.25,-2.5470112,90.3333333,,-2.7004731,90.3333333
2649,6,37.2666667,-2.5450568,90.3333333,,-2.7004878,90.3333333
2650,6,37.2833333,-2.5431024,90.3333333,,-2.7005024,90.3333333
2651,6,37.3,-2.541148,90.3333333,,-2.7005171,90.3333333
2652,6,37.3166667,-2.5391936,90.3333333,,-2.7005317,90.3333333
2653,6,37.3333333,-2.5372392,90.3333333,,-2.7005464,90.3333333
2654,6,37.35,-2.5352848,90.3333333,,-2.7005611,90.3333333
2655,6,37.3666667,-2.5333304,90.3333333,,-2.7005757,90.3333333
2656,6,37.3833333,-2.531376,90.3333333,,-2.7005904,90.3333333
2657,6,37.4,-2.5294216,90.3333333,,-2.700605,90.3333333
2658,6,37.4166667,-2.5274672,90.3333333,,-2.7006197,90.3333333
2659,6,37.4333333,-2.5255128,90.3333333,,-2.7006344,90.3333333
2660,6,37.45,-2.5235584,90.3333333,,-2.700649,90.3333333
2661,6,37.4666667,-2.521604,90.3333333,,-2.7006637,90.3333333
2662,6,37.4833333,-2.5196496,90.3333333,,-2.7006783,90.3333333
2663,6,37.5,-2.5176952,90.3333333,,-2.700693,90.3333333
2664,6,37.5166667,-2.5157408,90.3333333,,-2.7007076,90.3333333
2665,6,37.5333333,-2.5137864,90.3333333,,-2.7007223,90.3333333
2666,6,37.55,-2.511832,90.3333333,,-2.700737,90.3333333
2667,6,37.5666667,-2.5098776,90.3333333,,-2.7007516,90.3333333
2668,6,37.5833333,-2.5079231,90.3333333,,-2.7007663,90.3333333
2669,6,37.6,-2.5059687,90.3333333,,-2.7007809,90.3333333
2670,6,37.6166667,-2.5040143,90.3333333,,-2.7007956,90.3333333
