Ensemble_member,Time_since_eruption,EA_diff_A,Travel_time_x,EA_diff_B,Travel_time_y
1,39.3,1.0578923,120.4166667,2.1991889,120.4166667
2,39.3,1.4878923,118.4166667,2.5191889,118.4166667
3,39.3,1.9278923,117.4166667,2.9091889,117.4166667
4,39.3,2.3478923,115.4166667,3.1891889,115.4166667
5,39.3,2.7078923,114.4166667,3.4691889,114.4166667
6,39.3,3.0978923,113.4166667,3.8191889,113.4166667
7,39.3,3.4778923,111.4166667,4.0991889,111.4166667
8,39.3,3.8078923,110.4166667,4.4091889,110.4166667
9,39.3,4.1978923,108.4166667,4.6891889,108.4166667
10,39.3,4.5578923,107.4166667,4.9591889,107.4166667
11,39.3,4.9478923,106.4166667,5.2491889,106.4166667
12,39.3,5.3378923,105.4166667,5.5291889,105.4166667
13,39.3,5.6778923,103.4166667,5.8291889,103.4166667
14,39.3,6.0378923,103.4166667,6.0991889,103.4166667
15,39.3,6.3778923,102.4166667,6.3591889,102.4166667
16,39.3,6.7478923,101.4166667,6.6491889,101.4166667
17,39.3,7.0678923,100.4166667,6.8991889,100.4166667
18,39.3,7.4178923,99.4166667,7.1691889,99.4166667
19,39.3,7.7478923,98.4166667,7.4191889,98.4166667
20,39.3,8.1078923,97.4166667,7.6791889,97.4166667
21,39.3,8.4078923,96.4166667,7.9191889,96.4166667
1,39.3166667,1.0547086,120.4166667,2.1976784,120.4166667
2,39.3166667,1.4847086,118.4166667,2.5175029,118.4166667
3,39.3166667,1.9238314,117.4166667,2.9071521,117.4166667
4,39.3166667,2.3429543,115.4166667,3.1873275,115.4166667
5,39.3166667,2.7027788,114.4166667,3.4673275,114.4166667
6,39.3166667,3.0926034,113.4166667,3.8173275,113.4166667
7,39.3166667,3.4731297,111.4166667,4.0975029,111.4166667
8,39.3166667,3.8033051,110.4166667,4.4073275,110.4166667
9,39.3166667,4.1934806,108.4166667,4.6875029,108.4166667
10,39.3166667,4.553656,107.4166667,4.9576784,107.4166667
11,39.3166667,4.9438314,106.4166667,5.2475029,106.4166667
12,39.3166667,5.3340069,105.4166667,5.5276784,105.4166667
13,39.3166667,5.6741823,103.4166667,5.8278538,103.4166667
14,39.3166667,6.0343578,103.4166667,6.0976784,103.4166667
15,39.3166667,6.3747086,102.4166667,6.3580293,102.4166667
16,39.3166667,6.7447086,101.4166667,6.6478538,101.4166667
17,39.3166667,7.0648841,100.4166667,6.8982047,100.4166667
18,39.3166667,7.4150595,99.4166667,7.1682047,99.4166667
19,39.3166667,7.745235,98.4166667,7.4182047,98.4166667
20,39.3166667,8.1054104,97.4166667,7.6783801,97.4166667
21,39.3166667,8.4055858,96.4166667,7.9183801,96.4166667
1,39.3333333,1.051525,120.4166667,2.1961679,120.4166667
2,39.3333333,1.481525,118.4166667,2.515817,118.4166667
3,39.3333333,1.9197706,117.4166667,2.9051153,117.4166667
4,39.3333333,2.3380162,115.4166667,3.1854662,115.4166667
5,39.3333333,2.6976653,114.4166667,3.4654662,114.4166667
6,39.3333333,3.0873144,113.4166667,3.8154662,113.4166667
7,39.3333333,3.4683671,111.4166667,4.095817,111.4166667
8,39.3333333,3.7987179,110.4166667,4.4054662,110.4166667
9,39.3333333,4.1890688,108.4166667,4.685817,108.4166667
10,39.3333333,4.5494197,107.4166667,4.9561679,107.4166667
11,39.3333333,4.9397706,106.4166667,5.245817,106.4166667
12,39.3333333,5.3301215,105.4166667,5.5261679,105.4166667
13,39.3333333,5.6704723,103.4166667,5.8265188,103.4166667
14,39.3333333,6.0308232,103.4166667,6.0961679,103.4166667
15,39.3333333,6.371525,102.4166667,6.3568697,102.4166667
16,39.3333333,6.741525,101.4166667,6.6465188,101.4166667
17,39.3333333,7.0618758,100.4166667,6.8972205,100.4166667
18,39.3333333,7.4122267,99.4166667,7.1672205,99.4166667
19,39.3333333,7.7425776,98.4166667,7.4172205,98.4166667
20,39.3333333,8.1029285,97.4166667,7.6775714,97.4166667
21,39.3333333,8.4032794,96.4166667,7.9175714,96.4166667
1,39.35,1.0483413,120.4166667,2.1946574,120.4166667
