Ensemble_member,Time_since_eruption,EA_diff_A,Travel_time_x,EA_diff_B,Travel_time_y,EA_raw
18,33.5333333,-4.4922321,91.6666667,-5.8703069,91.6666667,
19,33.5333333,-4.2807396,91.6666667,-5.8973039,91.6666667,15.8050084
20,33.5333333,-4.0407396,90.6666667,-5.7565427,90.6666667,16.1126712
21,33.5333333,-3.9277545,89.6666667,-5.7531461,89.6666667,16.2294578
1,33.55,-8.9620931,107.6666667,-9.9635741,107.6666667,
2,33.55,-8.5470185,106.6666667,-9.7837234,106.6666667,
3,33.55,-8.3037349,104.6666667,-9.4853652,104.6666667,
4,33.55,-7.9670185,103.6666667,-9.1853652,103.6666667,
5,33.55,-7.6737349,102.6666667,-8.9337234,102.6666667,
6,33.55,-7.3737349,101.6666667,-8.6704398,101.6666667,
7,33.55,-7.0720931,100.6666667,-8.3904398,100.6666667,
8,33.55,-6.7904513,99.6666667,-8.1804398,99.6666667,
9,33.55,-6.5104513,98.6666667,-7.9104398,98.6666667,
10,33.55,-6.2788095,97.6666667,-7.638798,97.6666667,
11,33.55,-6.1488095,94.6666667,-7.4004398,94.6666667,
12,33.55,-5.8704513,93.6666667,-7.2120816,93.6666667,
13,33.55,-5.6288095,93.6666667,-6.9837234,93.6666667,
14,33.55,-5.4271677,94.6666667,-6.7704398,94.6666667,
15,33.55,-5.1871677,94.6666667,-6.4504398,94.6666667,
16,33.55,-4.945526,93.6666667,-6.3120816,93.6666667,
17,33.55,-4.7238842,92.6666667,-6.1137234,92.6666667,
18,33.55,-4.4938842,91.6666667,-5.8720816,91.6666667,
19,33.55,-4.2822424,91.6666667,-5.9017383,91.6666667,15.8128008
20,33.55,-4.0422424,90.6666667,-5.7593727,90.6666667,16.119934
21,33.55,-3.9289588,89.6666667,-5.7557607,89.6666667,16.2370077
1,33.5666667,-8.9644914,107.6666667,-9.9663936,107.6666667,
2,33.5666667,-8.5498645,106.6666667,-9.7856473,106.6666667,
3,33.5666667,-8.3062825,104.6666667,-9.4874384,104.6666667,
4,33.5666667,-7.9698645,103.6666667,-9.1874384,103.6666667,
5,33.5666667,-7.6762825,102.6666667,-8.9356473,102.6666667,
6,33.5666667,-7.3762825,101.6666667,-8.6720652,101.6666667,
7,33.5666667,-7.0744914,100.6666667,-8.3920652,100.6666667,
8,33.5666667,-6.7927004,99.6666667,-8.1820652,99.6666667,
9,33.5666667,-6.5127004,98.6666667,-7.9120652,98.6666667,
10,33.5666667,-6.2809093,97.6666667,-7.6402742,97.6666667,
11,33.5666667,-6.1509093,94.6666667,-7.4020652,94.6666667,
12,33.5666667,-5.8727004,93.6666667,-7.2138563,93.6666667,
13,33.5666667,-5.6309093,93.6666667,-6.9856473,93.6666667,
14,33.5666667,-5.4291183,94.6666667,-6.7720652,94.6666667,
15,33.5666667,-5.1891183,94.6666667,-6.4520652,94.6666667,
16,33.5666667,-4.9473272,93.6666667,-6.3138563,93.6666667,
17,33.5666667,-4.7255362,92.6666667,-6.1156473,92.6666667,
18,33.5666667,-4.4955362,91.6666667,-5.8738563,91.6666667,
19,33.5666667,-4.2837451,91.6666667,-5.9061727,91.6666667,15.8205932
20,33.5666667,-4.0437451,90.6666667,-5.7622027,90.6666667,16.1271969
21,33.5666667,-3.9301631,89.6666667,-5.7583754,89.6666667,16.2445577
1,33.5833333,-8.9668897,107.6666667,-9.9692131,107.6666667,
2,33.5833333,-8.5527106,106.6666667,-9.7875713,106.6666667,
3,33.5833333,-8.30883,104.6666667,-9.4895116,104.6666667,
4,33.5833333,-7.9727106,103.6666667,-9.1895116,103.6666667,
5,33.5833333,-7.67883,102.6666667,-8.9375713,102.6666667,
6,33.5833333,-7.37883,101.6666667,-8.6736907,101.6666667,
7,33.5833333,-7.0768897,100.6666667,-8.3936907,100.6666667,
8,33.5833333,-6.7949494,99.6666667,-8.1836907,99.6666667,
9,33.5833333,-6.5149494,98.6666667,-7.9136907,98.6666667,
10,33.5833333,-6.2830091,97.6666667,-7.6417504,97.6666667,
11,33.5833333,-6.1530091,94.6666667,-7.4036907,94.6666667,
12,33.5833333,-5.8749494,93.6666667,-7.215631,93.6666667,
13,33.5833333,-5.6330091,93.6666667,-6.9875713,93.6666667,
14,33.5833333,-5.4310688,94.6666667,-6.7736907,94.6666667,
15,33.5833333,-5.1910688,94.6666667,-6.4536907,94.6666667,
16,33.5833333,-4.9491285,93.6666667,-6.315631,93.6666667,
17,33.5833333,-4.7271882,92.6666667,-6.1175713,92.6666667,
18,33.5833333,-4.4971882,91.6666667,-5.875631,91.6666667,
19,33.5833333,-4.2852479,91.6666667,-5.9106071,91.6666667,15.8283857
20,33.5833333,-4.0452479,90.6666667,-5.7650326,90.6666667,16.1344597
21,33.5833333,-3.9313673,89.6666667,-5.7609901,89.6666667,16.2521076
1,33.6,-8.969288,107.6666667,-9.9720325,107.6666667,
2,33.6,-8.5555567,106.6666667,-9.7894952,106.6666667,
3,33.6,-8.3113775,104.6666667,-9.4915848,104.6666667,
4,33.6,-7.9755567,103.6666667,-9.1915848,103.6666667,
5,33.6,-7.6813775,102.6666667,-8.9394952,102.6666667,
6,33.6,-7.3813775,101.6666667,-8.6753161,101.6666667,
7,33.6,-7.079288,100.6666667,-8.3953161,100.6666667,
8,33.6,-6.7971984,99.6666667,-8.1853161,99.6666667,
9,33.6,-6.5171984,98.6666667,-7.9153161,98.6666667,
10,33.6,-6.2851089,97.6666667,-7.6432266,97.6666667,
11,33.6,-6.1551089,94.6666667,-7.4053161,94.6666667,
12,33.6,-5.8771984,93.6666667,-7.2174057,93.6666667,
13,33.6,-5.6351089,93.6666667,-6.9894952,93.6666667,
14,33.6,-5.4330193,94.6666667,-6.7753161,94.6666667,
15,33.6,-5.1930193,94.6666667,-6.4553161,94.6666667,
16,33.6,-4.9509298,93.6666667,-6.3174057,93.6666667,
17,33.6,-4.7288402,92.6666667,-6.1194952,92.6666667,
18,33.6,-4.4988402,91.6666667,-5.8774057,91.6666667,
19,33.6,-4.2867507,91.6666667,-5.9150415,91.6666667,15.8361781
20,33.6,-4.0467507,90.6666667,-5.7678626,90.6666667,16.1417225
21,33.6,-3.9325716,89.6666667,-5.7636047,89.6666667,16.2596576
1,33.6166667,-8.9716863,107.6666667,-9.974852,107.6666667,
2,33.6166667,-8.5584027,106.6666667,-9.7914192,106.6666667,
3,33.6166667,-8.3139251,104.6666667,-9.493658,104.6666667,
4,33.6166667,-7.9784027,103.6666667,-9.193658,103.6666667,
5,33.6166667,-7.6839251,102.6666667,-8.9414192,102.6666667,
6,33.6166667,-7.3839251,101.6666667,-8.6769416,101.6666667,
7,33.6166667,-7.0816863,100.6666667,-8.3969416,100.6666667,
8,33.6166667,-6.7994475,99.6666667,-8.1869416,99.6666667,
9,33.6166667,-6.5194475,98.6666667,-7.9169416,98.6666667,
10,33.6166667,-6.2872087,97.6666667,-7.6447028,97.6666667,
11,33.6166667,-6.1572087,94.6666667,-7.4069416,94.6666667,
12,33.6166667,-5.8794475,93.6666667,-7.2191804,93.6666667,
13,33.6166667,-5.6372087,93.6666667,-6.9914192,93.6666667,
14,33.6166667,-5.4349699,94.6666667,-6.7769416,94.6666667,
15,33.6166667,-5.1949699,94.6666667,-6.4569416,94.6666667,
16,33.6166667,-4.9527311,93.6666667,-6.3191804,93.6666667,
17,33.6166667,-4.7304923,92.6666667,-6.1214192,92.6666667,
18,33.6166667,-4.5004923,91.6666667,-5.8791804,91.6666667,
19,33.6166667,-4.2882535,91.6666667,-5.9194759,91.6666667,15.8439706
20,33.6166667,-4.0482535,90.6666667,-5.7706926,90.6666667,16.1489854
21,33.6166667,-3.9337758,89.6666667,-5.7662194,89.6666667,16.2672075
1,33.6333333,-8.9740846,107.6666667,-9.9776715,107.6666667,
2,33.6333333,-8.5612488,106.6666667,-9.7933431,106.6666667,
3,33.6333333,-8.3164726,104.6666667,-9.4957312,104.6666667,
4,33.6333333,-7.9812488,103.6666667,-9.1957312,103.6666667,
5,33.6333333,-7.6864726,102.6666667,-8.9433431,102.6666667,
6,33.6333333,-7.3864726,101.6666667,-8.678567,101.6666667,
7,33.6333333,-7.0840846,100.6666667,-8.398567,100.6666667,
8,33.6333333,-6.8016965,99.6666667,-8.188567,99.6666667,
9,33.6333333,-6.5216965,98.6666667,-7.918567,98.6666667,
10,33.6333333,-6.2893085,97.6666667,-7.6461789,97.6666667,
11,33.6333333,-6.1593085,94.6666667,-7.408567,94.6666667,
12,33.6333333,-5.8816965,93.6666667,-7.2209551,93.6666667,
13,33.6333333,-5.6393085,93.6666667,-6.9933431,93.6666667,
14,33.6333333,-5.4369204,94.6666667,-6.778567,94.6666667,
15,33.6333333,-5.1969204,94.6666667,-6.458567,94.6666667,
16,33.6333333,-4.9545323,93.6666667,-6.3209551,93.6666667,
17,33.6333333,-4.7321443,92.6666667,-6.1233431,92.6666667,
18,33.6333333,-4.5021443,91.6666667,-5.8809551,91.6666667,
19,33.6333333,-4.2897562,91.6666667,-5.9239103,91.6666667,15.851763
20,33.6333333,-4.0497562,90.6666667,-5.7735226,90.6666667,16.1562482
21,33.6333333,-3.9349801,89.6666667,-5.7688341,89.6666667,16.2747575
1,33.65,-8.9764829,107.6666667,-9.9804909,107.6666667,
2,33.65,-8.5640948,106.6666667,-9.7952671,106.6666667,
3,33.65,-8.3190202,104.6666667,-9.4978044,104.6666667,
4,33.65,-7.9840948,103.6666667,-9.1978044,103.6666667,
5,33.65,-7.6890202,102.6666667,-8.9452671,102.6666667,
6,33.65,-7.3890202,101.6666667,-8.6801924,101.6666667,
7,33.65,-7.0864829,100.6666667,-8.4001924,100.6666667,
8,33.65,-6.8039456,99.6666667,-8.1901924,99.6666667,
9,33.65,-6.5239456,98.6666667,-7.9201924,98.6666667,
10,33.65,-6.2914082,97.6666667,-7.6476551,97.6666667,
11,33.65,-6.1614082,94.6666667,-7.4101924,94.6666667,
12,33.65,-5.8839456,93.6666667,-7.2227298,93.6666667,
13,33.65,-5.6414082,93.6666667,-6.9952671,93.6666667,
14,33.65,-5.4388709,94.6666667,-6.7801924,94.6666667,
15,33.65,-5.1988709,94.6666667,-6.4601924,94.6666667,
16,33.65,-4.9563336,93.6666667,-6.3227298,93.6666667,
17,33.65,-4.7337963,92.6666667,-6.1252671,92.6666667,
18,33.65,-4.5037963,91.6666667,-5.8827298,91.6666667,
19,33.65,-4.291259,91.6666667,-5.9283447,91.6666667,15.8595554
20,33.65,-4.051259,90.6666667,-5.7763526,90.6666667,16.163511
21,33.65,-3.9361844,89.6666667,-5.7714487,89.6666667,16.2823074
1,33.6666667,-8.9788812,107.6666667,-9.9833104,107.6666667,
2,33.6666667,-8.5669409,106.6666667,-9.797191,106.6666667,
3,33.6666667,-8.3215677,104.6666667,-9.4998776,104.6666667,
4,33.6666667,-7.9869409,103.6666667,-9.1998776,103.6666667,
5,33.6666667,-7.6915677,102.6666667,-8.947191,102.6666667,
6,33.6666667,-7.3915677,101.6666667,-8.6818179,101.6666667,
7,33.6666667,-7.0888812,100.6666667,-8.4018179,100.6666667,
8,33.6666667,-6.8061946,99.6666667,-8.1918179,99.6666667,
9,33.6666667,-6.5261946,98.6666667,-7.9218179,98.6666667,
10,33.6666667,-6.293508,97.6666667,-7.6491313,97.6666667,
11,33.6666667,-6.163508,94.6666667,-7.4118179,94.6666667,
12,33.6666667,-5.8861946,93.6666667,-7.2245045,93.6666667,
13,33.6666667,-5.643508,93.6666667,-6.997191,93.6666667,
14,33.6666667,-5.4408215,94.6666667,-6.7818179,94.6666667,
15,33.6666667,-5.2008215,94.6666667,-6.4618179,94.6666667,
16,33.6666667,-4.9581349,93.6666667,-6.3245045,93.6666667,
17,33.6666667,-4.7354483,92.6666667,-6.127191,92.6666667,
18,33.6666667,-4.5054483,91.6666667,-5.8845045,91.6666667,
19,33.6666667,-4.2927618,91.6666667,-5.9327791,91.6666667,15.8673479
20,33.6666667,-4.0527618,90.6666667,-5.7791826,90.6666667,16.1707739
21,33.6666667,-3.9373886,89.6666667,-5.7740634,89.6666667,16.2898574
1,33.6833333,-8.9812795,107.6666667,-9.9861299,107.6666667,
2,33.6833333,-8.5697869,106.6666667,-9.799115,106.6666667,
3,33.6833333,-8.3241153,104.6666667,-9.5019508,104.6666667,
4,33.6833333,-7.9897869,103.6666667,-9.2019508,103.6666667,
5,33.6833333,-7.6941153,102.6666667,-8.949115,102.6666667,
6,33.6833333,-7.3941153,101.6666667,-8.6834433,101.6666667,
7,33.6833333,-7.0912795,100.6666667,-8.4034433,100.6666667,
8,33.6833333,-6.8084436,99.6666667,-8.1934433,99.6666667,
9,33.6833333,-6.5284436,98.6666667,-7.9234433,98.6666667,
10,33.6833333,-6.2956078,97.6666667,-7.6506075,97.6666667,
11,33.6833333,-6.1656078,94.6666667,-7.4134433,94.6666667,
12,33.6833333,-5.8884436,93.6666667,-7.2262791,93.6666667,
13,33.6833333,-5.6456078,93.6666667,-6.999115,93.6666667,
14,33.6833333,-5.442772,94.6666667,-6.7834433,94.6666667,
15,33.6833333,-5.202772,94.6666667,-6.4634433,94.6666667,
16,33.6833333,-4.9599362,93.6666667,-6.3262791,93.6666667,
17,33.6833333,-4.7371003,92.6666667,-6.129115,92.6666667,
18,33.6833333,-4.5071003,91.6666667,-5.8862791,91.6666667,
19,33.6833333,-4.2942645,91.6666667,-5.9372135,91.6666667,15.8751403
20,33.6833333,-4.0542645,90.6666667,-5.7820126,90.6666667,16.1780367
21,33.6833333,-3.9385929,89.6666667,-5.776678,89.6666667,16.2974073
1,33.7,-8.9836777,107.6666667,-9.9889494,107.6666667,
2,33.7,-8.572633,106.6666667,-9.8010389,106.6666667,
3,33.7,-8.3266628,104.6666667,-9.504024,104.6666667,
4,33.7,-7.992633,103.6666667,-9.204024,103.6666667,
5,33.7,-7.6966628,102.6666667,-8.9510389,102.6666667,
6,33.7,-7.3966628,101.6666667,-8.6850688,101.6666667,
7,33.7,-7.0936777,100.6666667,-8.4050688,100.6666667,
8,33.7,-6.8106927,99.6666667,-8.1950688,99.6666667,
9,33.7,-6.5306927,98.6666667,-7.9250688,98.6666667,
10,33.7,-6.2977076,97.6666667,-7.6520837,97.6666667,
11,33.7,-6.1677076,94.6666667,-7.4150688,94.6666667,
12,33.7,-5.8906927,93.6666667,-7.2280538,93.6666667,
13,33.7,-5.6477076,93.6666667,-7.0010389,93.6666667,
14,33.7,-5.4447225,94.6666667,-6.7850688,94.6666667,
15,33.7,-5.2047225,94.6666667,-6.4650688,94.6666667,
16,33.7,-4.9617374,93.6666667,-6.3280538,93.6666667,
17,33.7,-4.7387524,92.6666667,-6.1310389,92.6666667,
18,33.7,-4.5087524,91.6666667,-5.8880538,91.6666667,
19,33.7,-4.2957673,91.6666667,-5.9416479,91.6666667,15.8829328
20,33.7,-4.0557673,90.6666667,-5.7848426,90.6666667,16.1852995
21,33.7,-3.9397971,89.6666667,-5.7792927,89.6666667,16.3049573
1,33.7166667,-8.986076,107.6666667,-9.9917688,107.6666667,
2,33.7166667,-8.575479,106.6666667,-9.8029629,106.6666667,
3,33.7166667,-8.3292104,104.6666667,-9.5060972,104.6666667,
4,33.7166667,-7.995479,103.6666667,-9.2060972,103.6666667,
5,33.7166667,-7.6992104,102.6666667,-8.9529629,102.6666667,
6,33.7166667,-7.3992104,101.6666667,-8.6866942,101.6666667,
7,33.7166667,-7.096076,100.6666667,-8.4066942,100.6666667,
8,33.7166667,-6.8129417,99.6666667,-8.1966942,99.6666667,
9,33.7166667,-6.5329417,98.6666667,-7.9266942,98.6666667,
10,33.7166667,-6.2998074,97.6666667,-7.6535599,97.6666667,
11,33.7166667,-6.1698074,94.6666667,-7.4166942,94.6666667,
12,33.7166667,-5.8929417,93.6666667,-7.2298285,93.6666667,
13,33.7166667,-5.6498074,93.6666667,-7.0029629,93.6666667,
14,33.7166667,-5.4466731,94.6666667,-6.7866942,94.6666667,
15,33.7166667,-5.2066731,94.6666667,-6.4666942,94.6666667,
16,33.7166667,-4.9635387,93.6666667,-6.3298285,93.6666667,
17,33.7166667,-4.7404044,92.6666667,-6.1329629,92.6666667,
18,33.7166667,-4.5104044,91.6666667,-5.8898285,91.6666667,
19,33.7166667,-4.2972701,91.6666667,-5.9460823,91.6666667,15.8907252
20,33.7166667,-4.0572701,90.6666667,-5.7876726,90.6666667,16.1925624
21,33.7166667,-3.9410014,89.6666667,-5.7819074,89.6666667,16.3125072
1,33.7333333,-8.9884743,107.6666667,-9.9945883,107.6666667,
2,33.7333333,-8.5783251,106.6666667,-9.8048868,106.6666667,
3,33.7333333,-8.3317579,104.6666667,-9.5081704,104.6666667,
4,33.7333333,-7.9983251,103.6666667,-9.2081704,103.6666667,
5,33.7333333,-7.7017579,102.6666667,-8.9548868,102.6666667,
6,33.7333333,-7.4017579,101.6666667,-8.6883197,101.6666667,
7,33.7333333,-7.0984743,100.6666667,-8.4083197,100.6666667,
8,33.7333333,-6.8151907,99.6666667,-8.1983197,99.6666667,
9,33.7333333,-6.5351907,98.6666667,-7.9283197,98.6666667,
10,33.7333333,-6.3019072,97.6666667,-7.6550361,97.6666667,
11,33.7333333,-6.1719072,94.6666667,-7.4183197,94.6666667,
12,33.7333333,-5.8951907,93.6666667,-7.2316032,93.6666667,
13,33.7333333,-5.6519072,93.6666667,-7.0048868,93.6666667,
14,33.7333333,-5.4486236,94.6666667,-6.7883197,94.6666667,
15,33.7333333,-5.2086236,94.6666667,-6.4683197,94.6666667,
16,33.7333333,-4.96534,93.6666667,-6.3316032,93.6666667,
17,33.7333333,-4.7420564,92.6666667,-6.1348868,92.6666667,
18,33.7333333,-4.5120564,91.6666667,-5.8916032,91.6666667,
19,33.7333333,-4.2987728,91.6666667,-5.9505167,91.6666667,15.8985176
20,33.7333333,-4.0587728,90.6666667,-5.7905026,90.6666667,16.1998252
21,33.7333333,-3.9422057,89.6666667,-5.784522,89.6666667,16.3200572
1,33.75,-8.9908726,107.6666667,-9.9974078,107.6666667,
2,33.75,-8.5811711,106.6666667,-9.8068108,106.6666667,
3,33.75,-8.3343055,104.6666667,-9.5102436,104.6666667,
4,33.75,-8.0011711,103.6666667,-9.2102436,103.6666667,
5,33.75,-7.7043055,102.6666667,-8.9568108,102.6666667,
6,33.75,-7.4043055,101.6666667,-8.6899451,101.6666667,
7,33.75,-7.1008726,100.6666667,-8.4099451,100.6666667,
8,33.75,-6.8174398,99.6666667,-8.1999451,99.6666667,
9,33.75,-6.5374398,98.6666667,-7.9299451,98.6666667,
10,33.75,-6.3040069,97.6666667,-7.6565123,97.6666667,
11,33.75,-6.1740069,94.6666667,-7.4199451,94.6666667,
12,33.75,-5.8974398,93.6666667,-7.2333779,93.6666667,
13,33.75,-5.6540069,93.6666667,-7.0068108,93.6666667,
14,33.75,-5.4505741,94.6666667,-6.7899451,94.6666667,
15,33.75,-5.2105741,94.6666667,-6.4699451,94.6666667,
16,33.75,-4.9671413,93.6666667,-6.3333779,93.6666667,
17,33.75,-4.7437084,92.6666667,-6.1368108,92.6666667,
18,33.75,-4.5137084,91.6666667,-5.8933779,91.6666667,
19,33.75,-4.3002756,91.6666667,-5.9549511,91.6666667,15.9063101
20,33.75,-4.0602756,90.6666667,-5.7933326,90.6666667,16.2070881
21,33.75,-3.9434099,89.6666667,-5.7871367,89.6666667,16.3276071
1,33.7666667,-8.9932709,107.6666667,-10.0002273,107.6666667,
2,33.7666667,-8.5840172,106.6666667,-9.8087347,106.6666667,
3,33.7666667,-8.336853,104.6666667,-9.5123168,104.6666667,
4,33.7666667,-8.0040172,103.6666667,-9.2123168,103.6666667,
5,33.7666667,-7.706853,102.6666667,-8.9587347,102.6666667,
6,33.7666667,-7.406853,101.6666667,-8.6915705,101.6666667,
7,33.7666667,-7.1032709,100.6666667,-8.4115705,100.6666667,
8,33.7666667,-6.8196888,99.6666667,-8.2015705,99.6666667,
9,33.7666667,-6.5396888,98.6666667,-7.9315705,98.6666667,
10,33.7666667,-6.3061067,97.6666667,-7.6579884,97.6666667,
11,33.7666667,-6.1761067,94.6666667,-7.4215705,94.6666667,
12,33.7666667,-5.8996888,93.6666667,-7.2351526,93.6666667,
13,33.7666667,-5.6561067,93.6666667,-7.0087347,93.6666667,
14,33.7666667,-5.4525246,94.6666667,-6.7915705,94.6666667,
15,33.7666667,-5.2125246,94.6666667,-6.4715705,94.6666667,
16,33.7666667,-4.9689426,93.6666667,-6.3351526,93.6666667,
17,33.7666667,-4.7453605,92.6666667,-6.1387347,92.6666667,
18,33.7666667,-4.5153605,91.6666667,-5.8951526,91.6666667,
19,33.7666667,-4.3017784,91.6666667,-5.9593855,91.6666667,15.9141025
20,33.7666667,-4.0617784,90.6666667,-5.7961626,90.6666667,16.2143509
21,33.7666667,-3.9446142,89.6666667,-5.7897514,89.6666667,16.3351571
1,33.7833333,-8.9956692,107.6666667,-10.0030467,107.6666667,
2,33.7833333,-8.5868632,106.6666667,-9.8106587,106.6666667,
3,33.7833333,-8.3394005,104.6666667,-9.51439,104.6666667,
4,33.7833333,-8.0068632,103.6666667,-9.21439,103.6666667,
5,33.7833333,-7.7094005,102.6666667,-8.9606587,102.6666667,
6,33.7833333,-7.4094005,101.6666667,-8.693196,101.6666667,
7,33.7833333,-7.1056692,100.6666667,-8.413196,100.6666667,
8,33.7833333,-6.8219379,99.6666667,-8.203196,99.6666667,
9,33.7833333,-6.5419379,98.6666667,-7.933196,98.6666667,
10,33.7833333,-6.3082065,97.6666667,-7.6594646,97.6666667,
11,33.7833333,-6.1782065,94.6666667,-7.423196,94.6666667,
12,33.7833333,-5.9019379,93.6666667,-7.2369273,93.6666667,
13,33.7833333,-5.6582065,93.6666667,-7.0106587,93.6666667,
14,33.7833333,-5.4544752,94.6666667,-6.793196,94.6666667,
15,33.7833333,-5.2144752,94.6666667,-6.473196,94.6666667,
16,33.7833333,-4.9707438,93.6666667,-6.3369273,93.6666667,
17,33.7833333,-4.7470125,92.6666667,-6.1406587,92.6666667,
18,33.7833333,-4.5170125,91.6666667,-5.8969273,91.6666667,
19,33.7833333,-4.3032811,91.6666667,-5.9638199,91.6666667,15.921895
20,33.7833333,-4.0632811,90.6666667,-5.7989925,90.6666667,16.2216137
21,33.7833333,-3.9458185,89.6666667,-5.792366,89.6666667,16.342707
1,33.8,-8.9980675,107.6666667,-10.0058662,107.6666667,
2,33.8,-8.5897093,106.6666667,-9.8125826,106.6666667,
3,33.8,-8.3419481,104.6666667,-9.5164632,104.6666667,
4,33.8,-8.0097093,103.6666667,-9.2164632,103.6666667,
5,33.8,-7.7119481,102.6666667,-8.9625826,102.6666667,
6,33.8,-7.4119481,101.6666667,-8.6948214,101.6666667,
7,33.8,-7.1080675,100.6666667,-8.4148214,100.6666667,
8,33.8,-6.8241869,99.6666667,-8.2048214,99.6666667,
9,33.8,-6.5441869,98.6666667,-7.9348214,98.6666667,
10,33.8,-6.3103063,97.6666667,-7.6609408,97.6666667,
11,33.8,-6.1803063,94.6666667,-7.4248214,94.6666667,
12,33.8,-5.9041869,93.6666667,-7.238702,93.6666667,
13,33.8,-5.6603063,93.6666667,-7.0125826,93.6666667,
14,33.8,-5.4564257,94.6666667,-6.7948214,94.6666667,
15,33.8,-5.2164257,94.6666667,-6.4748214,94.6666667,
16,33.8,-4.9725451,93.6666667,-6.338702,93.6666667,
17,33.8,-4.7486645,92.6666667,-6.1425826,92.6666667,
18,33.8,-4.5186645,91.6666667,-5.898702,91.6666667,
19,33.8,-4.3047839,91.6666667,-5.9682543,91.6666667,15.9296874
20,33.8,-4.0647839,90.6666667,-5.8018225,90.6666667,16.2288766
21,33.8,-3.9470227,89.6666667,-5.7949807,89.6666667,16.350257
1,33.8166667,-9.0004658,107.6666667,-10.0086857,107.6666667,
2,33.8166667,-8.5925553,106.6666667,-9.8145066,106.6666667,
3,33.8166667,-8.3444956,104.6666667,-9.5185364,104.6666667,
4,33.8166667,-8.0125553,103.6666667,-9.2185364,103.6666667,
5,33.8166667,-7.7144956,102.6666667,-8.9645066,102.6666667,
6,33.8166667,-7.4144956,101.6666667,-8.6964469,101.6666667,
7,33.8166667,-7.1104658,100.6666667,-8.4164469,100.6666667,
8,33.8166667,-6.8264359,99.6666667,-8.2064469,99.6666667,
9,33.8166667,-6.5464359,98.6666667,-7.9364469,98.6666667,
10,33.8166667,-6.3124061,97.6666667,-7.662417,97.6666667,
11,33.8166667,-6.1824061,94.6666667,-7.4264469,94.6666667,
12,33.8166667,-5.9064359,93.6666667,-7.2404767,93.6666667,
13,33.8166667,-5.6624061,93.6666667,-7.0145066,93.6666667,
14,33.8166667,-5.4583762,94.6666667,-6.7964469,94.6666667,
15,33.8166667,-5.2183762,94.6666667,-6.4764469,94.6666667,
16,33.8166667,-4.9743464,93.6666667,-6.3404767,93.6666667,
17,33.8166667,-4.7503165,92.6666667,-6.1445066,92.6666667,
18,33.8166667,-4.5203165,91.6666667,-5.9004767,91.6666667,
19,33.8166667,-4.3062867,91.6666667,-5.9726887,91.6666667,15.9374798
20,33.8166667,-4.0662867,90.6666667,-5.8046525,90.6666667,16.2361394
21,33.8166667,-3.948227,89.6666667,-5.7975954,89.6666667,16.3578069
1,33.8333333,-9.0028641,107.6666667,-10.0115051,107.6666667,
2,33.8333333,-8.5954014,106.6666667,-9.8164305,106.6666667,
3,33.8333333,-8.3470432,104.6666667,-9.5206096,104.6666667,
4,33.8333333,-8.0154014,103.6666667,-9.2206096,103.6666667,
5,33.8333333,-7.7170432,102.6666667,-8.9664305,102.6666667,
6,33.8333333,-7.4170432,101.6666667,-8.6980723,101.6666667,
7,33.8333333,-7.1128641,100.6666667,-8.4180723,100.6666667,
8,33.8333333,-6.828685,99.6666667,-8.2080723,99.6666667,
9,33.8333333,-6.548685,98.6666667,-7.9380723,98.6666667,
10,33.8333333,-6.3145059,97.6666667,-7.6638932,97.6666667,
11,33.8333333,-6.1845059,94.6666667,-7.4280723,94.6666667,
12,33.8333333,-5.908685,93.6666667,-7.2422514,93.6666667,
13,33.8333333,-5.6645059,93.6666667,-7.0164305,93.6666667,
14,33.8333333,-5.4603268,94.6666667,-6.7980723,94.6666667,
15,33.8333333,-5.2203268,94.6666667,-6.4780723,94.6666667,
16,33.8333333,-4.9761477,93.6666667,-6.3422514,93.6666667,
17,33.8333333,-4.7519686,92.6666667,-6.1464305,92.6666667,
18,33.8333333,-4.5219686,91.6666667,-5.9022514,91.6666667,
19,33.8333333,-4.3077895,91.6666667,-5.977123,91.6666667,15.9452723
20,33.8333333,-4.0677895,90.6666667,-5.8074825,90.6666667,16.2434022
21,33.8333333,-3.9494312,89.6666667,-5.80021,89.6666667,16.3653569
1,33.85,-9.0052624,107.6666667,-10.0143246,107.6666667,
2,33.85,-8.5982474,106.6666667,-9.8183545,106.6666667,
3,33.85,-8.3495907,104.6666667,-9.5226828,104.6666667,
4,33.85,-8.0182474,103.6666667,-9.2226828,103.6666667,
5,33.85,-7.7195907,102.6666667,-8.9683545,102.6666667,
6,33.85,-7.4195907,101.6666667,-8.6996977,101.6666667,
7,33.85,-7.1152624,100.6666667,-8.4196977,100.6666667,
8,33.85,-6.830934,99.6666667,-8.2096977,99.6666667,
9,33.85,-6.550934,98.6666667,-7.9396977,98.6666667,
10,33.85,-6.3166057,97.6666667,-7.6653694,97.6666667,
11,33.85,-6.1866057,94.6666667,-7.4296977,94.6666667,
12,33.85,-5.910934,93.6666667,-7.2440261,93.6666667,
13,33.85,-5.6666057,93.6666667,-7.0183545,93.6666667,
14,33.85,-5.4622773,94.6666667,-6.7996977,94.6666667,
15,33.85,-5.2222773,94.6666667,-6.4796977,94.6666667,
16,33.85,-4.9779489,93.6666667,-6.3440261,93.6666667,
17,33.85,-4.7536206,92.6666667,-6.1483545,92.6666667,
18,33.85,-4.5236206,91.6666667,-5.9040261,91.6666667,
