Ensemble_member,Time_since_eruption,EA_diff_A,Travel_time_x,EA_diff_B,Travel_time_y,EA_raw
20,38.8333333,-4.2930901,90.6666667,-6.6373991,90.6666667,18.3641808
21,38.8333333,-4.0653289,89.6666667,-6.3811744,89.6666667,18.6996553
1,38.85,-9.5601094,107.6666667,-10.8400683,107.6666667,
2,38.85,-9.1995124,106.6666667,-10.4424564,106.6666667,
3,38.85,-8.8901094,104.6666667,-10.1524564,104.6666667,
4,38.85,-8.5901094,103.6666667,-9.8524564,103.6666667,
5,38.85,-8.2507064,102.6666667,-9.5436504,102.6666667,
6,38.85,-7.9213034,101.6666667,-9.2436504,101.6666667,
7,38.85,-7.6107064,100.6666667,-8.9242474,100.6666667,
8,38.85,-7.3013034,99.6666667,-8.6748444,99.6666667,
9,38.85,-7.0013034,98.6666667,-8.4342474,98.6666667,
10,38.85,-6.7319004,97.6666667,-8.0954414,97.6666667,
11,38.85,-6.6019004,94.6666667,-7.9248444,94.6666667,
12,38.85,-6.3124975,93.6666667,-7.7647636,93.6666667,
13,38.85,-6.0624975,93.6666667,-7.6904891,93.6666667,
14,38.85,-5.7930945,94.6666667,-7.3436504,94.6666667,
15,38.85,-5.5336915,94.6666667,-7.0044629,94.6666667,
16,38.85,-5.2836915,93.6666667,-7.1149489,93.6666667,
17,38.85,-5.0336915,92.6666667,-6.9298379,92.6666667,
18,38.85,-4.7836915,91.6666667,-6.5537942,91.6666667,
19,38.85,-4.5342885,91.6666667,-7.1644571,91.6666667,18.2866325
20,38.85,-4.2942885,90.6666667,-6.638952,90.6666667,18.3711079
21,38.85,-4.0660795,89.6666667,-6.3811992,89.6666667,18.7078782
1,38.8666667,-9.5623526,107.6666667,-10.8418043,107.6666667,
2,38.8666667,-9.2019048,106.6666667,-10.4435954,106.6666667,
3,38.8666667,-8.8923526,104.6666667,-10.1535954,104.6666667,
4,38.8666667,-8.5923526,103.6666667,-9.8535954,103.6666667,
5,38.8666667,-8.2528003,102.6666667,-9.5444909,102.6666667,
6,38.8666667,-7.9232481,101.6666667,-9.2444909,101.6666667,
7,38.8666667,-7.6128003,100.6666667,-8.9249387,100.6666667,
8,38.8666667,-7.3032481,99.6666667,-8.6753864,99.6666667,
9,38.8666667,-7.0032481,98.6666667,-8.4349387,98.6666667,
10,38.8666667,-6.7336959,97.6666667,-8.0958342,97.6666667,
11,38.8666667,-6.6036959,94.6666667,-7.9253864,94.6666667,
12,38.8666667,-6.3141436,93.6666667,-7.7653258,93.6666667,
13,38.8666667,-6.0641436,93.6666667,-7.6928667,93.6666667,
14,38.8666667,-5.7945914,94.6666667,-7.3444909,94.6666667,
15,38.8666667,-5.5350391,94.6666667,-7.0051003,94.6666667,
16,38.8666667,-5.2850391,93.6666667,-7.1172179,93.6666667,
17,38.8666667,-5.0350391,92.6666667,-6.9320674,92.6666667,
18,38.8666667,-4.7850391,91.6666667,-6.5560656,91.6666667,
19,38.8666667,-4.5354869,91.6666667,-7.165268,91.6666667,18.2930368
20,38.8666667,-4.2954869,90.6666667,-6.6405049,90.6666667,18.3780351
21,38.8666667,-4.0668302,89.6666667,-6.3812239,89.6666667,18.7161011
1,38.8833333,-9.5645958,107.6666667,-10.8435404,107.6666667,
2,38.8833333,-9.2042973,106.6666667,-10.4447344,106.6666667,
3,38.8833333,-8.8945958,104.6666667,-10.1547344,104.6666667,
4,38.8833333,-8.5945958,103.6666667,-9.8547344,103.6666667,
5,38.8833333,-8.2548943,102.6666667,-9.5453314,102.6666667,
6,38.8833333,-7.9251928,101.6666667,-9.2453314,101.6666667,
7,38.8833333,-7.6148943,100.6666667,-8.9256299,100.6666667,
8,38.8833333,-7.3051928,99.6666667,-8.6759284,99.6666667,
9,38.8833333,-7.0051928,98.6666667,-8.4356299,98.6666667,
10,38.8833333,-6.7354913,97.6666667,-8.0962269,97.6666667,
11,38.8833333,-6.6054913,94.6666667,-7.9259284,94.6666667,
12,38.8833333,-6.3157898,93.6666667,-7.765888,93.6666667,
13,38.8833333,-6.0657898,93.6666667,-7.6952444,93.6666667,
14,38.8833333,-5.7960883,94.6666667,-7.3453314,94.6666667,
15,38.8833333,-5.5363868,94.6666667,-7.0057376,94.6666667,
16,38.8833333,-5.2863868,93.6666667,-7.119487,93.6666667,
17,38.8833333,-5.0363868,92.6666667,-6.9342968,92.6666667,
18,38.8833333,-4.7863868,91.6666667,-6.5583369,91.6666667,
19,38.8833333,-4.5366853,91.6666667,-7.1660789,91.6666667,18.2994411
20,38.8833333,-4.2966853,90.6666667,-6.6420579,90.6666667,18.3849622
21,38.8833333,-4.0675808,89.6666667,-6.3812486,89.6666667,18.724324
1,38.9,-9.5668389,107.6666667,-10.8452764,107.6666667,
2,38.9,-9.2066897,106.6666667,-10.4458734,106.6666667,
3,38.9,-8.8968389,104.6666667,-10.1558734,104.6666667,
4,38.9,-8.5968389,103.6666667,-9.8558734,103.6666667,
5,38.9,-8.2569882,102.6666667,-9.5461719,102.6666667,
6,38.9,-7.9271375,101.6666667,-9.2461719,101.6666667,
7,38.9,-7.6169882,100.6666667,-8.9263212,100.6666667,
8,38.9,-7.3071375,99.6666667,-8.6764704,99.6666667,
9,38.9,-7.0071375,98.6666667,-8.4363212,98.6666667,
10,38.9,-6.7372867,97.6666667,-8.0966197,97.6666667,
11,38.9,-6.6072867,94.6666667,-7.9264704,94.6666667,
12,38.9,-6.317436,93.6666667,-7.7664502,93.6666667,
13,38.9,-6.067436,93.6666667,-7.697622,93.6666667,
14,38.9,-5.7975852,94.6666667,-7.3461719,94.6666667,
15,38.9,-5.5377345,94.6666667,-7.006375,94.6666667,
16,38.9,-5.2877345,93.6666667,-7.121756,93.6666667,
17,38.9,-5.0377345,92.6666667,-6.9365262,92.6666667,
18,38.9,-4.7877345,91.6666667,-6.5606083,91.6666667,
19,38.9,-4.5378837,91.6666667,-7.1668898,91.6666667,18.3058454
20,38.9,-4.2978837,90.6666667,-6.6436108,90.6666667,18.3918894
21,38.9,-4.0683315,89.6666667,-6.3812734,89.6666667,18.7325469
1,38.9166667,-9.5690821,107.6666667,-10.8470124,107.6666667,
2,38.9166667,-9.2090821,106.6666667,-10.4470124,106.6666667,
3,38.9166667,-8.8990821,104.6666667,-10.1570124,104.6666667,
4,38.9166667,-8.5990821,103.6666667,-9.8570124,103.6666667,
5,38.9166667,-8.2590821,102.6666667,-9.5470124,102.6666667,
6,38.9166667,-7.9290821,101.6666667,-9.2470124,101.6666667,
7,38.9166667,-7.6190821,100.6666667,-8.9270124,100.6666667,
8,38.9166667,-7.3090821,99.6666667,-8.6770124,99.6666667,
9,38.9166667,-7.0090821,98.6666667,-8.4370124,98.6666667,
10,38.9166667,-6.7390821,97.6666667,-8.0970124,97.6666667,
11,38.9166667,-6.6090821,94.6666667,-7.9270124,94.6666667,
12,38.9166667,-6.3190821,93.6666667,-7.7670124,93.6666667,
13,38.9166667,-6.0690821,93.6666667,-7.6999996,93.6666667,
14,38.9166667,-5.7990821,94.6666667,-7.3470124,94.6666667,
15,38.9166667,-5.5390821,94.6666667,-7.0070124,94.6666667,
16,38.9166667,-5.2890821,93.6666667,-7.1240251,93.6666667,
17,38.9166667,-5.0390821,92.6666667,-6.9387557,92.6666667,
18,38.9166667,-4.7890821,91.6666667,-6.5628797,91.6666667,
19,38.9166667,-4.5390821,91.6666667,-7.1677007,91.6666667,18.3122497
20,38.9166667,-4.2990821,90.6666667,-6.6451637,90.6666667,18.3988166
21,38.9166667,-4.0690821,89.6666667,-6.3812981,89.6666667,18.7407698
1,38.9333333,-9.5714904,107.6666667,-10.8486557,107.6666667,
2,38.9333333,-9.2113389,106.6666667,-10.4482012,106.6666667,
3,38.9333333,-8.9011874,104.6666667,-10.1583527,104.6666667,
4,38.9333333,-8.6011874,103.6666667,-9.8582012,103.6666667,
5,38.9333333,-8.2611874,102.6666667,-9.5478981,102.6666667,
6,38.9333333,-7.9310358,101.6666667,-9.2480496,101.6666667,
7,38.9333333,-7.6208843,100.6666667,-8.9278981,100.6666667,
8,38.9333333,-7.3110358,99.6666667,-8.6774436,99.6666667,
9,38.9333333,-7.0108843,98.6666667,-8.4378981,98.6666667,
10,38.9333333,-6.7408843,97.6666667,-8.0974436,97.6666667,
11,38.9333333,-6.6107328,94.6666667,-7.9277466,94.6666667,
12,38.9333333,-6.3207328,93.6666667,-7.7694162,93.6666667,
13,38.9333333,-6.0705813,93.6666667,-7.7023772,93.6666667,
14,38.9333333,-5.8004298,94.6666667,-7.3494716,94.6666667,
15,38.9333333,-5.5404298,94.6666667,-7.0095585,94.6666667,
16,38.9333333,-5.2904298,93.6666667,-7.1262941,93.6666667,
17,38.9333333,-5.0402783,92.6666667,-6.9409851,92.6666667,
18,38.9333333,-4.7902783,91.6666667,-6.565151,91.6666667,
19,38.9333333,-4.5402783,91.6666667,-7.1685116,91.6666667,18.318654
20,38.9333333,-4.3001268,90.6666667,-6.6467166,90.6666667,18.4057437
21,38.9333333,-4.0696722,89.6666667,-6.3813229,89.6666667,18.7489927
1,38.95,-9.5738987,107.6666667,-10.850299,107.6666667,
2,38.95,-9.2135956,106.6666667,-10.4493899,106.6666667,
3,38.95,-8.9032926,104.6666667,-10.159693,104.6666667,
4,38.95,-8.6032926,103.6666667,-9.8593899,103.6666667,
5,38.95,-8.2632926,102.6666667,-9.5487839,102.6666667,
6,38.95,-7.9329896,101.6666667,-9.2490869,101.6666667,
7,38.95,-7.6226865,100.6666667,-8.9287839,100.6666667,
8,38.95,-7.3129896,99.6666667,-8.6778748,99.6666667,
9,38.95,-7.0126865,98.6666667,-8.4387839,98.6666667,
10,38.95,-6.7426865,97.6666667,-8.0978748,97.6666667,
11,38.95,-6.6123835,94.6666667,-7.9284808,94.6666667,
12,38.95,-6.3223835,93.6666667,-7.7718199,93.6666667,
13,38.95,-6.0720805,93.6666667,-7.7047549,93.6666667,
14,38.95,-5.8017774,94.6666667,-7.3519309,94.6666667,
15,38.95,-5.5417774,94.6666667,-7.0121045,94.6666667,
16,38.95,-5.2917774,93.6666667,-7.1285632,93.6666667,
17,38.95,-5.0414744,92.6666667,-6.9432145,92.6666667,
18,38.95,-4.7914744,91.6666667,-6.5674224,91.6666667,
19,38.95,-4.5414744,91.6666667,-7.1693224,91.6666667,18.3250583
20,38.95,-4.3011714,90.6666667,-6.6482695,90.6666667,18.4126709
21,38.95,-4.0702623,89.6666667,-6.3813476,89.6666667,18.7572156
1,38.9666667,-9.5763069,107.6666667,-10.8519423,107.6666667,
2,38.9666667,-9.2158524,106.6666667,-10.4505787,106.6666667,
3,38.9666667,-8.9053978,104.6666667,-10.1610332,104.6666667,
4,38.9666667,-8.6053978,103.6666667,-9.8605787,103.6666667,
5,38.9666667,-8.2653978,102.6666667,-9.5496696,102.6666667,
6,38.9666667,-7.9349433,101.6666667,-9.2501241,101.6666667,
7,38.9666667,-7.6244887,100.6666667,-8.9296696,100.6666667,
8,38.9666667,-7.3149433,99.6666667,-8.678306,99.6666667,
9,38.9666667,-7.0144887,98.6666667,-8.4396696,98.6666667,
10,38.9666667,-6.7444887,97.6666667,-8.098306,97.6666667,
11,38.9666667,-6.6140342,94.6666667,-7.929215,94.6666667,
12,38.9666667,-6.3240342,93.6666667,-7.7742237,93.6666667,
13,38.9666667,-6.0735797,93.6666667,-7.7071325,93.6666667,
14,38.9666667,-5.8031251,94.6666667,-7.3543901,94.6666667,
15,38.9666667,-5.5431251,94.6666667,-7.0146506,94.6666667,
16,38.9666667,-5.2931251,93.6666667,-7.1308322,93.6666667,
17,38.9666667,-5.0426706,92.6666667,-6.945444,92.6666667,
18,38.9666667,-4.7926706,91.6666667,-6.5696937,91.6666667,
19,38.9666667,-4.5426706,91.6666667,-7.1701333,91.6666667,18.3314627
20,38.9666667,-4.302216,90.6666667,-6.6498224,90.6666667,18.419598
21,38.9666667,-4.0708524,89.6666667,-6.3813723,89.6666667,18.7654385
1,38.9833333,-9.5787152,107.6666667,-10.8535856,107.6666667,
2,38.9833333,-9.2181091,106.6666667,-10.4517674,106.6666667,
3,38.9833333,-8.9075031,104.6666667,-10.1623735,104.6666667,
4,38.9833333,-8.6075031,103.6666667,-9.8617674,103.6666667,
5,38.9833333,-8.2675031,102.6666667,-9.5505553,102.6666667,
6,38.9833333,-7.936897,101.6666667,-9.2511614,101.6666667,
7,38.9833333,-7.6262909,100.6666667,-8.9305553,100.6666667,
8,38.9833333,-7.316897,99.6666667,-8.6787371,99.6666667,
9,38.9833333,-7.0162909,98.6666667,-8.4405553,98.6666667,
10,38.9833333,-6.7462909,97.6666667,-8.0987371,97.6666667,
11,38.9833333,-6.6156849,94.6666667,-7.9299493,94.6666667,
12,38.9833333,-6.3256849,93.6666667,-7.7766275,93.6666667,
13,38.9833333,-6.0750788,93.6666667,-7.7095101,93.6666667,
14,38.9833333,-5.8044728,94.6666667,-7.3568493,94.6666667,
15,38.9833333,-5.5444728,94.6666667,-7.0171967,94.6666667,
16,38.9833333,-5.2944728,93.6666667,-7.1331013,93.6666667,
17,38.9833333,-5.0438667,92.6666667,-6.9476734,92.6666667,
18,38.9833333,-4.7938667,91.6666667,-6.5719651,91.6666667,
19,38.9833333,-4.5438667,91.6666667,-7.1709442,91.6666667,18.337867
20,38.9833333,-4.3032606,90.6666667,-6.6513753,90.6666667,18.4265252
21,38.9833333,-4.0714425,89.6666667,-6.3813971,89.6666667,18.7736614
1,39.0,-9.5811235,107.6666667,-10.8552289,107.6666667,
2,39.0,-9.2203659,106.6666667,-10.4529562,106.6666667,
3,39.0,-8.9096083,104.6666667,-10.1637138,104.6666667,
4,39.0,-8.6096083,103.6666667,-9.8629562,103.6666667,
5,39.0,-8.2696083,102.6666667,-9.5514411,102.6666667,
6,39.0,-7.9388507,101.6666667,-9.2521986,101.6666667,
7,39.0,-7.6280932,100.6666667,-8.9314411,100.6666667,
8,39.0,-7.3188507,99.6666667,-8.6791683,99.6666667,
9,39.0,-7.0180932,98.6666667,-8.4414411,98.6666667,
10,39.0,-6.7480932,97.6666667,-8.0991683,97.6666667,
11,39.0,-6.6173356,94.6666667,-7.9306835,94.6666667,
12,39.0,-6.3273356,93.6666667,-7.7790312,93.6666667,
13,39.0,-6.076578,93.6666667,-7.7118877,93.6666667,
14,39.0,-5.8058204,94.6666667,-7.3593086,94.6666667,
15,39.0,-5.5458204,94.6666667,-7.0197427,94.6666667,
16,39.0,-5.2958204,93.6666667,-7.1353704,93.6666667,
17,39.0,-5.0450628,92.6666667,-6.9499028,92.6666667,
18,39.0,-4.7950628,91.6666667,-6.5742364,91.6666667,
19,39.0,-4.5450628,91.6666667,-7.1717551,91.6666667,18.3442713
20,39.0,-4.3043053,90.6666667,-6.6529282,90.6666667,18.4334523
21,39.0,-4.0720325,89.6666667,-6.3814218,89.6666667,18.7818843
1,39.0166667,-9.5835317,107.6666667,-10.8568722,107.6666667,
2,39.0166667,-9.2226226,106.6666667,-10.454145,106.6666667,
3,39.0166667,-8.9117135,104.6666667,-10.1650541,104.6666667,
4,39.0166667,-8.6117135,103.6666667,-9.864145,103.6666667,
5,39.0166667,-8.2717135,102.6666667,-9.5523268,102.6666667,
6,39.0166667,-7.9408044,101.6666667,-9.2532359,101.6666667,
7,39.0166667,-7.6298954,100.6666667,-8.9323268,100.6666667,
8,39.0166667,-7.3208044,99.6666667,-8.6795995,99.6666667,
9,39.0166667,-7.0198954,98.6666667,-8.4423268,98.6666667,
10,39.0166667,-6.7498954,97.6666667,-8.0995995,97.6666667,
11,39.0166667,-6.6189863,94.6666667,-7.9314177,94.6666667,
12,39.0166667,-6.3289863,93.6666667,-7.781435,93.6666667,
13,39.0166667,-6.0780772,93.6666667,-7.7142654,93.6666667,
14,39.0166667,-5.8071681,94.6666667,-7.3617678,94.6666667,
15,39.0166667,-5.5471681,94.6666667,-7.0222888,94.6666667,
16,39.0166667,-5.2971681,93.6666667,-7.1376394,93.6666667,
17,39.0166667,-5.046259,92.6666667,-6.9521323,92.6666667,
18,39.0166667,-4.796259,91.6666667,-6.5765078,91.6666667,
19,39.0166667,-4.546259,91.6666667,-7.172566,91.6666667,18.3506756
20,39.0166667,-4.3053499,90.6666667,-6.6544811,90.6666667,18.4403795
21,39.0166667,-4.0726226,89.6666667,-6.3814465,89.6666667,18.7901072
1,39.0333333,-9.58594,107.6666667,-10.8585155,107.6666667,
2,39.0333333,-9.2248794,106.6666667,-10.4553337,106.6666667,
3,39.0333333,-8.9138188,104.6666667,-10.1663943,104.6666667,
4,39.0333333,-8.6138188,103.6666667,-9.8653337,103.6666667,
5,39.0333333,-8.2738188,102.6666667,-9.5532125,102.6666667,
6,39.0333333,-7.9427582,101.6666667,-9.2542731,101.6666667,
7,39.0333333,-7.6316976,100.6666667,-8.9332125,100.6666667,
8,39.0333333,-7.3227582,99.6666667,-8.6800307,99.6666667,
9,39.0333333,-7.0216976,98.6666667,-8.4432125,98.6666667,
10,39.0333333,-6.7516976,97.6666667,-8.1000307,97.6666667,
11,39.0333333,-6.620637,94.6666667,-7.9321519,94.6666667,
12,39.0333333,-6.330637,93.6666667,-7.7838387,93.6666667,
13,39.0333333,-6.0795764,93.6666667,-7.716643,93.6666667,
14,39.0333333,-5.8085157,94.6666667,-7.364227,94.6666667,
15,39.0333333,-5.5485157,94.6666667,-7.0248348,94.6666667,
16,39.0333333,-5.2985157,93.6666667,-7.1399085,93.6666667,
17,39.0333333,-5.0474551,92.6666667,-6.9543617,92.6666667,
18,39.0333333,-4.7974551,91.6666667,-6.5787791,91.6666667,
19,39.0333333,-4.5474551,91.6666667,-7.1733769,91.6666667,18.3570799
20,39.0333333,-4.3063945,90.6666667,-6.656034,90.6666667,18.4473067
21,39.0333333,-4.0732127,89.6666667,-6.3814713,89.6666667,18.7983301
1,39.05,-9.5883483,107.6666667,-10.8601588,107.6666667,
2,39.05,-9.2271361,106.6666667,-10.4565225,106.6666667,
3,39.05,-8.915924,104.6666667,-10.1677346,104.6666667,
4,39.05,-8.615924,103.6666667,-9.8665225,103.6666667,
5,39.05,-8.275924,102.6666667,-9.5540982,102.6666667,
6,39.05,-7.9447119,101.6666667,-9.2553104,101.6666667,
7,39.05,-7.6334998,100.6666667,-8.9340982,100.6666667,
8,39.05,-7.3247119,99.6666667,-8.6804619,99.6666667,
9,39.05,-7.0234998,98.6666667,-8.4440982,98.6666667,
10,39.05,-6.7534998,97.6666667,-8.1004619,97.6666667,
11,39.05,-6.6222876,94.6666667,-7.9328861,94.6666667,
12,39.05,-6.3322876,93.6666667,-7.7862425,93.6666667,
13,39.05,-6.0810755,93.6666667,-7.7190206,93.6666667,
14,39.05,-5.8098634,94.6666667,-7.3666862,94.6666667,
15,39.05,-5.5498634,94.6666667,-7.0273809,94.6666667,
16,39.05,-5.2998634,93.6666667,-7.1421775,93.6666667,
17,39.05,-5.0486513,92.6666667,-6.9565912,92.6666667,
18,39.05,-4.7986513,91.6666667,-6.5810505,91.6666667,
19,39.05,-4.5486513,91.6666667,-7.1741878,91.6666667,18.3634842
20,39.05,-4.3074392,90.6666667,-6.6575869,90.6666667,18.4542338
21,39.05,-4.0738028,89.6666667,-6.381496,89.6666667,18.8065529
1,39.0666667,-9.5907565,107.6666667,-10.8618021,107.6666667,
2,39.0666667,-9.2293929,106.6666667,-10.4577112,106.6666667,
3,39.0666667,-8.9180292,104.6666667,-10.1690749,104.6666667,
4,39.0666667,-8.6180292,103.6666667,-9.8677112,103.6666667,
5,39.0666667,-8.2780292,102.6666667,-9.554984,102.6666667,
6,39.0666667,-7.9466656,101.6666667,-9.2563476,101.6666667,
7,39.0666667,-7.635302,100.6666667,-8.934984,100.6666667,
8,39.0666667,-7.3266656,99.6666667,-8.6808931,99.6666667,
9,39.0666667,-7.025302,98.6666667,-8.444984,98.6666667,
10,39.0666667,-6.755302,97.6666667,-8.1008931,97.6666667,
11,39.0666667,-6.6239383,94.6666667,-7.9336203,94.6666667,
12,39.0666667,-6.3339383,93.6666667,-7.7886463,93.6666667,
13,39.0666667,-6.0825747,93.6666667,-7.7213982,93.6666667,
14,39.0666667,-5.8112111,94.6666667,-7.3691455,94.6666667,
15,39.0666667,-5.5512111,94.6666667,-7.029927,94.6666667,
16,39.0666667,-5.3012111,93.6666667,-7.1444466,93.6666667,
17,39.0666667,-5.0498474,92.6666667,-6.9588206,92.6666667,
18,39.0666667,-4.7998474,91.6666667,-6.5833219,91.6666667,
19,39.0666667,-4.5498474,91.6666667,-7.1749987,91.6666667,18.3698885
20,39.0666667,-4.3084838,90.6666667,-6.6591398,90.6666667,18.461161
21,39.0666667,-4.0743929,89.6666667,-6.3815208,89.6666667,18.8147758
1,39.0833333,-9.5931648,107.6666667,-10.8634455,107.6666667,
2,39.0833333,-9.2316496,106.6666667,-10.4589,106.6666667,
3,39.0833333,-8.9201345,104.6666667,-10.1704152,104.6666667,
4,39.0833333,-8.6201345,103.6666667,-9.8689,103.6666667,
5,39.0833333,-8.2801345,102.6666667,-9.5558697,102.6666667,
6,39.0833333,-7.9486193,101.6666667,-9.2573848,101.6666667,
7,39.0833333,-7.6371042,100.6666667,-8.9358697,100.6666667,
8,39.0833333,-7.3286193,99.6666667,-8.6813242,99.6666667,
9,39.0833333,-7.0271042,98.6666667,-8.4458697,98.6666667,
10,39.0833333,-6.7571042,97.6666667,-8.1013242,97.6666667,
11,39.0833333,-6.625589,94.6666667,-7.9343545,94.6666667,
12,39.0833333,-6.335589,93.6666667,-7.79105,93.6666667,
13,39.0833333,-6.0840739,93.6666667,-7.7237758,93.6666667,
14,39.0833333,-5.8125587,94.6666667,-7.3716047,94.6666667,
15,39.0833333,-5.5525587,94.6666667,-7.032473,94.6666667,
16,39.0833333,-5.3025587,93.6666667,-7.1467156,93.6666667,
17,39.0833333,-5.0510436,92.6666667,-6.96105,92.6666667,
18,39.0833333,-4.8010436,91.6666667,-6.5855932,91.6666667,
19,39.0833333,-4.5510436,91.6666667,-7.1758096,91.6666667,18.3762928
20,39.0833333,-4.3095284,90.6666667,-6.6606927,90.6666667,18.4680881
21,39.0833333,-4.074983,89.6666667,-6.3815455,89.6666667,18.8229987
1,39.1,-9.595573,107.6666667,-10.8650888,107.6666667,
2,39.1,-9.2339064,106.6666667,-10.4600888,106.6666667,
3,39.1,-8.9222397,104.6666667,-10.1717554,104.6666667,
4,39.1,-8.6222397,103.6666667,-9.8700888,103.6666667,
5,39.1,-8.2822397,102.6666667,-9.5567554,102.6666667,
6,39.1,-7.950573,101.6666667,-9.2584221,101.6666667,
7,39.1,-7.6389064,100.6666667,-8.9367554,100.6666667,
8,39.1,-7.330573,99.6666667,-8.6817554,99.6666667,
9,39.1,-7.0289064,98.6666667,-8.4467554,98.6666667,
10,39.1,-6.7589064,97.6666667,-8.1017554,97.6666667,
11,39.1,-6.6272397,94.6666667,-7.9350888,94.6666667,
12,39.1,-6.3372397,93.6666667,-7.7934538,93.6666667,
13,39.1,-6.085573,93.6666667,-7.7261535,93.6666667,
14,39.1,-5.8139064,94.6666667,-7.3740639,94.6666667,
15,39.1,-5.5539064,94.6666667,-7.0350191,94.6666667,
16,39.1,-5.3039064,93.6666667,-7.1489847,93.6666667,
17,39.1,-5.0522397,92.6666667,-6.9632795,92.6666667,
18,39.1,-4.8022397,91.6666667,-6.5878646,91.6666667,
19,39.1,-4.5522397,91.6666667,-7.1766205,91.6666667,18.3826972
20,39.1,-4.310573,90.6666667,-6.6622456,90.6666667,18.4750153
21,39.1,-4.075573,89.6666667,-6.3815702,89.6666667,18.8312216
1,39.1166667,-9.5979813,107.6666667,-10.8667321,107.6666667,
2,39.1166667,-9.2361631,106.6666667,-10.4612775,106.6666667,
3,39.1166667,-8.924345,104.6666667,-10.1730957,104.6666667,
4,39.1166667,-8.624345,103.6666667,-9.8712775,103.6666667,
5,39.1166667,-8.284345,102.6666667,-9.5576412,102.6666667,
6,39.1166667,-7.9525268,101.6666667,-9.2594593,101.6666667,
7,39.1166667,-7.6407086,100.6666667,-8.9376412,100.6666667,
8,39.1166667,-7.3325268,99.6666667,-8.6821866,99.6666667,
9,39.1166667,-7.0307086,98.6666667,-8.4476412,98.6666667,
10,39.1166667,-6.7607086,97.6666667,-8.1021866,97.6666667,
11,39.1166667,-6.6288904,94.6666667,-7.935823,94.6666667,
12,39.1166667,-6.3388904,93.6666667,-7.7958576,93.6666667,
13,39.1166667,-6.0870722,93.6666667,-7.7285311,93.6666667,
14,39.1166667,-5.815254,94.6666667,-7.3765232,94.6666667,
15,39.1166667,-5.555254,94.6666667,-7.0375651,94.6666667,
16,39.1166667,-5.305254,93.6666667,-7.1512537,93.6666667,
17,39.1166667,-5.0534359,92.6666667,-6.9655089,92.6666667,
18,39.1166667,-4.8034359,91.6666667,-6.5901359,91.6666667,
19,39.1166667,-4.5534359,91.6666667,-7.1774314,91.6666667,18.3891015
20,39.1166667,-4.3116177,90.6666667,-6.6637985,90.6666667,18.4819425
21,39.1166667,-4.0761631,89.6666667,-6.381595,89.6666667,18.8394445
1,39.1333333,-9.6003896,107.6666667,-10.8683754,107.6666667,
2,39.1333333,-9.2384199,106.6666667,-10.4624663,106.6666667,
3,39.1333333,-8.9264502,104.6666667,-10.174436,104.6666667,
4,39.1333333,-8.6264502,103.6666667,-9.8724663,103.6666667,
5,39.1333333,-8.2864502,102.6666667,-9.5585269,102.6666667,
6,39.1333333,-7.9544805,101.6666667,-9.2604966,101.6666667,
7,39.1333333,-7.6425108,100.6666667,-8.9385269,100.6666667,
8,39.1333333,-7.3344805,99.6666667,-8.6826178,99.6666667,
9,39.1333333,-7.0325108,98.6666667,-8.4485269,98.6666667,
10,39.1333333,-6.7625108,97.6666667,-8.1026178,97.6666667,
11,39.1333333,-6.6305411,94.6666667,-7.9365572,94.6666667,
12,39.1333333,-6.3405411,93.6666667,-7.7982613,93.6666667,
13,39.1333333,-6.0885714,93.6666667,-7.7309087,93.6666667,
14,39.1333333,-5.8166017,94.6666667,-7.3789824,94.6666667,
15,39.1333333,-5.5566017,94.6666667,-7.0401112,94.6666667,
16,39.1333333,-5.3066017,93.6666667,-7.1535228,93.6666667,
17,39.1333333,-5.054632,92.6666667,-6.9677383,92.6666667,
18,39.1333333,-4.804632,91.6666667,-6.5924073,91.6666667,
19,39.1333333,-4.554632,91.6666667,-7.1782423,91.6666667,18.3955058
20,39.1333333,-4.3126623,90.6666667,-6.6653514,90.6666667,18.4888696
21,39.1333333,-4.0767532,89.6666667,-6.3816197,89.6666667,18.8476674
1,39.15,-9.6027978,107.6666667,-10.8700187,107.6666667,
2,39.15,-9.2406766,106.6666667,-10.463655,106.6666667,
3,39.15,-8.9285554,104.6666667,-10.1757763,104.6666667,
4,39.15,-8.6285554,103.6666667,-9.873655,103.6666667,
5,39.15,-8.2885554,102.6666667,-9.5594126,102.6666667,
6,39.15,-7.9564342,101.6666667,-9.2615338,101.6666667,
7,39.15,-7.644313,100.6666667,-8.9394126,100.6666667,
8,39.15,-7.3364342,99.6666667,-8.683049,99.6666667,
9,39.15,-7.034313,98.6666667,-8.4494126,98.6666667,
10,39.15,-6.764313,97.6666667,-8.103049,97.6666667,
11,39.15,-6.6321918,94.6666667,-7.9372914,94.6666667,
12,39.15,-6.3421918,93.6666667,-7.8006651,93.6666667,
13,39.15,-6.0900706,93.6666667,-7.7332863,93.6666667,
14,39.15,-5.8179494,94.6666667,-7.3814416,94.6666667,
15,39.15,-5.5579494,94.6666667,-7.0426573,94.6666667,
16,39.15,-5.3079494,93.6666667,-7.1557919,93.6666667,
17,39.15,-5.0558281,92.6666667,-6.9699678,92.6666667,
18,39.15,-4.8058281,91.6666667,-6.5946786,91.6666667,
19,39.15,-4.5558281,91.6666667,-7.1790531,91.6666667,18.4019101
20,39.15,-4.3137069,90.6666667,-6.6669043,90.6666667,18.4957968
