Ensemble_member,Time_since_eruption,EA_diff_A,Travel_time_x,EA_raw,EA_diff_B,Travel_time_y
10,39.4666667,-1.4006801,89.3333333,,-1.2843457,89.3333333
11,39.4666667,-1.2006801,88.3333333,,-0.9643457,88.3333333
12,39.4666667,-1.1406801,87.3333333,,-0.7143457,87.3333333
13,39.4666667,-1.0252955,85.3333333,,-0.4743457,85.3333333
14,39.4666667,-0.9941834,84.3333333,21.0734399,-0.2197303,84.3333333
15,39.4666667,-0.7346601,83.3333333,21.3322827,0.0256543,83.3333333
16,39.4666667,-0.7634359,82.3333333,21.3954815,0.2656543,82.3333333
17,39.4666667,-0.4585434,82.3333333,22.0675179,0.4802697,82.3333333
18,39.4666667,-0.1651816,81.3333333,22.0953998,0.7002697,81.3333333
19,39.4666667,0.2729335,80.3333333,22.4284765,0.9202697,80.3333333
20,39.4666667,0.2930629,80.3333333,22.6333967,1.1248851,80.3333333
21,39.4666667,1.0664347,79.3333333,22.6728178,1.3348851,79.3333333
1,39.4833333,-3.8237343,91.3333333,,-3.7691714,91.3333333
2,39.4833333,-3.4888625,91.3333333,,-3.5440432,91.3333333
3,39.4833333,-3.1437343,90.3333333,,-3.3540432,90.3333333
4,39.4833333,-2.8337343,90.3333333,,-3.1737868,90.3333333
5,39.4833333,-2.5537343,90.3333333,,-2.9837868,90.3333333
6,39.4833333,-2.2888625,90.3333333,,-2.7237868,90.3333333
7,39.4833333,-2.0488625,90.3333333,,-2.3937868,90.3333333
8,39.4833333,-1.7788625,90.3333333,,-2.0537868,90.3333333
9,39.4833333,-1.5488625,89.3333333,,-1.6740432,89.3333333
10,39.4833333,-1.3988625,89.3333333,,-1.2840432,89.3333333
11,39.4833333,-1.1988625,88.3333333,,-0.9640432,88.3333333
12,39.4833333,-1.1388625,87.3333333,,-0.7140432,87.3333333
13,39.4833333,-1.0237343,85.3333333,,-0.4740432,85.3333333
14,39.4833333,-0.9940061,84.3333333,21.082892,-0.2191714,84.3333333
15,39.4833333,-0.732508,83.3333333,21.3407913,0.0259568,83.3333333
16,39.4833333,-0.7632762,82.3333333,21.4039497,0.2659568,82.3333333
17,39.4833333,-0.4545035,82.3333333,22.0762031,0.4808286,82.3333333
18,39.4833333,-0.1657922,81.3333333,22.104363,0.7008286,81.3333333
19,39.4833333,0.2730619,80.3333333,22.4366816,0.9208286,80.3333333
20,39.4833333,0.2932787,80.3333333,22.6427646,1.1257004,80.3333333
21,39.4833333,1.0697418,79.3333333,22.6815904,1.3357004,79.3333333
1,39.5,-3.8221731,91.3333333,,-3.7686125,91.3333333
2,39.5,-3.4870448,91.3333333,,-3.5437407,91.3333333
3,39.5,-3.1421731,90.3333333,,-3.3537407,90.3333333
4,39.5,-2.8321731,90.3333333,,-3.1739971,90.3333333
5,39.5,-2.5521731,90.3333333,,-2.9839971,90.3333333
6,39.5,-2.2870448,90.3333333,,-2.7239971,90.3333333
7,39.5,-2.0470448,90.3333333,,-2.3939971,90.3333333
8,39.5,-1.7770448,90.3333333,,-2.0539971,90.3333333
9,39.5,-1.5470448,89.3333333,,-1.6737407,89.3333333
10,39.5,-1.3970448,89.3333333,,-1.2837407,89.3333333
11,39.5,-1.1970448,88.3333333,,-0.9637407,88.3333333
12,39.5,-1.1370448,87.3333333,,-0.7137407,87.3333333
13,39.5,-1.0221731,85.3333333,,-0.4737407,85.3333333
14,39.5,-0.9938289,84.3333333,21.0923441,-0.2186125,84.3333333
15,39.5,-0.7303559,83.3333333,21.3493,0.0262593,83.3333333
16,39.5,-0.7631165,82.3333333,21.4124179,0.2662593,82.3333333
17,39.5,-0.4504637,82.3333333,22.0848883,0.4813875,82.3333333
18,39.5,-0.1664027,81.3333333,22.1133263,0.7013875,81.3333333
19,39.5,0.2731903,80.3333333,22.4448867,0.9213875,80.3333333
20,39.5,0.2934944,80.3333333,22.6521325,1.1265157,80.3333333
21,39.5,1.0730489,79.3333333,22.690363,1.3365157,79.3333333
1,39.5166667,-3.8206118,91.3333333,,-3.7680536,91.3333333
2,39.5166667,-3.4852272,91.3333333,,-3.5434382,91.3333333
3,39.5166667,-3.1406118,90.3333333,,-3.3534382,90.3333333
4,39.5166667,-2.8306118,90.3333333,,-3.1742074,90.3333333
5,39.5166667,-2.5506118,90.3333333,,-2.9842074,90.3333333
6,39.5166667,-2.2852272,90.3333333,,-2.7242074,90.3333333
7,39.5166667,-2.0452272,90.3333333,,-2.3942074,90.3333333
8,39.5166667,-1.7752272,90.3333333,,-2.0542074,90.3333333
9,39.5166667,-1.5452272,89.3333333,,-1.6734382,89.3333333
10,39.5166667,-1.3952272,89.3333333,,-1.2834382,89.3333333
11,39.5166667,-1.1952272,88.3333333,,-0.9634382,88.3333333
12,39.5166667,-1.1352272,87.3333333,,-0.7134382,87.3333333
13,39.5166667,-1.0206118,85.3333333,,-0.4734382,85.3333333
14,39.5166667,-0.9936517,84.3333333,21.1017962,-0.2180536,84.3333333
15,39.5166667,-0.7282038,83.3333333,21.3578086,0.0265618,83.3333333
16,39.5166667,-0.7629569,82.3333333,21.4208861,0.2665618,82.3333333
17,39.5166667,-0.4464238,82.3333333,22.0935735,0.4819464,82.3333333
18,39.5166667,-0.1670133,81.3333333,22.1222896,0.7019464,81.3333333
19,39.5166667,0.2733187,80.3333333,22.4530918,0.9219464,80.3333333
20,39.5166667,0.2937101,80.3333333,22.6615004,1.127331,80.3333333
21,39.5166667,1.076356,79.3333333,22.6991357,1.337331,79.3333333
1,39.5333333,-3.8190506,91.3333333,,-3.7674947,91.3333333
2,39.5333333,-3.4834096,91.3333333,,-3.5431357,91.3333333
3,39.5333333,-3.1390506,90.3333333,,-3.3531357,90.3333333
4,39.5333333,-2.8290506,90.3333333,,-3.1744178,90.3333333
5,39.5333333,-2.5490506,90.3333333,,-2.9844178,90.3333333
6,39.5333333,-2.2834096,90.3333333,,-2.7244178,90.3333333
7,39.5333333,-2.0434096,90.3333333,,-2.3944178,90.3333333
8,39.5333333,-1.7734096,90.3333333,,-2.0544178,90.3333333
9,39.5333333,-1.5434096,89.3333333,,-1.6731357,89.3333333
10,39.5333333,-1.3934096,89.3333333,,-1.2831357,89.3333333
11,39.5333333,-1.1934096,88.3333333,,-0.9631357,88.3333333
12,39.5333333,-1.1334096,87.3333333,,-0.7131357,87.3333333
13,39.5333333,-1.0190506,85.3333333,,-0.4731357,85.3333333
14,39.5333333,-0.9934744,84.3333333,21.1112483,-0.2174947,84.3333333
15,39.5333333,-0.7260517,83.3333333,21.3663172,0.0268643,83.3333333
16,39.5333333,-0.7627972,82.3333333,21.4293543,0.2668643,82.3333333
17,39.5333333,-0.4423839,82.3333333,22.1022587,0.4825053,82.3333333
18,39.5333333,-0.1676238,81.3333333,22.1312529,0.7025053,81.3333333
19,39.5333333,0.2734471,80.3333333,22.4612969,0.9225053,80.3333333
20,39.5333333,0.2939259,80.3333333,22.6708683,1.1281463,80.3333333
21,39.5333333,1.0796631,79.3333333,22.7079083,1.3381463,79.3333333
1,39.55,-3.8174894,91.3333333,,-3.7669358,91.3333333
2,39.55,-3.4815919,91.3333333,,-3.5428333,91.3333333
3,39.55,-3.1374894,90.3333333,,-3.3528333,90.3333333
4,39.55,-2.8274894,90.3333333,,-3.1746281,90.3333333
5,39.55,-2.5474894,90.3333333,,-2.9846281,90.3333333
6,39.55,-2.2815919,90.3333333,,-2.7246281,90.3333333
7,39.55,-2.0415919,90.3333333,,-2.3946281,90.3333333
8,39.55,-1.7715919,90.3333333,,-2.0546281,90.3333333
9,39.55,-1.5415919,89.3333333,,-1.6728333,89.3333333
10,39.55,-1.3915919,89.3333333,,-1.2828333,89.3333333
11,39.55,-1.1915919,88.3333333,,-0.9628333,88.3333333
12,39.55,-1.1315919,87.3333333,,-0.7128333,87.3333333
13,39.55,-1.0174894,85.3333333,,-0.4728333,85.3333333
14,39.55,-0.9932972,84.3333333,21.1207004,-0.2169358,84.3333333
15,39.55,-0.7238996,83.3333333,21.3748258,0.0271667,83.3333333
16,39.55,-0.7626375,82.3333333,21.4378225,0.2671667,82.3333333
17,39.55,-0.4383441,82.3333333,22.1109439,0.4830642,82.3333333
18,39.55,-0.1682344,81.3333333,22.1402161,0.7030642,81.3333333
19,39.55,0.2735755,80.3333333,22.4695019,0.9230642,80.3333333
20,39.55,0.2941416,80.3333333,22.6802362,1.1289616,80.3333333
21,39.55,1.0829702,79.3333333,22.7166809,1.3389616,79.3333333
1,39.5666667,-3.8159281,91.3333333,,-3.7663769,91.3333333
2,39.5666667,-3.4797743,91.3333333,,-3.5425308,91.3333333
3,39.5666667,-3.1359281,90.3333333,,-3.3525308,90.3333333
4,39.5666667,-2.8259281,90.3333333,,-3.1748385,90.3333333
5,39.5666667,-2.5459281,90.3333333,,-2.9848385,90.3333333
6,39.5666667,-2.2797743,90.3333333,,-2.7248385,90.3333333
7,39.5666667,-2.0397743,90.3333333,,-2.3948385,90.3333333
8,39.5666667,-1.7697743,90.3333333,,-2.0548385,90.3333333
9,39.5666667,-1.5397743,89.3333333,,-1.6725308,89.3333333
10,39.5666667,-1.3897743,89.3333333,,-1.2825308,89.3333333
11,39.5666667,-1.1897743,88.3333333,,-0.9625308,88.3333333
12,39.5666667,-1.1297743,87.3333333,,-0.7125308,87.3333333
13,39.5666667,-1.0159281,85.3333333,,-0.4725308,85.3333333
14,39.5666667,-0.99312,84.3333333,21.1301525,-0.2163769,84.3333333
15,39.5666667,-0.7217475,83.3333333,21.3833344,0.0274692,83.3333333
16,39.5666667,-0.7624778,82.3333333,21.4462906,0.2674692,82.3333333
17,39.5666667,-0.4343042,82.3333333,22.1196292,0.4836231,82.3333333
18,39.5666667,-0.1688449,81.3333333,22.1491794,0.7036231,81.3333333
19,39.5666667,0.2737039,80.3333333,22.477707,0.9236231,80.3333333
20,39.5666667,0.2943574,80.3333333,22.6896041,1.1297769,80.3333333
21,39.5666667,1.0862773,79.3333333,22.7254536,1.3397769,79.3333333
1,39.5833333,-3.8143669,91.3333333,,-3.7664567,91.3333333
2,39.5833333,-3.4779566,91.3333333,,-3.542867,91.3333333
3,39.5833333,-3.1343669,90.3333333,,-3.352867,90.3333333
4,39.5833333,-2.8243669,90.3333333,,-3.1756875,90.3333333
5,39.5833333,-2.5443669,90.3333333,,-2.9856875,90.3333333
6,39.5833333,-2.2779566,90.3333333,,-2.7256875,90.3333333
7,39.5833333,-2.0379566,90.3333333,,-2.3956875,90.3333333
8,39.5833333,-1.7679566,90.3333333,,-2.0556875,90.3333333
9,39.5833333,-1.5379566,89.3333333,,-1.672867,89.3333333
10,39.5833333,-1.3879566,89.3333333,,-1.282867,89.3333333
11,39.5833333,-1.1879566,88.3333333,,-0.962867,88.3333333
12,39.5833333,-1.1279566,87.3333333,,-0.712867,87.3333333
13,39.5833333,-1.0143669,85.3333333,,-0.472867,85.3333333
14,39.5833333,-0.9929427,84.3333333,21.1396045,-0.2164567,84.3333333
15,39.5833333,-0.7195954,83.3333333,21.391843,0.027133,83.3333333
16,39.5833333,-0.7623181,82.3333333,21.4547588,0.267133,82.3333333
17,39.5833333,-0.4302643,82.3333333,22.1283144,0.4835433,82.3333333
18,39.5833333,-0.1694555,81.3333333,22.1581427,0.7035433,81.3333333
19,39.5833333,0.2738323,80.3333333,22.4859121,0.9235433,80.3333333
20,39.5833333,0.2945731,80.3333333,22.698972,1.1299535,80.3333333
21,39.5833333,1.0895844,79.3333333,22.7342262,1.3399535,79.3333333
1,39.6,-3.8128057,91.3333333,,-3.7665366,91.3333333
2,39.6,-3.476139,91.3333333,,-3.5432032,91.3333333
3,39.6,-3.1328057,90.3333333,,-3.3532032,90.3333333
4,39.6,-2.8228057,90.3333333,,-3.1765366,90.3333333
5,39.6,-2.5428057,90.3333333,,-2.9865366,90.3333333
6,39.6,-2.276139,90.3333333,,-2.7265366,90.3333333
7,39.6,-2.036139,90.3333333,,-2.3965366,90.3333333
8,39.6,-1.766139,90.3333333,,-2.0565366,90.3333333
9,39.6,-1.536139,89.3333333,,-1.6732032,89.3333333
10,39.6,-1.386139,89.3333333,,-1.2832032,89.3333333
11,39.6,-1.186139,88.3333333,,-0.9632032,88.3333333
12,39.6,-1.126139,87.3333333,,-0.7132032,87.3333333
13,39.6,-1.0128057,85.3333333,,-0.4732032,85.3333333
14,39.6,-0.9927655,84.3333333,21.1490566,-0.2165366,84.3333333
15,39.6,-0.7174433,83.3333333,21.4003516,0.0267968,83.3333333
16,39.6,-0.7621584,82.3333333,21.463227,0.2667968,82.3333333
17,39.6,-0.4262245,82.3333333,22.1369996,0.4834634,82.3333333
18,39.6,-0.170066,81.3333333,22.167106,0.7034634,81.3333333
19,39.6,0.2739607,80.3333333,22.4941172,0.9234634,80.3333333
20,39.6,0.2947888,80.3333333,22.7083399,1.1301301,80.3333333
21,39.6,1.0928915,79.3333333,22.7429989,1.3401301,79.3333333
1,39.6166667,-3.8112444,91.3333333,,-3.7666164,91.3333333
2,39.6166667,-3.4743214,91.3333333,,-3.5435395,91.3333333
3,39.6166667,-3.1312444,90.3333333,,-3.3535395,90.3333333
4,39.6166667,-2.8212444,90.3333333,,-3.1773856,90.3333333
5,39.6166667,-2.5412444,90.3333333,,-2.9873856,90.3333333
6,39.6166667,-2.2743214,90.3333333,,-2.7273856,90.3333333
7,39.6166667,-2.0343214,90.3333333,,-2.3973856,90.3333333
8,39.6166667,-1.7643214,90.3333333,,-2.0573856,90.3333333
9,39.6166667,-1.5343214,89.3333333,,-1.6735395,89.3333333
10,39.6166667,-1.3843214,89.3333333,,-1.2835395,89.3333333
11,39.6166667,-1.1843214,88.3333333,,-0.9635395,88.3333333
12,39.6166667,-1.1243214,87.3333333,,-0.7135395,87.3333333
13,39.6166667,-1.0112444,85.3333333,,-0.4735395,85.3333333
14,39.6166667,-0.9925883,84.3333333,21.1585087,-0.2166164,84.3333333
15,39.6166667,-0.7152913,83.3333333,21.4088603,0.0264605,83.3333333
16,39.6166667,-0.7619987,82.3333333,21.4716952,0.2664605,82.3333333
17,39.6166667,-0.4221846,82.3333333,22.1456848,0.4833836,82.3333333
18,39.6166667,-0.1706766,81.3333333,22.1760693,0.7033836,81.3333333
19,39.6166667,0.2740891,80.3333333,22.5023222,0.9233836,80.3333333
20,39.6166667,0.2950046,80.3333333,22.7177078,1.1303067,80.3333333
21,39.6166667,1.0961986,79.3333333,22.7517715,1.3403067,79.3333333
1,39.6333333,-3.8096832,91.3333333,,-3.7666962,91.3333333
2,39.6333333,-3.4725037,91.3333333,,-3.5438757,91.3333333
3,39.6333333,-3.1296832,90.3333333,,-3.3538757,90.3333333
4,39.6333333,-2.8196832,90.3333333,,-3.1782347,90.3333333
5,39.6333333,-2.5396832,90.3333333,,-2.9882347,90.3333333
6,39.6333333,-2.2725037,90.3333333,,-2.7282347,90.3333333
7,39.6333333,-2.0325037,90.3333333,,-2.3982347,90.3333333
8,39.6333333,-1.7625037,90.3333333,,-2.0582347,90.3333333
9,39.6333333,-1.5325037,89.3333333,,-1.6738757,89.3333333
10,39.6333333,-1.3825037,89.3333333,,-1.2838757,89.3333333
11,39.6333333,-1.1825037,88.3333333,,-0.9638757,88.3333333
12,39.6333333,-1.1225037,87.3333333,,-0.7138757,87.3333333
13,39.6333333,-1.0096832,85.3333333,,-0.4738757,85.3333333
14,39.6333333,-0.992411,84.3333333,21.1679608,-0.2166962,84.3333333
15,39.6333333,-0.7131392,83.3333333,21.4173689,0.0261243,83.3333333
16,39.6333333,-0.761839,82.3333333,21.4801634,0.2661243,82.3333333
17,39.6333333,-0.4181447,82.3333333,22.15437,0.4833038,82.3333333
18,39.6333333,-0.1712871,81.3333333,22.1850325,0.7033038,81.3333333
19,39.6333333,0.2742175,80.3333333,22.5105273,0.9233038,80.3333333
20,39.6333333,0.2952203,80.3333333,22.7270757,1.1304833,80.3333333
21,39.6333333,1.0995057,79.3333333,22.7605441,1.3404833,79.3333333
1,39.65,-3.808122,91.3333333,,-3.766776,91.3333333
2,39.65,-3.4706861,91.3333333,,-3.5442119,91.3333333
3,39.65,-3.128122,90.3333333,,-3.3542119,90.3333333
4,39.65,-2.818122,90.3333333,,-3.1790837,90.3333333
5,39.65,-2.538122,90.3333333,,-2.9890837,90.3333333
6,39.65,-2.2706861,90.3333333,,-2.7290837,90.3333333
7,39.65,-2.0306861,90.3333333,,-2.3990837,90.3333333
8,39.65,-1.7606861,90.3333333,,-2.0590837,90.3333333
9,39.65,-1.5306861,89.3333333,,-1.6742119,89.3333333
10,39.65,-1.3806861,89.3333333,,-1.2842119,89.3333333
11,39.65,-1.1806861,88.3333333,,-0.9642119,88.3333333
12,39.65,-1.1206861,87.3333333,,-0.7142119,87.3333333
13,39.65,-1.008122,85.3333333,,-0.4742119,85.3333333
14,39.65,-0.9922338,84.3333333,21.1774129,-0.216776,84.3333333
15,39.65,-0.7109871,83.3333333,21.4258775,0.0257881,83.3333333
16,39.65,-0.7616793,82.3333333,21.4886316,0.2657881,82.3333333
17,39.65,-0.4141049,82.3333333,22.1630552,0.483224,82.3333333
18,39.65,-0.1718977,81.3333333,22.1939958,0.703224,81.3333333
19,39.65,0.2743459,80.3333333,22.5187324,0.923224,80.3333333
20,39.65,0.2954361,80.3333333,22.7364436,1.1306599,80.3333333
21,39.65,1.1028128,79.3333333,22.7693168,1.3406599,79.3333333
1,39.6666667,-3.8065607,91.3333333,,-3.7668559,91.3333333
2,39.6666667,-3.4688684,91.3333333,,-3.5445482,91.3333333
3,39.6666667,-3.1265607,90.3333333,,-3.3545482,90.3333333
4,39.6666667,-2.8165607,90.3333333,,-3.1799328,90.3333333
5,39.6666667,-2.5365607,90.3333333,,-2.9899328,90.3333333
6,39.6666667,-2.2688684,90.3333333,,-2.7299328,90.3333333
7,39.6666667,-2.0288684,90.3333333,,-2.3999328,90.3333333
8,39.6666667,-1.7588684,90.3333333,,-2.0599328,90.3333333
9,39.6666667,-1.5288684,89.3333333,,-1.6745482,89.3333333
10,39.6666667,-1.3788684,89.3333333,,-1.2845482,89.3333333
11,39.6666667,-1.1788684,88.3333333,,-0.9645482,88.3333333
12,39.6666667,-1.1188684,87.3333333,,-0.7145482,87.3333333
13,39.6666667,-1.0065607,85.3333333,,-0.4745482,85.3333333
14,39.6666667,-0.9920566,84.3333333,21.186865,-0.2168559,84.3333333
15,39.6666667,-0.708835,83.3333333,21.4343861,0.0254518,83.3333333
16,39.6666667,-0.7615197,82.3333333,21.4970998,0.2654518,82.3333333
17,39.6666667,-0.410065,82.3333333,22.1717404,0.4831441,82.3333333
18,39.6666667,-0.1725082,81.3333333,22.2029591,0.7031441,81.3333333
19,39.6666667,0.2744743,80.3333333,22.5269375,0.9231441,80.3333333
20,39.6666667,0.2956518,80.3333333,22.7458115,1.1308364,80.3333333
21,39.6666667,1.1061199,79.3333333,22.7780894,1.3408364,79.3333333
1,39.6833333,-3.8049995,91.3333333,,-3.7669357,91.3333333
2,39.6833333,-3.4670508,91.3333333,,-3.5448844,91.3333333
3,39.6833333,-3.1249995,90.3333333,,-3.3548844,90.3333333
4,39.6833333,-2.8149995,90.3333333,,-3.1807818,90.3333333
5,39.6833333,-2.5349995,90.3333333,,-2.9907818,90.3333333
6,39.6833333,-2.2670508,90.3333333,,-2.7307818,90.3333333
7,39.6833333,-2.0270508,90.3333333,,-2.4007818,90.3333333
8,39.6833333,-1.7570508,90.3333333,,-2.0607818,90.3333333
9,39.6833333,-1.5270508,89.3333333,,-1.6748844,89.3333333
10,39.6833333,-1.3770508,89.3333333,,-1.2848844,89.3333333
11,39.6833333,-1.1770508,88.3333333,,-0.9648844,88.3333333
12,39.6833333,-1.1170508,87.3333333,,-0.7148844,87.3333333
13,39.6833333,-1.0049995,85.3333333,,-0.4748844,85.3333333
14,39.6833333,-0.9918793,84.3333333,21.1963171,-0.2169357,84.3333333
15,39.6833333,-0.7066829,83.3333333,21.4428947,0.0251156,83.3333333
16,39.6833333,-0.76136,82.3333333,21.505568,0.2651156,82.3333333
17,39.6833333,-0.4060251,82.3333333,22.1804256,0.4830643,82.3333333
18,39.6833333,-0.1731188,81.3333333,22.2119224,0.7030643,81.3333333
19,39.6833333,0.2746027,80.3333333,22.5351426,0.9230643,80.3333333
20,39.6833333,0.2958675,80.3333333,22.7551794,1.131013,80.3333333
21,39.6833333,1.1094269,79.3333333,22.786862,1.341013,79.3333333
1,39.7,-3.8034383,91.3333333,,-3.7670155,91.3333333
2,39.7,-3.4652331,91.3333333,,-3.5452206,91.3333333
3,39.7,-3.1234383,90.3333333,,-3.3552206,90.3333333
4,39.7,-2.8134383,90.3333333,,-3.1816309,90.3333333
5,39.7,-2.5334383,90.3333333,,-2.9916309,90.3333333
6,39.7,-2.2652331,90.3333333,,-2.7316309,90.3333333
7,39.7,-2.0252331,90.3333333,,-2.4016309,90.3333333
8,39.7,-1.7552331,90.3333333,,-2.0616309,90.3333333
9,39.7,-1.5252331,89.3333333,,-1.6752206,89.3333333
10,39.7,-1.3752331,89.3333333,,-1.2852206,89.3333333
11,39.7,-1.1752331,88.3333333,,-0.9652206,88.3333333
12,39.7,-1.1152331,87.3333333,,-0.7152206,87.3333333
13,39.7,-1.0034383,85.3333333,,-0.4752206,85.3333333
14,39.7,-0.9917021,84.3333333,21.2057692,-0.2170155,84.3333333
15,39.7,-0.7045308,83.3333333,21.4514033,0.0247794,83.3333333
16,39.7,-0.7612003,82.3333333,21.5140362,0.2647794,82.3333333
17,39.7,-0.4019853,82.3333333,22.1891109,0.4829845,82.3333333
18,39.7,-0.1737293,81.3333333,22.2208857,0.7029845,81.3333333
19,39.7,0.2747311,80.3333333,22.5433476,0.9229845,80.3333333
20,39.7,0.2960833,80.3333333,22.7645473,1.1311896,80.3333333
21,39.7,1.112734,79.3333333,22.7956347,1.3411896,79.3333333
1,39.7166667,-3.801877,91.3333333,,-3.7670953,91.3333333
2,39.7166667,-3.4634155,91.3333333,,-3.5455569,91.3333333
3,39.7166667,-3.121877,90.3333333,,-3.3555569,90.3333333
4,39.7166667,-2.811877,90.3333333,,-3.1824799,90.3333333
5,39.7166667,-2.531877,90.3333333,,-2.9924799,90.3333333
6,39.7166667,-2.2634155,90.3333333,,-2.7324799,90.3333333
7,39.7166667,-2.0234155,90.3333333,,-2.4024799,90.3333333
8,39.7166667,-1.7534155,90.3333333,,-2.0624799,90.3333333
9,39.7166667,-1.5234155,89.3333333,,-1.6755569,89.3333333
10,39.7166667,-1.3734155,89.3333333,,-1.2855569,89.3333333
11,39.7166667,-1.1734155,88.3333333,,-0.9655569,88.3333333
12,39.7166667,-1.1134155,87.3333333,,-0.7155569,87.3333333
13,39.7166667,-1.001877,85.3333333,,-0.4755569,85.3333333
14,39.7166667,-0.9915249,84.3333333,21.2152213,-0.2170953,84.3333333
15,39.7166667,-0.7023787,83.3333333,21.4599119,0.0244431,83.3333333
16,39.7166667,-0.7610406,82.3333333,21.5225044,0.2644431,82.3333333
17,39.7166667,-0.3979454,82.3333333,22.1977961,0.4829047,82.3333333
18,39.7166667,-0.1743399,81.3333333,22.2298489,0.7029047,81.3333333
19,39.7166667,0.2748595,80.3333333,22.5515527,0.9229047,80.3333333
20,39.7166667,0.296299,80.3333333,22.7739152,1.1313662,80.3333333
21,39.7166667,1.1160411,79.3333333,22.8044073,1.3413662,79.3333333
1,39.7333333,-3.8003158,91.3333333,,-3.7671752,91.3333333
2,39.7333333,-3.4615979,91.3333333,,-3.5458931,91.3333333
3,39.7333333,-3.1203158,90.3333333,,-3.3558931,90.3333333
4,39.7333333,-2.8103158,90.3333333,,-3.183329,90.3333333
5,39.7333333,-2.5303158,90.3333333,,-2.993329,90.3333333
6,39.7333333,-2.2615979,90.3333333,,-2.733329,90.3333333
7,39.7333333,-2.0215979,90.3333333,,-2.403329,90.3333333
8,39.7333333,-1.7515979,90.3333333,,-2.063329,90.3333333
9,39.7333333,-1.5215979,89.3333333,,-1.6758931,89.3333333
10,39.7333333,-1.3715979,89.3333333,,-1.2858931,89.3333333
11,39.7333333,-1.1715979,88.3333333,,-0.9658931,88.3333333
12,39.7333333,-1.1115979,87.3333333,,-0.7158931,87.3333333
13,39.7333333,-1.0003158,85.3333333,,-0.4758931,85.3333333
14,39.7333333,-0.9913476,84.3333333,21.2246733,-0.2171752,84.3333333
15,39.7333333,-0.7002266,83.3333333,21.4684206,0.0241069,83.3333333
16,39.7333333,-0.7608809,82.3333333,21.5309726,0.2641069,82.3333333
17,39.7333333,-0.3939056,82.3333333,22.2064813,0.4828248,82.3333333
18,39.7333333,-0.1749505,81.3333333,22.2388122,0.7028248,81.3333333
19,39.7333333,0.2749879,80.3333333,22.5597578,0.9228248,80.3333333
20,39.7333333,0.2965147,80.3333333,22.7832831,1.1315428,80.3333333
21,39.7333333,1.1193482,79.3333333,22.8131799,1.3415428,79.3333333
1,39.75,-3.7987546,91.3333333,,-3.767255,91.3333333
2,39.75,-3.4597802,91.3333333,,-3.5462293,91.3333333
3,39.75,-3.1187546,90.3333333,,-3.3562293,90.3333333
4,39.75,-2.8087546,90.3333333,,-3.1841781,90.3333333
5,39.75,-2.5287546,90.3333333,,-2.9941781,90.3333333
6,39.75,-2.2597802,90.3333333,,-2.7341781,90.3333333
7,39.75,-2.0197802,90.3333333,,-2.4041781,90.3333333
8,39.75,-1.7497802,90.3333333,,-2.0641781,90.3333333
9,39.75,-1.5197802,89.3333333,,-1.6762293,89.3333333
10,39.75,-1.3697802,89.3333333,,-1.2862293,89.3333333
11,39.75,-1.1697802,88.3333333,,-0.9662293,88.3333333
12,39.75,-1.1097802,87.3333333,,-0.7162293,87.3333333
13,39.75,-0.9987546,85.3333333,,-0.4762293,85.3333333
14,39.75,-0.9911704,84.3333333,21.2341254,-0.217255,84.3333333
15,39.75,-0.6980745,83.3333333,21.4769292,0.0237707,83.3333333
16,39.75,-0.7607212,82.3333333,21.5394408,0.2637707,82.3333333
17,39.75,-0.3898657,82.3333333,22.2151665,0.482745,82.3333333
18,39.75,-0.175561,81.3333333,22.2477755,0.702745,81.3333333
19,39.75,0.2751163,80.3333333,22.5679629,0.922745,80.3333333
20,39.75,0.2967305,80.3333333,22.792651,1.1317194,80.3333333
21,39.75,1.1226553,79.3333333,22.8219526,1.3417194,79.3333333
1,39.7666667,-3.7971933,91.3333333,,-3.7673348,91.3333333
2,39.7666667,-3.4579626,91.3333333,,-3.5465656,91.3333333
3,39.7666667,-3.1171933,90.3333333,,-3.3565656,90.3333333
4,39.7666667,-2.8071933,90.3333333,,-3.1850271,90.3333333
5,39.7666667,-2.5271933,90.3333333,,-2.9950271,90.3333333
6,39.7666667,-2.2579626,90.3333333,,-2.7350271,90.3333333
7,39.7666667,-2.0179626,90.3333333,,-2.4050271,90.3333333
8,39.7666667,-1.7479626,90.3333333,,-2.0650271,90.3333333
9,39.7666667,-1.5179626,89.3333333,,-1.6765656,89.3333333
10,39.7666667,-1.3679626,89.3333333,,-1.2865656,89.3333333
11,39.7666667,-1.1679626,88.3333333,,-0.9665656,88.3333333
12,39.7666667,-1.1079626,87.3333333,,-0.7165656,87.3333333
13,39.7666667,-0.9971933,85.3333333,,-0.4765656,85.3333333
14,39.7666667,-0.9909932,84.3333333,21.2435775,-0.2173348,84.3333333
15,39.7666667,-0.6959224,83.3333333,21.4854378,0.0234344,83.3333333
16,39.7666667,-0.7605615,82.3333333,21.547909,0.2634344,82.3333333
17,39.7666667,-0.3858258,82.3333333,22.2238517,0.4826652,82.3333333
18,39.7666667,-0.1761716,81.3333333,22.2567388,0.7026652,81.3333333
19,39.7666667,0.2752447,80.3333333,22.576168,0.9226652,80.3333333
20,39.7666667,0.2969462,80.3333333,22.8020189,1.131896,80.3333333
21,39.7666667,1.1259624,79.3333333,22.8307252,1.341896,79.3333333
1,39.7833333,-3.7956321,91.3333333,,-3.7674146,91.3333333
