Ensemble_member,Time_since_eruption,EA_diff_A,Travel_time_x,EA_raw,EA_diff_B,Travel_time_y
15,35.6166667,-1.1277874,83.3333333,19.3661758,-0.137984,83.3333333
16,35.6166667,-0.8218336,82.3333333,19.4393278,0.0964896,82.3333333
17,35.6166667,-0.426424,82.3333333,19.9570111,0.2964896,82.3333333
18,35.6166667,-0.0456537,81.3333333,20.0248824,0.5064896,81.3333333
19,35.6166667,0.1979554,80.3333333,20.4803477,0.7264896,80.3333333
20,35.6166667,0.2217176,80.3333333,20.469412,0.9164896,80.3333333
21,35.6166667,0.2809863,79.3333333,20.646339,1.1109633,79.3333333
1,35.6333333,-4.2173779,91.3333333,,-3.9677355,91.3333333
2,35.6333333,-3.9073779,91.3333333,,-3.7024724,91.3333333
3,35.6333333,-3.5673779,90.3333333,,-3.4519461,90.3333333
4,35.6333333,-3.2573779,90.3333333,,-3.2066829,90.3333333
5,35.6333333,-2.9973779,90.3333333,,-2.9561566,90.3333333
6,35.6333333,-2.752641,90.3333333,,-2.6761566,90.3333333
7,35.6333333,-2.5379042,90.3333333,,-2.3414198,90.3333333
8,35.6333333,-2.252641,90.3333333,,-2.0614198,90.3333333
9,35.6333333,-2.052641,89.3333333,,-1.7266829,89.3333333
10,35.6333333,-1.882641,89.3333333,,-1.3719461,89.3333333
11,35.6333333,-1.682641,88.3333333,,-1.0719461,88.3333333
12,35.6333333,-1.5973779,87.3333333,,-0.8319461,87.3333333
13,35.6333333,-1.4221147,85.3333333,,-0.6072092,85.3333333
14,35.6333333,-1.0698887,84.3333333,18.9050602,-0.3572092,84.3333333
15,35.6333333,-1.1271519,83.3333333,19.3746927,-0.1372092,83.3333333
16,35.6333333,-0.8215169,82.3333333,19.447796,0.0975276,82.3333333
17,35.6333333,-0.4275904,82.3333333,19.9662628,0.2975276,82.3333333
18,35.6333333,-0.0461073,81.3333333,20.0338457,0.5075276,81.3333333
19,35.6333333,0.198666,80.3333333,20.4894949,0.7275276,80.3333333
20,35.6333333,0.2220904,80.3333333,20.4787799,0.9175276,80.3333333
21,35.6333333,0.2844504,79.3333333,20.6551117,1.1122645,79.3333333
1,35.65,-4.2154235,91.3333333,,-3.9664344,91.3333333
2,35.65,-3.9054235,91.3333333,,-3.7014344,91.3333333
3,35.65,-3.5654235,90.3333333,,-3.4514344,90.3333333
4,35.65,-3.2554235,90.3333333,,-3.2064344,90.3333333
5,35.65,-2.9954235,90.3333333,,-2.9564344,90.3333333
6,35.65,-2.7504235,90.3333333,,-2.6764344,90.3333333
7,35.65,-2.5354235,90.3333333,,-2.3414344,90.3333333
8,35.65,-2.2504235,90.3333333,,-2.0614344,90.3333333
9,35.65,-2.0504235,89.3333333,,-1.7264344,89.3333333
10,35.65,-1.8804235,89.3333333,,-1.3714344,89.3333333
11,35.65,-1.6804235,88.3333333,,-1.0714344,88.3333333
12,35.65,-1.5954235,87.3333333,,-0.8314344,87.3333333
13,35.65,-1.4204235,85.3333333,,-0.6064344,85.3333333
14,35.65,-1.0676132,84.3333333,18.9137122,-0.3564344,84.3333333
15,35.65,-1.1265163,83.3333333,19.3832095,-0.1364344,83.3333333
16,35.65,-0.8212002,82.3333333,19.4562642,0.0985656,82.3333333
17,35.65,-0.4287568,82.3333333,19.9755144,0.2985656,82.3333333
18,35.65,-0.0465608,81.3333333,20.0428089,0.5085656,81.3333333
19,35.65,0.1993765,80.3333333,20.498642,0.7285656,80.3333333
20,35.65,0.2224631,80.3333333,20.4881478,0.9185656,80.3333333
21,35.65,0.2879145,79.3333333,20.6638843,1.1135656,79.3333333
1,35.6666667,-4.2134691,91.3333333,,-3.9651333,91.3333333
2,35.6666667,-3.9034691,91.3333333,,-3.7003964,91.3333333
3,35.6666667,-3.5634691,90.3333333,,-3.4509228,90.3333333
4,35.6666667,-3.2534691,90.3333333,,-3.2061859,90.3333333
5,35.6666667,-2.9934691,90.3333333,,-2.9567122,90.3333333
6,35.6666667,-2.7482059,90.3333333,,-2.6767122,90.3333333
7,35.6666667,-2.5329427,90.3333333,,-2.3414491,90.3333333
8,35.6666667,-2.2482059,90.3333333,,-2.0614491,90.3333333
9,35.6666667,-2.0482059,89.3333333,,-1.7261859,89.3333333
10,35.6666667,-1.8782059,89.3333333,,-1.3709228,89.3333333
11,35.6666667,-1.6782059,88.3333333,,-1.0709228,88.3333333
12,35.6666667,-1.5934691,87.3333333,,-0.8309228,87.3333333
13,35.6666667,-1.4187322,85.3333333,,-0.6056596,85.3333333
14,35.6666667,-1.0653377,84.3333333,18.9223642,-0.3556596,84.3333333
15,35.6666667,-1.1258808,83.3333333,19.3917264,-0.1356596,83.3333333
16,35.6666667,-0.8208835,82.3333333,19.4647324,0.0996036,82.3333333
17,35.6666667,-0.4299232,82.3333333,19.9847661,0.2996036,82.3333333
18,35.6666667,-0.0470144,81.3333333,20.0517722,0.5096036,81.3333333
19,35.6666667,0.2000871,80.3333333,20.5077892,0.7296036,80.3333333
20,35.6666667,0.2228359,80.3333333,20.4975157,0.9196036,80.3333333
21,35.6666667,0.2913786,79.3333333,20.6726569,1.1148667,79.3333333
1,35.6833333,-4.2115147,91.3333333,,-3.9638321,91.3333333
2,35.6833333,-3.9015147,91.3333333,,-3.6993585,91.3333333
3,35.6833333,-3.5615147,90.3333333,,-3.4504111,90.3333333
4,35.6833333,-3.2515147,90.3333333,,-3.2059374,90.3333333
5,35.6833333,-2.9915147,90.3333333,,-2.95699,90.3333333
6,35.6833333,-2.7459883,90.3333333,,-2.67699,90.3333333
7,35.6833333,-2.530462,90.3333333,,-2.3414637,90.3333333
8,35.6833333,-2.2459883,90.3333333,,-2.0614637,90.3333333
9,35.6833333,-2.0459883,89.3333333,,-1.7259374,89.3333333
10,35.6833333,-1.8759883,89.3333333,,-1.3704111,89.3333333
11,35.6833333,-1.6759883,88.3333333,,-1.0704111,88.3333333
12,35.6833333,-1.5915147,87.3333333,,-0.8304111,87.3333333
13,35.6833333,-1.417041,85.3333333,,-0.6048848,85.3333333
14,35.6833333,-1.0630622,84.3333333,18.9310161,-0.3548848,84.3333333
15,35.6833333,-1.1252452,83.3333333,19.4002432,-0.1348848,83.3333333
16,35.6833333,-0.8205668,82.3333333,19.4732005,0.1006415,82.3333333
17,35.6833333,-0.4310896,82.3333333,19.9940177,0.3006415,82.3333333
18,35.6833333,-0.0474679,81.3333333,20.0607355,0.5106415,81.3333333
19,35.6833333,0.2007976,80.3333333,20.5169363,0.7306415,80.3333333
20,35.6833333,0.2232086,80.3333333,20.5068836,0.9206415,80.3333333
21,35.6833333,0.2948427,79.3333333,20.6814296,1.1161679,79.3333333
1,35.7,-4.2095603,91.3333333,,-3.962531,91.3333333
2,35.7,-3.8995603,91.3333333,,-3.6983205,91.3333333
3,35.7,-3.5595603,90.3333333,,-3.4498994,90.3333333
4,35.7,-3.2495603,90.3333333,,-3.2056889,90.3333333
5,35.7,-2.9895603,90.3333333,,-2.9572679,90.3333333
6,35.7,-2.7437708,90.3333333,,-2.6772679,90.3333333
7,35.7,-2.5279813,90.3333333,,-2.3414784,90.3333333
8,35.7,-2.2437708,90.3333333,,-2.0614784,90.3333333
9,35.7,-2.0437708,89.3333333,,-1.7256889,89.3333333
10,35.7,-1.8737708,89.3333333,,-1.3698994,89.3333333
11,35.7,-1.6737708,88.3333333,,-1.0698994,88.3333333
12,35.7,-1.5895603,87.3333333,,-0.8298994,87.3333333
13,35.7,-1.4153497,85.3333333,,-0.60411,85.3333333
14,35.7,-1.0607867,84.3333333,18.9396681,-0.35411,84.3333333
15,35.7,-1.1246096,83.3333333,19.4087601,-0.13411,83.3333333
16,35.7,-0.8202501,82.3333333,19.4816687,0.1016795,82.3333333
17,35.7,-0.4322559,82.3333333,20.0032693,0.3016795,82.3333333
18,35.7,-0.0479215,81.3333333,20.0696988,0.5116795,81.3333333
19,35.7,0.2015082,80.3333333,20.5260834,0.7316795,80.3333333
20,35.7,0.2235814,80.3333333,20.5162515,0.9216795,80.3333333
21,35.7,0.2983068,79.3333333,20.6902022,1.117469,79.3333333
1,35.7166667,-4.2076059,91.3333333,,-3.9612299,91.3333333
2,35.7166667,-3.8976059,91.3333333,,-3.6972825,91.3333333
3,35.7166667,-3.5576059,90.3333333,,-3.4493878,90.3333333
4,35.7166667,-3.2476059,90.3333333,,-3.2054404,90.3333333
5,35.7166667,-2.9876059,90.3333333,,-2.9575457,90.3333333
6,35.7166667,-2.7415532,90.3333333,,-2.6775457,90.3333333
7,35.7166667,-2.5255006,90.3333333,,-2.341493,90.3333333
8,35.7166667,-2.2415532,90.3333333,,-2.061493,90.3333333
9,35.7166667,-2.0415532,89.3333333,,-1.7254404,89.3333333
10,35.7166667,-1.8715532,89.3333333,,-1.3693878,89.3333333
11,35.7166667,-1.6715532,88.3333333,,-1.0693878,88.3333333
12,35.7166667,-1.5876059,87.3333333,,-0.8293878,87.3333333
13,35.7166667,-1.4136585,85.3333333,,-0.6033351,85.3333333
14,35.7166667,-1.0585112,84.3333333,18.9483201,-0.3533351,84.3333333
15,35.7166667,-1.1239741,83.3333333,19.4172769,-0.1333351,83.3333333
16,35.7166667,-0.8199334,82.3333333,19.4901369,0.1027175,82.3333333
17,35.7166667,-0.4334223,82.3333333,20.012521,0.3027175,82.3333333
18,35.7166667,-0.048375,81.3333333,20.078662,0.5127175,81.3333333
19,35.7166667,0.2022187,80.3333333,20.5352306,0.7327175,80.3333333
20,35.7166667,0.2239541,80.3333333,20.5256194,0.9227175,80.3333333
21,35.7166667,0.3017709,79.3333333,20.6989748,1.1187701,79.3333333
1,35.7333333,-4.2056515,91.3333333,,-3.9599287,91.3333333
2,35.7333333,-3.8956515,91.3333333,,-3.6962445,91.3333333
3,35.7333333,-3.5556515,90.3333333,,-3.4488761,90.3333333
4,35.7333333,-3.2456515,90.3333333,,-3.2051919,90.3333333
5,35.7333333,-2.9856515,90.3333333,,-2.9578235,90.3333333
6,35.7333333,-2.7393357,90.3333333,,-2.6778235,90.3333333
7,35.7333333,-2.5230199,90.3333333,,-2.3415077,90.3333333
8,35.7333333,-2.2393357,90.3333333,,-2.0615077,90.3333333
9,35.7333333,-2.0393357,89.3333333,,-1.7251919,89.3333333
10,35.7333333,-1.8693357,89.3333333,,-1.3688761,89.3333333
11,35.7333333,-1.6693357,88.3333333,,-1.0688761,88.3333333
12,35.7333333,-1.5856515,87.3333333,,-0.8288761,87.3333333
13,35.7333333,-1.4119672,85.3333333,,-0.6025603,85.3333333
14,35.7333333,-1.0562357,84.3333333,18.9569721,-0.3525603,84.3333333
15,35.7333333,-1.1233385,83.3333333,19.4257937,-0.1325603,83.3333333
16,35.7333333,-0.8196167,82.3333333,19.4986051,0.1037555,82.3333333
17,35.7333333,-0.4345887,82.3333333,20.0217726,0.3037555,82.3333333
18,35.7333333,-0.0488285,81.3333333,20.0876253,0.5137555,81.3333333
19,35.7333333,0.2029293,80.3333333,20.5443777,0.7337555,80.3333333
20,35.7333333,0.2243268,80.3333333,20.5349873,0.9237555,80.3333333
21,35.7333333,0.305235,79.3333333,20.7077475,1.1200713,79.3333333
1,35.75,-4.203697,91.3333333,,-3.9586276,91.3333333
2,35.75,-3.893697,91.3333333,,-3.6952066,91.3333333
3,35.75,-3.553697,90.3333333,,-3.4483645,90.3333333
4,35.75,-3.243697,90.3333333,,-3.2049434,90.3333333
5,35.75,-2.983697,90.3333333,,-2.9581013,90.3333333
6,35.75,-2.7371181,90.3333333,,-2.6781013,90.3333333
7,35.75,-2.5205392,90.3333333,,-2.3415224,90.3333333
8,35.75,-2.2371181,90.3333333,,-2.0615224,90.3333333
9,35.75,-2.0371181,89.3333333,,-1.7249434,89.3333333
10,35.75,-1.8671181,89.3333333,,-1.3683645,89.3333333
11,35.75,-1.6671181,88.3333333,,-1.0683645,88.3333333
12,35.75,-1.583697,87.3333333,,-0.8283645,87.3333333
13,35.75,-1.410276,85.3333333,,-0.6017855,85.3333333
14,35.75,-1.0539602,84.3333333,18.965624,-0.3517855,84.3333333
15,35.75,-1.122703,83.3333333,19.4343106,-0.1317855,83.3333333
16,35.75,-0.8193,82.3333333,19.5070733,0.1047934,82.3333333
17,35.75,-0.4357551,82.3333333,20.0310243,0.3047934,82.3333333
18,35.75,-0.0492821,81.3333333,20.0965886,0.5147934,81.3333333
19,35.75,0.2036398,80.3333333,20.5535249,0.7347934,80.3333333
20,35.75,0.2246996,80.3333333,20.5443552,0.9247934,80.3333333
21,35.75,0.3086991,79.3333333,20.7165201,1.1213724,79.3333333
1,35.7666667,-4.2017426,91.3333333,,-3.9573265,91.3333333
2,35.7666667,-3.8917426,91.3333333,,-3.6941686,91.3333333
3,35.7666667,-3.5517426,90.3333333,,-3.4478528,90.3333333
4,35.7666667,-3.2417426,90.3333333,,-3.2046949,90.3333333
5,35.7666667,-2.9817426,90.3333333,,-2.9583791,90.3333333
6,35.7666667,-2.7349005,90.3333333,,-2.6783791,90.3333333
7,35.7666667,-2.5180584,90.3333333,,-2.341537,90.3333333
8,35.7666667,-2.2349005,90.3333333,,-2.061537,90.3333333
9,35.7666667,-2.0349005,89.3333333,,-1.7246949,89.3333333
10,35.7666667,-1.8649005,89.3333333,,-1.3678528,89.3333333
11,35.7666667,-1.6649005,88.3333333,,-1.0678528,88.3333333
12,35.7666667,-1.5817426,87.3333333,,-0.8278528,87.3333333
13,35.7666667,-1.4085847,85.3333333,,-0.6010107,85.3333333
14,35.7666667,-1.053626,84.3333333,18.9750761,-0.3510107,84.3333333
15,35.7666667,-1.1220674,83.3333333,19.4428274,-0.1310107,83.3333333
16,35.7666667,-0.8189833,82.3333333,19.5155415,0.1058314,82.3333333
17,35.7666667,-0.4369215,82.3333333,20.0402759,0.3058314,82.3333333
18,35.7666667,-0.0497356,81.3333333,20.1055519,0.5158314,81.3333333
19,35.7666667,0.2043503,80.3333333,20.562672,0.7358314,80.3333333
20,35.7666667,0.2250723,80.3333333,20.5537231,0.9258314,80.3333333
21,35.7666667,0.3121632,79.3333333,20.7252928,1.1226735,79.3333333
1,35.7833333,-4.1997882,91.3333333,,-3.9560254,91.3333333
2,35.7833333,-3.8897882,91.3333333,,-3.6931306,91.3333333
3,35.7833333,-3.5497882,90.3333333,,-3.4473411,90.3333333
4,35.7833333,-3.2397882,90.3333333,,-3.2044464,90.3333333
5,35.7833333,-2.9797882,90.3333333,,-2.9586569,90.3333333
6,35.7833333,-2.732683,90.3333333,,-2.6786569,90.3333333
7,35.7833333,-2.5155777,90.3333333,,-2.3415517,90.3333333
8,35.7833333,-2.232683,90.3333333,,-2.0615517,90.3333333
9,35.7833333,-2.032683,89.3333333,,-1.7244464,89.3333333
10,35.7833333,-1.862683,89.3333333,,-1.3673411,89.3333333
11,35.7833333,-1.662683,88.3333333,,-1.0673411,88.3333333
12,35.7833333,-1.5797882,87.3333333,,-0.8273411,87.3333333
13,35.7833333,-1.4068935,85.3333333,,-0.6002359,85.3333333
14,35.7833333,-1.0532917,84.3333333,18.9845282,-0.3502359,84.3333333
15,35.7833333,-1.1214318,83.3333333,19.4513443,-0.1302359,83.3333333
16,35.7833333,-0.8186666,82.3333333,19.5240097,0.1068694,82.3333333
17,35.7833333,-0.4380878,82.3333333,20.0495275,0.3068694,82.3333333
18,35.7833333,-0.0501892,81.3333333,20.1145152,0.5168694,81.3333333
19,35.7833333,0.2050609,80.3333333,20.5718192,0.7368694,80.3333333
20,35.7833333,0.2254451,80.3333333,20.563091,0.9268694,80.3333333
21,35.7833333,0.3156273,79.3333333,20.7340654,1.1239746,79.3333333
1,35.8,-4.1978338,91.3333333,,-3.9547242,91.3333333
2,35.8,-3.8878338,91.3333333,,-3.6920926,91.3333333
3,35.8,-3.5478338,90.3333333,,-3.4468295,90.3333333
4,35.8,-3.2378338,90.3333333,,-3.2041979,90.3333333
5,35.8,-2.9778338,90.3333333,,-2.9589347,90.3333333
6,35.8,-2.7304654,90.3333333,,-2.6789347,90.3333333
7,35.8,-2.513097,90.3333333,,-2.3415663,90.3333333
8,35.8,-2.2304654,90.3333333,,-2.0615663,90.3333333
9,35.8,-2.0304654,89.3333333,,-1.7241979,89.3333333
10,35.8,-1.8604654,89.3333333,,-1.3668295,89.3333333
11,35.8,-1.6604654,88.3333333,,-1.0668295,88.3333333
12,35.8,-1.5778338,87.3333333,,-0.8268295,87.3333333
13,35.8,-1.4052023,85.3333333,,-0.5994611,85.3333333
14,35.8,-1.0529575,84.3333333,18.9939803,-0.3494611,84.3333333
15,35.8,-1.1207963,83.3333333,19.4598611,-0.1294611,83.3333333
16,35.8,-0.8183499,82.3333333,19.5324779,0.1079074,82.3333333
17,35.8,-0.4392542,82.3333333,20.0587792,0.3079074,82.3333333
18,35.8,-0.0506427,81.3333333,20.1234784,0.5179074,81.3333333
19,35.8,0.2057714,80.3333333,20.5809663,0.7379074,80.3333333
20,35.8,0.2258178,80.3333333,20.5724589,0.9279074,80.3333333
21,35.8,0.3190914,79.3333333,20.742838,1.1252758,79.3333333
1,35.8166667,-4.1958794,91.3333333,,-3.9534231,91.3333333
2,35.8166667,-3.8858794,91.3333333,,-3.6910547,91.3333333
3,35.8166667,-3.5458794,90.3333333,,-3.4463178,90.3333333
4,35.8166667,-3.2358794,90.3333333,,-3.2039494,90.3333333
5,35.8166667,-2.9758794,90.3333333,,-2.9592126,90.3333333
6,35.8166667,-2.7282479,90.3333333,,-2.6792126,90.3333333
7,35.8166667,-2.5106163,90.3333333,,-2.341581,90.3333333
8,35.8166667,-2.2282479,90.3333333,,-2.061581,90.3333333
9,35.8166667,-2.0282479,89.3333333,,-1.7239494,89.3333333
10,35.8166667,-1.8582479,89.3333333,,-1.3663178,89.3333333
11,35.8166667,-1.6582479,88.3333333,,-1.0663178,88.3333333
12,35.8166667,-1.5758794,87.3333333,,-0.8263178,87.3333333
13,35.8166667,-1.403511,85.3333333,,-0.5986862,85.3333333
14,35.8166667,-1.0526232,84.3333333,19.0034324,-0.3486862,84.3333333
15,35.8166667,-1.1201607,83.3333333,19.4683779,-0.1286862,83.3333333
16,35.8166667,-0.8180332,82.3333333,19.5409461,0.1089453,82.3333333
17,35.8166667,-0.4404206,82.3333333,20.0680308,0.3089453,82.3333333
18,35.8166667,-0.0510963,81.3333333,20.1324417,0.5189453,81.3333333
19,35.8166667,0.206482,80.3333333,20.5901134,0.7389453,80.3333333
20,35.8166667,0.2261906,80.3333333,20.5818268,0.9289453,80.3333333
21,35.8166667,0.3225555,79.3333333,20.7516107,1.1265769,79.3333333
1,35.8333333,-4.193925,91.3333333,,-3.952122,91.3333333
2,35.8333333,-3.883925,91.3333333,,-3.6900167,91.3333333
3,35.8333333,-3.543925,90.3333333,,-3.4458062,90.3333333
4,35.8333333,-3.233925,90.3333333,,-3.2037009,90.3333333
5,35.8333333,-2.973925,90.3333333,,-2.9594904,90.3333333
6,35.8333333,-2.7260303,90.3333333,,-2.6794904,90.3333333
7,35.8333333,-2.5081356,90.3333333,,-2.3415956,90.3333333
8,35.8333333,-2.2260303,90.3333333,,-2.0615956,90.3333333
9,35.8333333,-2.0260303,89.3333333,,-1.7237009,89.3333333
10,35.8333333,-1.8560303,89.3333333,,-1.3658062,89.3333333
11,35.8333333,-1.6560303,88.3333333,,-1.0658062,88.3333333
12,35.8333333,-1.573925,87.3333333,,-0.8258062,87.3333333
13,35.8333333,-1.4018198,85.3333333,,-0.5979114,85.3333333
14,35.8333333,-1.052289,84.3333333,19.0128845,-0.3479114,84.3333333
15,35.8333333,-1.1195251,83.3333333,19.4768948,-0.1279114,83.3333333
16,35.8333333,-0.8177165,82.3333333,19.5494143,0.1099833,82.3333333
17,35.8333333,-0.441587,82.3333333,20.0772825,0.3099833,82.3333333
18,35.8333333,-0.0515498,81.3333333,20.141405,0.5199833,81.3333333
19,35.8333333,0.2071925,80.3333333,20.5992606,0.7399833,80.3333333
20,35.8333333,0.2265633,80.3333333,20.5911947,0.9299833,80.3333333
21,35.8333333,0.3260196,79.3333333,20.7603833,1.127878,79.3333333
1,35.85,-4.1919706,91.3333333,,-3.9508208,91.3333333
2,35.85,-3.8819706,91.3333333,,-3.6889787,91.3333333
3,35.85,-3.5419706,90.3333333,,-3.4452945,90.3333333
4,35.85,-3.2319706,90.3333333,,-3.2034524,90.3333333
5,35.85,-2.9719706,90.3333333,,-2.9597682,90.3333333
6,35.85,-2.7238127,90.3333333,,-2.6797682,90.3333333
7,35.85,-2.5056548,90.3333333,,-2.3416103,90.3333333
8,35.85,-2.2238127,90.3333333,,-2.0616103,90.3333333
9,35.85,-2.0238127,89.3333333,,-1.7234524,89.3333333
10,35.85,-1.8538127,89.3333333,,-1.3652945,89.3333333
11,35.85,-1.6538127,88.3333333,,-1.0652945,88.3333333
12,35.85,-1.5719706,87.3333333,,-0.8252945,87.3333333
13,35.85,-1.4001285,85.3333333,,-0.5971366,85.3333333
14,35.85,-1.0519548,84.3333333,19.0223366,-0.3471366,84.3333333
15,35.85,-1.1188896,83.3333333,19.4854116,-0.1271366,83.3333333
16,35.85,-0.8173999,82.3333333,19.5578825,0.1110213,82.3333333
17,35.85,-0.4427533,82.3333333,20.0865341,0.3110213,82.3333333
18,35.85,-0.0520034,81.3333333,20.1503683,0.5210213,81.3333333
19,35.85,0.2079031,80.3333333,20.6084077,0.7410213,80.3333333
20,35.85,0.2269361,80.3333333,20.6005626,0.9310213,80.3333333
21,35.85,0.3294837,79.3333333,20.7691559,1.1291792,79.3333333
1,35.8666667,-4.1900162,91.3333333,,-3.9495197,91.3333333
2,35.8666667,-3.8800162,91.3333333,,-3.6879407,91.3333333
3,35.8666667,-3.5400162,90.3333333,,-3.4447829,90.3333333
4,35.8666667,-3.2300162,90.3333333,,-3.2032039,90.3333333
5,35.8666667,-2.9700162,90.3333333,,-2.960046,90.3333333
6,35.8666667,-2.7215952,90.3333333,,-2.680046,90.3333333
7,35.8666667,-2.5031741,90.3333333,,-2.341625,90.3333333
8,35.8666667,-2.2215952,90.3333333,,-2.061625,90.3333333
9,35.8666667,-2.0215952,89.3333333,,-1.7232039,89.3333333
10,35.8666667,-1.8515952,89.3333333,,-1.3647829,89.3333333
11,35.8666667,-1.6515952,88.3333333,,-1.0647829,88.3333333
12,35.8666667,-1.5700162,87.3333333,,-0.8247829,87.3333333
13,35.8666667,-1.3984373,85.3333333,,-0.5963618,85.3333333
14,35.8666667,-1.0516205,84.3333333,19.0317886,-0.3463618,84.3333333
15,35.8666667,-1.118254,83.3333333,19.4939285,-0.1263618,83.3333333
16,35.8666667,-0.8170832,82.3333333,19.5663507,0.1120593,82.3333333
17,35.8666667,-0.4439197,82.3333333,20.0957857,0.3120593,82.3333333
18,35.8666667,-0.0524569,81.3333333,20.1593316,0.5220593,81.3333333
19,35.8666667,0.2086136,80.3333333,20.6175549,0.7420593,80.3333333
20,35.8666667,0.2273088,80.3333333,20.6099305,0.9320593,80.3333333
21,35.8666667,0.3329478,79.3333333,20.7779286,1.1304803,79.3333333
1,35.8833333,-4.1880618,91.3333333,,-3.9482186,91.3333333
2,35.8833333,-3.8780618,91.3333333,,-3.6869028,91.3333333
3,35.8833333,-3.5380618,90.3333333,,-3.4442712,90.3333333
4,35.8833333,-3.2280618,90.3333333,,-3.2029554,90.3333333
5,35.8833333,-2.9680618,90.3333333,,-2.9603238,90.3333333
6,35.8833333,-2.7193776,90.3333333,,-2.6803238,90.3333333
7,35.8833333,-2.5006934,90.3333333,,-2.3416396,90.3333333
8,35.8833333,-2.2193776,90.3333333,,-2.0616396,90.3333333
9,35.8833333,-2.0193776,89.3333333,,-1.7229554,89.3333333
10,35.8833333,-1.8493776,89.3333333,,-1.3642712,89.3333333
11,35.8833333,-1.6493776,88.3333333,,-1.0642712,88.3333333
12,35.8833333,-1.5680618,87.3333333,,-0.8242712,87.3333333
13,35.8833333,-1.396746,85.3333333,,-0.595587,85.3333333
14,35.8833333,-1.0512863,84.3333333,19.0412407,-0.345587,84.3333333
15,35.8833333,-1.1176185,83.3333333,19.5024453,-0.125587,83.3333333
16,35.8833333,-0.8167665,82.3333333,19.5748189,0.1130972,82.3333333
17,35.8833333,-0.4450861,82.3333333,20.1050374,0.3130972,82.3333333
18,35.8833333,-0.0529105,81.3333333,20.1682948,0.5230972,81.3333333
19,35.8833333,0.2093241,80.3333333,20.626702,0.7430972,80.3333333
20,35.8833333,0.2276815,80.3333333,20.6192984,0.9330972,80.3333333
21,35.8833333,0.3364119,79.3333333,20.7867012,1.1317814,79.3333333
1,35.9,-4.1861074,91.3333333,,-3.9469174,91.3333333
2,35.9,-3.8761074,91.3333333,,-3.6858648,91.3333333
3,35.9,-3.5361074,90.3333333,,-3.4437595,90.3333333
4,35.9,-3.2261074,90.3333333,,-3.2027069,90.3333333
5,35.9,-2.9661074,90.3333333,,-2.9606016,90.3333333
6,35.9,-2.71716,90.3333333,,-2.6806016,90.3333333
7,35.9,-2.4982127,90.3333333,,-2.3416543,90.3333333
8,35.9,-2.21716,90.3333333,,-2.0616543,90.3333333
9,35.9,-2.01716,89.3333333,,-1.7227069,89.3333333
10,35.9,-1.84716,89.3333333,,-1.3637595,89.3333333
11,35.9,-1.64716,88.3333333,,-1.0637595,88.3333333
12,35.9,-1.5661074,87.3333333,,-0.8237595,87.3333333
13,35.9,-1.3950548,85.3333333,,-0.5948122,85.3333333
14,35.9,-1.0509521,84.3333333,19.0506928,-0.3448122,84.3333333
15,35.9,-1.1169829,83.3333333,19.5109622,-0.1248122,83.3333333
16,35.9,-0.8164498,82.3333333,19.5832871,0.1141352,82.3333333
17,35.9,-0.4462525,82.3333333,20.114289,0.3141352,82.3333333
18,35.9,-0.053364,81.3333333,20.1772581,0.5241352,81.3333333
19,35.9,0.2100347,80.3333333,20.6358492,0.7441352,80.3333333
20,35.9,0.2280543,80.3333333,20.6286663,0.9341352,80.3333333
21,35.9,0.339876,79.3333333,20.7954738,1.1330826,79.3333333
1,35.9166667,-4.184153,91.3333333,,-3.9456163,91.3333333
2,35.9166667,-3.874153,91.3333333,,-3.6848268,91.3333333
3,35.9166667,-3.534153,90.3333333,,-3.4432479,90.3333333
4,35.9166667,-3.224153,90.3333333,,-3.2024584,90.3333333
5,35.9166667,-2.964153,90.3333333,,-2.9608795,90.3333333
6,35.9166667,-2.7149425,90.3333333,,-2.6808795,90.3333333
7,35.9166667,-2.495732,90.3333333,,-2.3416689,90.3333333
8,35.9166667,-2.2149425,90.3333333,,-2.0616689,90.3333333
9,35.9166667,-2.0149425,89.3333333,,-1.7224584,89.3333333
10,35.9166667,-1.8449425,89.3333333,,-1.3632479,89.3333333
11,35.9166667,-1.6449425,88.3333333,,-1.0632479,88.3333333
12,35.9166667,-1.564153,87.3333333,,-0.8232479,87.3333333
13,35.9166667,-1.3933635,85.3333333,,-0.5940374,85.3333333
14,35.9166667,-1.0506178,84.3333333,19.0601449,-0.3440374,84.3333333
15,35.9166667,-1.1163473,83.3333333,19.519479,-0.1240374,83.3333333
16,35.9166667,-0.8161331,82.3333333,19.5917553,0.1151732,82.3333333
17,35.9166667,-0.4474189,82.3333333,20.1235407,0.3151732,82.3333333
18,35.9166667,-0.0538176,81.3333333,20.1862214,0.5251732,81.3333333
19,35.9166667,0.2107452,80.3333333,20.6449963,0.7451732,80.3333333
20,35.9166667,0.228427,80.3333333,20.6380342,0.9351732,80.3333333
21,35.9166667,0.3433401,79.3333333,20.8042465,1.1343837,79.3333333
1,35.9333333,-4.1821986,91.3333333,,-3.9443152,91.3333333
2,35.9333333,-3.8721986,91.3333333,,-3.6837889,91.3333333
3,35.9333333,-3.5321986,90.3333333,,-3.4427362,90.3333333
4,35.9333333,-3.2221986,90.3333333,,-3.2022099,90.3333333
5,35.9333333,-2.9621986,90.3333333,,-2.9611573,90.3333333
6,35.9333333,-2.7127249,90.3333333,,-2.6811573,90.3333333
