EA_raw,Ensemble_member,Time_since_eruption,EA_diff_A,Travel_time_x,EA_diff_B,Travel_time_y
,21,37.1333333,-4.0709759,75.9166667,-0.4750053,75.9166667
23.2491199,1,37.15,-9.6570076,90.9166667,-5.4298307,90.9166667
23.361981,2,37.15,-9.6749607,89.9166667,-5.1198307,89.9166667
23.829283,3,37.15,-9.2896784,88.9166667,-4.8268677,88.9166667
24.1443511,4,37.15,-8.7501348,88.9166667,-4.5198307,88.9166667
24.4484546,5,37.15,-8.6187251,87.9166667,-4.2168677,87.9166667
24.6936113,6,37.15,-8.2864007,86.9166667,-3.9439048,86.9166667
25.2297003,7,37.15,-8.0389371,86.9166667,-3.6668677,86.9166667
25.2868175,8,37.15,-7.8690837,85.9166667,-3.4139048,85.9166667
25.6973266,9,37.15,-7.3786435,84.9166667,-3.1539048,84.9166667
25.8830408,10,37.15,-7.0460767,84.9166667,-2.8839048,84.9166667
,11,37.15,-6.7334378,83.9166667,-2.7809418,83.9166667
,12,37.15,-6.4634378,82.9166667,-2.5309418,82.9166667
,13,37.15,-6.1834378,80.9166667,-2.3009418,80.9166667
,14,37.15,-5.9304748,79.9166667,-2.0609418,79.9166667
,15,37.15,-5.6704748,78.9166667,-1.8279788,78.9166667
,16,37.15,-5.3375119,78.9166667,-1.6079788,78.9166667
,17,37.15,-5.0875119,77.9166667,-1.3679788,77.9166667
,18,37.15,-4.8404748,78.9166667,-1.1479788,78.9166667
,19,37.15,-4.5575119,77.9166667,-0.9179788,77.9166667
,20,37.15,-4.3375119,76.9166667,-0.6950159,76.9166667
,21,37.15,-4.0775119,75.9166667,-0.4750159,75.9166667
23.2583825,1,37.1666667,-9.6637575,90.9166667,-5.4316931,90.9166667
23.3720274,2,37.1666667,-9.6830611,89.9166667,-5.1216931,89.9166667
23.8389357,3,37.1666667,-9.2973672,88.9166667,-4.8283598,88.9166667
24.1544243,4,37.1666667,-8.7566309,88.9166667,-4.5216931,88.9166667
24.4588682,5,37.1666667,-8.6258586,87.9166667,-4.2183598,87.9166667
24.7035083,6,37.1666667,-8.2947081,86.9166667,-3.9450264,86.9166667
25.2398487,7,37.1666667,-8.0470207,86.9166667,-3.6683598,86.9166667
25.2969131,8,37.1666667,-7.8768526,85.9166667,-3.4150264,85.9166667
25.7070429,9,37.1666667,-7.3866071,84.9166667,-3.1550264,84.9166667
25.8925562,10,37.1666667,-7.0538394,84.9166667,-2.8850264,84.9166667
,11,37.1666667,-6.7407144,83.9166667,-2.7816931,83.9166667
,12,37.1666667,-6.4707144,82.9166667,-2.5316931,82.9166667
,13,37.1666667,-6.1907144,80.9166667,-2.3016931,80.9166667
,14,37.1666667,-5.9373811,79.9166667,-2.0616931,79.9166667
,15,37.1666667,-5.6773811,78.9166667,-1.8283598,78.9166667
,16,37.1666667,-5.3440478,78.9166667,-1.6083598,78.9166667
,17,37.1666667,-5.0940478,77.9166667,-1.3683598,77.9166667
,18,37.1666667,-4.8473811,78.9166667,-1.1483598,78.9166667
,19,37.1666667,-4.5640478,77.9166667,-0.9183598,77.9166667
,20,37.1666667,-4.3440478,76.9166667,-0.6950264,76.9166667
,21,37.1666667,-4.0840478,75.9166667,-0.4750264,75.9166667
23.2676451,1,37.1833333,-9.6705075,90.9166667,-5.4335555,90.9166667
23.3820738,2,37.1833333,-9.6911615,89.9166667,-5.1235555,89.9166667
23.8485883,3,37.1833333,-9.305056,88.9166667,-4.8298518,88.9166667
24.1644976,4,37.1833333,-8.763127,88.9166667,-4.5235555,88.9166667
24.4692818,5,37.1833333,-8.6329921,87.9166667,-4.2198518,87.9166667
24.7134052,6,37.1833333,-8.3030155,86.9166667,-3.9461481,86.9166667
25.2499972,7,37.1833333,-8.0551044,86.9166667,-3.6698518,86.9166667
25.3070088,8,37.1833333,-7.8846216,85.9166667,-3.4161481,85.9166667
25.7167591,9,37.1833333,-7.3945708,84.9166667,-3.1561481,84.9166667
25.9020716,10,37.1833333,-7.0616022,84.9166667,-2.8861481,84.9166667
,11,37.1833333,-6.7479911,83.9166667,-2.7824444,83.9166667
,12,37.1833333,-6.4779911,82.9166667,-2.5324444,82.9166667
,13,37.1833333,-6.1979911,80.9166667,-2.3024444,80.9166667
,14,37.1833333,-5.9442874,79.9166667,-2.0624444,79.9166667
,15,37.1833333,-5.6842874,78.9166667,-1.8287407,78.9166667
,16,37.1833333,-5.3505837,78.9166667,-1.6087407,78.9166667
,17,37.1833333,-5.1005837,77.9166667,-1.3687407,77.9166667
,18,37.1833333,-4.8542874,78.9166667,-1.1487407,78.9166667
,19,37.1833333,-4.5705837,77.9166667,-0.9187407,77.9166667
,20,37.1833333,-4.3505837,76.9166667,-0.695037,76.9166667
,21,37.1833333,-4.0905837,75.9166667,-0.475037,75.9166667
23.2769077,1,37.2,-9.6772574,90.9166667,-5.435418,90.9166667
23.3921202,2,37.2,-9.6992618,89.9166667,-5.125418,89.9166667
23.858241,3,37.2,-9.3127447,88.9166667,-4.8313439,88.9166667
24.1745708,4,37.2,-8.7696231,88.9166667,-4.525418,88.9166667
24.4796953,5,37.2,-8.6401256,87.9166667,-4.2213439,87.9166667
24.7233022,6,37.2,-8.3113229,86.9166667,-3.9472698,86.9166667
25.2601457,7,37.2,-8.063188,86.9166667,-3.6713439,86.9166667
25.3171044,8,37.2,-7.8923906,85.9166667,-3.4172698,85.9166667
25.7264754,9,37.2,-7.4025344,84.9166667,-3.1572698,84.9166667
25.9115871,10,37.2,-7.069365,84.9166667,-2.8872698,84.9166667
,11,37.2,-6.7552677,83.9166667,-2.7831957,83.9166667
,12,37.2,-6.4852677,82.9166667,-2.5331957,82.9166667
,13,37.2,-6.2052677,80.9166667,-2.3031957,80.9166667
,14,37.2,-5.9511937,79.9166667,-2.0631957,79.9166667
,15,37.2,-5.6911937,78.9166667,-1.8291217,78.9166667
,16,37.2,-5.3571196,78.9166667,-1.6091217,78.9166667
,17,37.2,-5.1071196,77.9166667,-1.3691217,77.9166667
,18,37.2,-4.8611937,78.9166667,-1.1491217,78.9166667
,19,37.2,-4.5771196,77.9166667,-0.9191217,77.9166667
,20,37.2,-4.3571196,76.9166667,-0.6950476,76.9166667
,21,37.2,-4.0971196,75.9166667,-0.4750476,75.9166667
23.2861704,1,37.2166667,-9.6840073,90.9166667,-5.4372804,90.9166667
23.4021666,2,37.2166667,-9.7073622,89.9166667,-5.1272804,89.9166667
23.8678937,3,37.2166667,-9.3204335,88.9166667,-4.8328359,88.9166667
24.1846441,4,37.2166667,-8.7761193,88.9166667,-4.5272804,88.9166667
24.4901089,5,37.2166667,-8.6472591,87.9166667,-4.2228359,87.9166667
24.7331991,6,37.2166667,-8.3196303,86.9166667,-3.9483915,86.9166667
25.2702942,7,37.2166667,-8.0712716,86.9166667,-3.6728359,86.9166667
25.3272001,8,37.2166667,-7.9001596,85.9166667,-3.4183915,85.9166667
25.7361917,9,37.2166667,-7.4104981,84.9166667,-3.1583915,84.9166667
25.9211025,10,37.2166667,-7.0771277,84.9166667,-2.8883915,84.9166667
,11,37.2166667,-6.7625444,83.9166667,-2.7839471,83.9166667
,12,37.2166667,-6.4925444,82.9166667,-2.5339471,82.9166667
,13,37.2166667,-6.2125444,80.9166667,-2.3039471,80.9166667
,14,37.2166667,-5.9581,79.9166667,-2.0639471,79.9166667
,15,37.2166667,-5.6981,78.9166667,-1.8295026,78.9166667
,16,37.2166667,-5.3636555,78.9166667,-1.6095026,78.9166667
,17,37.2166667,-5.1136555,77.9166667,-1.3695026,77.9166667
,18,37.2166667,-4.8681,78.9166667,-1.1495026,78.9166667
,19,37.2166667,-4.5836555,77.9166667,-0.9195026,77.9166667
,20,37.2166667,-4.3636555,76.9166667,-0.6950582,76.9166667
,21,37.2166667,-4.1036555,75.9166667,-0.4750582,75.9166667
23.295433,1,37.2333333,-9.6907572,90.9166667,-5.4391428,90.9166667
23.412213,2,37.2333333,-9.7154625,89.9166667,-5.1291428,89.9166667
23.8775463,3,37.2333333,-9.3281223,88.9166667,-4.834328,88.9166667
24.1947174,4,37.2333333,-8.7826154,88.9166667,-4.5291428,88.9166667
24.5005225,5,37.2333333,-8.6543926,87.9166667,-4.224328,87.9166667
24.7430961,6,37.2333333,-8.3279378,86.9166667,-3.9495132,86.9166667
25.2804427,7,37.2333333,-8.0793552,86.9166667,-3.674328,86.9166667
25.3372957,8,37.2333333,-7.9079285,85.9166667,-3.4195132,85.9166667
25.745908,9,37.2333333,-7.4184617,84.9166667,-3.1595132,84.9166667
25.9306179,10,37.2333333,-7.0848905,84.9166667,-2.8895132,84.9166667
,11,37.2333333,-6.7698211,83.9166667,-2.7846984,83.9166667
,12,37.2333333,-6.4998211,82.9166667,-2.5346984,82.9166667
,13,37.2333333,-6.2198211,80.9166667,-2.3046984,80.9166667
,14,37.2333333,-5.9650062,79.9166667,-2.0646984,79.9166667
,15,37.2333333,-5.7050062,78.9166667,-1.8298836,78.9166667
,16,37.2333333,-5.3701914,78.9166667,-1.6098836,78.9166667
,17,37.2333333,-5.1201914,77.9166667,-1.3698836,77.9166667
,18,37.2333333,-4.8750062,78.9166667,-1.1498836,78.9166667
,19,37.2333333,-4.5901914,77.9166667,-0.9198836,77.9166667
,20,37.2333333,-4.3701914,76.9166667,-0.6950687,76.9166667
,21,37.2333333,-4.1101914,75.9166667,-0.4750687,75.9166667
23.3046956,1,37.25,-9.6975072,90.9166667,-5.4410052,90.9166667
23.4222594,2,37.25,-9.7235629,89.9166667,-5.1310052,89.9166667
23.887199,3,37.25,-9.3358111,88.9166667,-4.8358201,88.9166667
24.2047906,4,37.25,-8.7891115,88.9166667,-4.5310052,88.9166667
24.5109361,5,37.25,-8.6615261,87.9166667,-4.2258201,87.9166667
24.752993,6,37.25,-8.3362452,86.9166667,-3.9506349,86.9166667
25.2905911,7,37.25,-8.0874388,86.9166667,-3.6758201,86.9166667
25.3473914,8,37.25,-7.9156975,85.9166667,-3.4206349,85.9166667
25.7556243,9,37.25,-7.4264254,84.9166667,-3.1606349,84.9166667
25.9401334,10,37.25,-7.0926533,84.9166667,-2.8906349,84.9166667
,11,37.25,-6.7770977,83.9166667,-2.7854497,83.9166667
,12,37.25,-6.5070977,82.9166667,-2.5354497,82.9166667
,13,37.25,-6.2270977,80.9166667,-2.3054497,80.9166667
,14,37.25,-5.9719125,79.9166667,-2.0654497,79.9166667
,15,37.25,-5.7119125,78.9166667,-1.8302645,78.9166667
,16,37.25,-5.3767273,78.9166667,-1.6102645,78.9166667
,17,37.25,-5.1267273,77.9166667,-1.3702645,77.9166667
,18,37.25,-4.8819125,78.9166667,-1.1502645,78.9166667
,19,37.25,-4.5967273,77.9166667,-0.9202645,77.9166667
,20,37.25,-4.3767273,76.9166667,-0.6950793,76.9166667
,21,37.25,-4.1167273,75.9166667,-0.4750793,75.9166667
23.3139582,1,37.2666667,-9.7042571,90.9166667,-5.4428677,90.9166667
23.4323058,2,37.2666667,-9.7316632,89.9166667,-5.1328677,89.9166667
23.8968517,3,37.2666667,-9.3434999,88.9166667,-4.8373121,88.9166667
24.2148639,4,37.2666667,-8.7956077,88.9166667,-4.5328677,88.9166667
24.5213496,5,37.2666667,-8.6686596,87.9166667,-4.2273121,87.9166667
24.76289,6,37.2666667,-8.3445526,86.9166667,-3.9517566,86.9166667
25.3007396,7,37.2666667,-8.0955224,86.9166667,-3.6773121,86.9166667
25.357487,8,37.2666667,-7.9234665,85.9166667,-3.4217566,85.9166667
25.7653406,9,37.2666667,-7.434389,84.9166667,-3.1617566,84.9166667
25.9496488,10,37.2666667,-7.100416,84.9166667,-2.8917566,84.9166667
,11,37.2666667,-6.7843744,83.9166667,-2.786201,83.9166667
,12,37.2666667,-6.5143744,82.9166667,-2.536201,82.9166667
,13,37.2666667,-6.2343744,80.9166667,-2.306201,80.9166667
,14,37.2666667,-5.9788188,79.9166667,-2.066201,79.9166667
,15,37.2666667,-5.7188188,78.9166667,-1.8306455,78.9166667
,16,37.2666667,-5.3832632,78.9166667,-1.6106455,78.9166667
,17,37.2666667,-5.1332632,77.9166667,-1.3706455,77.9166667
,18,37.2666667,-4.8888188,78.9166667,-1.1506455,78.9166667
,19,37.2666667,-4.6032632,77.9166667,-0.9206455,77.9166667
,20,37.2666667,-4.3832632,76.9166667,-0.6950899,76.9166667
,21,37.2666667,-4.1232632,75.9166667,-0.4750899,75.9166667
23.3232208,1,37.2833333,-9.711007,90.9166667,-5.4447301,90.9166667
23.4423522,2,37.2833333,-9.7397636,89.9166667,-5.1347301,89.9166667
23.9065043,3,37.2833333,-9.3511886,88.9166667,-4.8388042,88.9166667
24.2249371,4,37.2833333,-8.8021038,88.9166667,-4.5347301,88.9166667
24.5317632,5,37.2833333,-8.6757932,87.9166667,-4.2288042,87.9166667
24.7727869,6,37.2833333,-8.35286,86.9166667,-3.9528783,86.9166667
25.3108881,7,37.2833333,-8.103606,86.9166667,-3.6788042,86.9166667
25.3675827,8,37.2833333,-7.9312355,85.9166667,-3.4228783,85.9166667
25.7750569,9,37.2833333,-7.4423527,84.9166667,-3.1628783,84.9166667
25.9591642,10,37.2833333,-7.1081788,84.9166667,-2.8928783,84.9166667
,11,37.2833333,-6.791651,83.9166667,-2.7869523,83.9166667
,12,37.2833333,-6.521651,82.9166667,-2.5369523,82.9166667
,13,37.2833333,-6.241651,80.9166667,-2.3069523,80.9166667
,14,37.2833333,-5.9857251,79.9166667,-2.0669523,79.9166667
,15,37.2833333,-5.7257251,78.9166667,-1.8310264,78.9166667
,16,37.2833333,-5.3897992,78.9166667,-1.6110264,78.9166667
,17,37.2833333,-5.1397992,77.9166667,-1.3710264,77.9166667
,18,37.2833333,-4.8957251,78.9166667,-1.1510264,78.9166667
,19,37.2833333,-4.6097992,77.9166667,-0.9210264,77.9166667
,20,37.2833333,-4.3897992,76.9166667,-0.6951005,76.9166667
,21,37.2833333,-4.1297992,75.9166667,-0.4751005,75.9166667
23.3324834,1,37.3,-9.7177569,90.9166667,-5.4465925,90.9166667
23.4523986,2,37.3,-9.747864,89.9166667,-5.1365925,89.9166667
23.916157,3,37.3,-9.3588774,88.9166667,-4.8402962,88.9166667
24.2350104,4,37.3,-8.8085999,88.9166667,-4.5365925,88.9166667
24.5421768,5,37.3,-8.6829267,87.9166667,-4.2302962,87.9166667
24.7826839,6,37.3,-8.3611674,86.9166667,-3.9539999,86.9166667
25.3210366,7,37.3,-8.1116897,86.9166667,-3.6802962,86.9166667
25.3776783,8,37.3,-7.9390045,85.9166667,-3.4239999,85.9166667
25.7847732,9,37.3,-7.4503163,84.9166667,-3.1639999,84.9166667
25.9686797,10,37.3,-7.1159416,84.9166667,-2.8939999,84.9166667
,11,37.3,-6.7989277,83.9166667,-2.7877036,83.9166667
,12,37.3,-6.5289277,82.9166667,-2.5377036,82.9166667
,13,37.3,-6.2489277,80.9166667,-2.3077036,80.9166667
,14,37.3,-5.9926314,79.9166667,-2.0677036,79.9166667
,15,37.3,-5.7326314,78.9166667,-1.8314073,78.9166667
,16,37.3,-5.3963351,78.9166667,-1.6114073,78.9166667
,17,37.3,-5.1463351,77.9166667,-1.3714073,77.9166667
,18,37.3,-4.9026314,78.9166667,-1.1514073,78.9166667
,19,37.3,-4.6163351,77.9166667,-0.9214073,77.9166667
,20,37.3,-4.3963351,76.9166667,-0.6951111,76.9166667
,21,37.3,-4.1363351,75.9166667,-0.4751111,75.9166667
23.3417461,1,37.3166667,-9.7245069,90.9166667,-5.448455,90.9166667
23.462445,2,37.3166667,-9.7559643,89.9166667,-5.138455,89.9166667
23.9258097,3,37.3166667,-9.3665662,88.9166667,-4.8417883,88.9166667
24.2450837,4,37.3166667,-8.8150961,88.9166667,-4.538455,88.9166667
24.5525904,5,37.3166667,-8.6900602,87.9166667,-4.2317883,87.9166667
24.7925808,6,37.3166667,-8.3694748,86.9166667,-3.9551216,86.9166667
25.3311851,7,37.3166667,-8.1197733,86.9166667,-3.6817883,86.9166667
25.3877739,8,37.3166667,-7.9467734,85.9166667,-3.4251216,85.9166667
25.7944895,9,37.3166667,-7.45828,84.9166667,-3.1651216,84.9166667
25.9781951,10,37.3166667,-7.1237043,84.9166667,-2.8951216,84.9166667
,11,37.3166667,-6.8062043,83.9166667,-2.788455,83.9166667
,12,37.3166667,-6.5362043,82.9166667,-2.538455,82.9166667
,13,37.3166667,-6.2562043,80.9166667,-2.308455,80.9166667
,14,37.3166667,-5.9995377,79.9166667,-2.068455,79.9166667
,15,37.3166667,-5.7395377,78.9166667,-1.8317883,78.9166667
,16,37.3166667,-5.402871,78.9166667,-1.6117883,78.9166667
,17,37.3166667,-5.152871,77.9166667,-1.3717883,77.9166667
,18,37.3166667,-4.9095377,78.9166667,-1.1517883,78.9166667
,19,37.3166667,-4.622871,77.9166667,-0.9217883,77.9166667
,20,37.3166667,-4.402871,76.9166667,-0.6951216,76.9166667
,21,37.3166667,-4.142871,75.9166667,-0.4751216,75.9166667
23.3510087,1,37.3333333,-9.7312568,90.9166667,-5.4503174,90.9166667
23.4724914,2,37.3333333,-9.7640647,89.9166667,-5.1403174,89.9166667
23.9354623,3,37.3333333,-9.374255,88.9166667,-4.8432804,88.9166667
24.2551569,4,37.3333333,-8.8215922,88.9166667,-4.5403174,88.9166667
24.5630039,5,37.3333333,-8.6971937,87.9166667,-4.2332804,87.9166667
24.8024778,6,37.3333333,-8.3777822,86.9166667,-3.9562433,86.9166667
25.3413335,7,37.3333333,-8.1278569,86.9166667,-3.6832804,86.9166667
25.3978696,8,37.3333333,-7.9545424,85.9166667,-3.4262433,85.9166667
25.8042057,9,37.3333333,-7.4662436,84.9166667,-3.1662433,84.9166667
25.9877105,10,37.3333333,-7.1314671,84.9166667,-2.8962433,84.9166667
,11,37.3333333,-6.813481,83.9166667,-2.7892063,83.9166667
,12,37.3333333,-6.543481,82.9166667,-2.5392063,82.9166667
,13,37.3333333,-6.263481,80.9166667,-2.3092063,80.9166667
,14,37.3333333,-6.0064439,79.9166667,-2.0692063,79.9166667
,15,37.3333333,-5.7464439,78.9166667,-1.8321692,78.9166667
,16,37.3333333,-5.4094069,78.9166667,-1.6121692,78.9166667
,17,37.3333333,-5.1594069,77.9166667,-1.3721692,77.9166667
,18,37.3333333,-4.9164439,78.9166667,-1.1521692,78.9166667
,19,37.3333333,-4.6294069,77.9166667,-0.9221692,77.9166667
,20,37.3333333,-4.4094069,76.9166667,-0.6951322,76.9166667
,21,37.3333333,-4.1494069,75.9166667,-0.4751322,75.9166667
23.3602713,1,37.35,-9.7380067,90.9166667,-5.4521798,90.9166667
23.4825378,2,37.35,-9.772165,89.9166667,-5.1421798,89.9166667
23.945115,3,37.35,-9.3819437,88.9166667,-4.8447724,88.9166667
24.2652302,4,37.35,-8.8280883,88.9166667,-4.5421798,88.9166667
24.5734175,5,37.35,-8.7043272,87.9166667,-4.2347724,87.9166667
24.8123747,6,37.35,-8.3860896,86.9166667,-3.957365,86.9166667
25.351482,7,37.35,-8.1359405,86.9166667,-3.6847724,86.9166667
25.4079652,8,37.35,-7.9623114,85.9166667,-3.427365,85.9166667
25.813922,9,37.35,-7.4742073,84.9166667,-3.167365,84.9166667
25.997226,10,37.35,-7.1392299,84.9166667,-2.897365,84.9166667
,11,37.35,-6.8207576,83.9166667,-2.7899576,83.9166667
,12,37.35,-6.5507576,82.9166667,-2.5399576,82.9166667
,13,37.35,-6.2707576,80.9166667,-2.3099576,80.9166667
,14,37.35,-6.0133502,79.9166667,-2.0699576,79.9166667
,15,37.35,-5.7533502,78.9166667,-1.8325502,78.9166667
,16,37.35,-5.4159428,78.9166667,-1.6125502,78.9166667
,17,37.35,-5.1659428,77.9166667,-1.3725502,77.9166667
,18,37.35,-4.9233502,78.9166667,-1.1525502,78.9166667
,19,37.35,-4.6359428,77.9166667,-0.9225502,77.9166667
,20,37.35,-4.4159428,76.9166667,-0.6951428,76.9166667
,21,37.35,-4.1559428,75.9166667,-0.4751428,75.9166667
23.3695339,1,37.3666667,-9.7447567,90.9166667,-5.4540422,90.9166667
23.4925842,2,37.3666667,-9.7802654,89.9166667,-5.1440422,89.9166667
23.9547677,3,37.3666667,-9.3896325,88.9166667,-4.8462645,88.9166667
24.2753034,4,37.3666667,-8.8345844,88.9166667,-4.5440422,88.9166667
24.5838311,5,37.3666667,-8.7114607,87.9166667,-4.2362645,87.9166667
24.8222717,6,37.3666667,-8.394397,86.9166667,-3.9584867,86.9166667
25.3616305,7,37.3666667,-8.1440241,86.9166667,-3.6862645,86.9166667
25.4180609,8,37.3666667,-7.9700804,85.9166667,-3.4284867,85.9166667
25.8236383,9,37.3666667,-7.4821709,84.9166667,-3.1684867,84.9166667
26.0067414,10,37.3666667,-7.1469926,84.9166667,-2.8984867,84.9166667
,11,37.3666667,-6.8280343,83.9166667,-2.7907089,83.9166667
,12,37.3666667,-6.5580343,82.9166667,-2.5407089,82.9166667
,13,37.3666667,-6.2780343,80.9166667,-2.3107089,80.9166667
,14,37.3666667,-6.0202565,79.9166667,-2.0707089,79.9166667
,15,37.3666667,-5.7602565,78.9166667,-1.8329311,78.9166667
,16,37.3666667,-5.4224787,78.9166667,-1.6129311,78.9166667
,17,37.3666667,-5.1724787,77.9166667,-1.3729311,77.9166667
,18,37.3666667,-4.9302565,78.9166667,-1.1529311,78.9166667
,19,37.3666667,-4.6424787,77.9166667,-0.9229311,77.9166667
,20,37.3666667,-4.4224787,76.9166667,-0.6951534,76.9166667
,21,37.3666667,-4.1624787,75.9166667,-0.4751534,75.9166667
23.3787965,1,37.3833333,-9.7515066,90.9166667,-5.4559047,90.9166667
23.5026306,2,37.3833333,-9.7883658,89.9166667,-5.1459047,89.9166667
23.9644203,3,37.3833333,-9.3973213,88.9166667,-4.8477565,88.9166667
24.2853767,4,37.3833333,-8.8410806,88.9166667,-4.5459047,88.9166667
24.5942447,5,37.3833333,-8.7185942,87.9166667,-4.2377565,87.9166667
24.8321686,6,37.3833333,-8.4027044,86.9166667,-3.9596084,86.9166667
25.371779,7,37.3833333,-8.1521077,86.9166667,-3.6877565,86.9166667
25.4281565,8,37.3833333,-7.9778493,85.9166667,-3.4296084,85.9166667
25.8333546,9,37.3833333,-7.4901346,84.9166667,-3.1696084,84.9166667
26.0162569,10,37.3833333,-7.1547554,84.9166667,-2.8996084,84.9166667
,11,37.3833333,-6.8353109,83.9166667,-2.7914602,83.9166667
,12,37.3833333,-6.5653109,82.9166667,-2.5414602,82.9166667
,13,37.3833333,-6.2853109,80.9166667,-2.3114602,80.9166667
,14,37.3833333,-6.0271628,79.9166667,-2.0714602,79.9166667
,15,37.3833333,-5.7671628,78.9166667,-1.8333121,78.9166667
,16,37.3833333,-5.4290146,78.9166667,-1.6133121,78.9166667
,17,37.3833333,-5.1790146,77.9166667,-1.3733121,77.9166667
,18,37.3833333,-4.9371628,78.9166667,-1.1533121,78.9166667
,19,37.3833333,-4.6490146,77.9166667,-0.9233121,77.9166667
,20,37.3833333,-4.4290146,76.9166667,-0.6951639,76.9166667
,21,37.3833333,-4.1690146,75.9166667,-0.4751639,75.9166667
23.3880591,1,37.4,-9.7582565,90.9166667,-5.4577671,90.9166667
23.512677,2,37.4,-9.7964661,89.9166667,-5.1477671,89.9166667
23.974073,3,37.4,-9.4050101,88.9166667,-4.8492486,88.9166667
24.29545,4,37.4,-8.8475767,88.9166667,-4.5477671,88.9166667
24.6046582,5,37.4,-8.7257277,87.9166667,-4.2392486,87.9166667
24.8420656,6,37.4,-8.4110118,86.9166667,-3.9607301,86.9166667
25.3819275,7,37.4,-8.1601914,86.9166667,-3.6892486,86.9166667
25.4382522,8,37.4,-7.9856183,85.9166667,-3.4307301,85.9166667
25.8430709,9,37.4,-7.4980982,84.9166667,-3.1707301,84.9166667
26.0257723,10,37.4,-7.1625182,84.9166667,-2.9007301,84.9166667
,11,37.4,-6.8425876,83.9166667,-2.7922115,83.9166667
,12,37.4,-6.5725876,82.9166667,-2.5422115,82.9166667
,13,37.4,-6.2925876,80.9166667,-2.3122115,80.9166667
,14,37.4,-6.0340691,79.9166667,-2.0722115,79.9166667
,15,37.4,-5.7740691,78.9166667,-1.833693,78.9166667
,16,37.4,-5.4355506,78.9166667,-1.613693,78.9166667
,17,37.4,-5.1855506,77.9166667,-1.373693,77.9166667
,18,37.4,-4.9440691,78.9166667,-1.153693,78.9166667
,19,37.4,-4.6555506,77.9166667,-0.923693,77.9166667
,20,37.4,-4.4355506,76.9166667,-0.6951745,76.9166667
,21,37.4,-4.1755506,75.9166667,-0.4751745,75.9166667
23.3973218,1,37.4166667,-9.7650064,90.9166667,-5.4596295,90.9166667
23.5227234,2,37.4166667,-9.8045665,89.9166667,-5.1496295,89.9166667
23.9837257,3,37.4166667,-9.4126989,88.9166667,-4.8507406,88.9166667
24.3055232,4,37.4166667,-8.8540728,88.9166667,-4.5496295,88.9166667
24.6150718,5,37.4166667,-8.7328613,87.9166667,-4.2407406,87.9166667
24.8519625,6,37.4166667,-8.4193192,86.9166667,-3.9618518,86.9166667
25.3920759,7,37.4166667,-8.168275,86.9166667,-3.6907406,86.9166667
25.4483478,8,37.4166667,-7.9933873,85.9166667,-3.4318518,85.9166667
25.8527872,9,37.4166667,-7.5060618,84.9166667,-3.1718518,84.9166667
26.0352877,10,37.4166667,-7.1702809,84.9166667,-2.9018518,84.9166667
,11,37.4166667,-6.8498643,83.9166667,-2.7929629,83.9166667
,12,37.4166667,-6.5798643,82.9166667,-2.5429629,82.9166667
,13,37.4166667,-6.2998643,80.9166667,-2.3129629,80.9166667
,14,37.4166667,-6.0409754,79.9166667,-2.0729629,79.9166667
,15,37.4166667,-5.7809754,78.9166667,-1.834074,78.9166667
,16,37.4166667,-5.4420865,78.9166667,-1.614074,78.9166667
,17,37.4166667,-5.1920865,77.9166667,-1.374074,77.9166667
,18,37.4166667,-4.9509754,78.9166667,-1.154074,78.9166667
,19,37.4166667,-4.6620865,77.9166667,-0.924074,77.9166667
,20,37.4166667,-4.4420865,76.9166667,-0.6951851,76.9166667
,21,37.4166667,-4.1820865,75.9166667,-0.4751851,75.9166667
23.4065844,1,37.4333333,-9.7717564,90.9166667,-5.461492,90.9166667
23.5327698,2,37.4333333,-9.8126668,89.9166667,-5.151492,89.9166667
23.9933783,3,37.4333333,-9.4203876,88.9166667,-4.8522327,88.9166667
24.3155965,4,37.4333333,-8.860569,88.9166667,-4.551492,88.9166667
24.6254854,5,37.4333333,-8.7399948,87.9166667,-4.2422327,87.9166667
24.8618595,6,37.4333333,-8.4276266,86.9166667,-3.9629734,86.9166667
25.4022244,7,37.4333333,-8.1763586,86.9166667,-3.6922327,86.9166667
25.4584435,8,37.4333333,-8.0011563,85.9166667,-3.4329734,85.9166667
25.8625035,9,37.4333333,-7.5140255,84.9166667,-3.1729734,84.9166667
26.0448032,10,37.4333333,-7.1780437,84.9166667,-2.9029734,84.9166667
,11,37.4333333,-6.8571409,83.9166667,-2.7937142,83.9166667
,12,37.4333333,-6.5871409,82.9166667,-2.5437142,82.9166667
,13,37.4333333,-6.3071409,80.9166667,-2.3137142,80.9166667
,14,37.4333333,-6.0478816,79.9166667,-2.0737142,79.9166667
,15,37.4333333,-5.7878816,78.9166667,-1.8344549,78.9166667
,16,37.4333333,-5.4486224,78.9166667,-1.6144549,78.9166667
,17,37.4333333,-5.1986224,77.9166667,-1.3744549,77.9166667
,18,37.4333333,-4.9578816,78.9166667,-1.1544549,78.9166667
,19,37.4333333,-4.6686224,77.9166667,-0.9244549,77.9166667
,20,37.4333333,-4.4486224,76.9166667,-0.6951957,76.9166667
,21,37.4333333,-4.1886224,75.9166667,-0.4751957,75.9166667
23.415847,1,37.45,-9.7785063,90.9166667,-5.4633544,90.9166667
23.5428162,2,37.45,-9.8207672,89.9166667,-5.1533544,89.9166667
24.003031,3,37.45,-9.4280764,88.9166667,-4.8537248,88.9166667
