EA_raw,Ensemble_member,Time_since_eruption,EA_diff_A,Travel_time_x,EA_diff_B,Travel_time_y
,21,28.5666667,-1.4246255,75.9166667,-0.3138838,75.9166667
18.2738383,1,28.5833333,-6.36021,90.9166667,-4.4628982,90.9166667
18.5574395,2,28.5833333,-6.0336042,89.9166667,-4.1925136,89.9166667
18.7934459,3,28.5833333,-5.8273019,88.9166667,-3.9425136,88.9166667
19.0608361,4,28.5833333,-5.6100866,88.9166667,-3.6728982,88.9166667
19.1362948,5,28.5833333,-5.4535435,87.9166667,-3.4632829,87.9166667
19.5190782,6,28.5833333,-5.0936277,86.9166667,-3.2032829,86.9166667
19.9043,7,28.5833333,-4.6216941,86.9166667,-2.9728982,86.9166667
20.0852127,8,28.5833333,-4.4807856,85.9166667,-2.7332829,85.9166667
20.4636777,9,28.5833333,-4.1303503,84.9166667,-2.5028982,84.9166667
20.8144129,10,28.5833333,-3.9182943,84.9166667,-2.3032829,84.9166667
,11,28.5833333,-3.6835207,83.9166667,-2.2132829,83.9166667
,12,28.5833333,-3.4635207,82.9166667,-2.0032829,82.9166667
,13,28.5833333,-3.2239053,80.9166667,-1.8032829,80.9166667
,14,28.5833333,-3.0239053,79.9166667,-1.6132829,79.9166667
,15,28.5833333,-2.7842899,78.9166667,-1.4036675,78.9166667
,16,28.5833333,-2.5239053,78.9166667,-1.2232829,78.9166667
,17,28.5833333,-2.3042899,77.9166667,-1.0336675,77.9166667
,18,28.5833333,-2.0942899,78.9166667,-0.8436675,78.9166667
,19,28.5833333,-1.8546745,77.9166667,-0.6640521,77.9166667
,20,28.5833333,-1.6442899,76.9166667,-0.4940521,76.9166667
,21,28.5833333,-1.4246745,75.9166667,-0.3140521,75.9166667
18.284009,1,28.6,-6.3629557,90.9166667,-4.4642203,90.9166667
18.5673956,2,28.6,-6.0356539,89.9166667,-4.1942203,89.9166667
18.803478,3,28.6,-5.82971,88.9166667,-3.9442203,88.9166667
19.0703247,4,28.6,-5.6131933,88.9166667,-3.6742203,88.9166667
19.1464678,5,28.6,-5.4553919,87.9166667,-3.4642203,87.9166667
19.5305556,6,28.6,-5.0942855,86.9166667,-3.2042203,86.9166667
19.9159428,7,28.6,-4.6217629,86.9166667,-2.9742203,86.9166667
20.0954601,8,28.6,-4.4824159,85.9166667,-2.7342203,85.9166667
20.4740801,9,28.6,-4.1318423,84.9166667,-2.5042203,84.9166667
20.8244449,10,28.6,-3.9195236,84.9166667,-2.3042203,84.9166667
,11,28.6,-3.6847236,83.9166667,-2.2142203,83.9166667
,12,28.6,-3.4647236,82.9166667,-2.0042203,82.9166667
,13,28.6,-3.2247236,80.9166667,-1.8042203,80.9166667
,14,28.6,-3.0247236,79.9166667,-1.6142203,79.9166667
,15,28.6,-2.7847236,78.9166667,-1.4042203,78.9166667
,16,28.6,-2.5247236,78.9166667,-1.2242203,78.9166667
,17,28.6,-2.3047236,77.9166667,-1.0342203,77.9166667
,18,28.6,-2.0947236,78.9166667,-0.8442203,78.9166667
,19,28.6,-1.8547236,77.9166667,-0.6642203,77.9166667
,20,28.6,-1.6447236,76.9166667,-0.4942203,76.9166667
,21,28.6,-1.4247236,75.9166667,-0.3142203,75.9166667
18.2941796,1,28.6166667,-6.3657013,90.9166667,-4.4662689,90.9166667
18.5773518,2,28.6166667,-6.0377035,89.9166667,-4.1962689,89.9166667
18.8135101,3,28.6166667,-5.8321181,88.9166667,-3.9462689,88.9166667
19.0798132,4,28.6166667,-5.6163,88.9166667,-3.6758985,88.9166667
19.1566408,5,28.6166667,-5.4572403,87.9166667,-3.4658985,87.9166667
19.542033,6,28.6166667,-5.0949432,86.9166667,-3.2058985,86.9166667
19.9275855,7,28.6166667,-4.6218317,86.9166667,-2.9755282,86.9166667
20.1057075,8,28.6166667,-4.4840462,85.9166667,-2.7358985,85.9166667
20.4844826,9,28.6166667,-4.1333342,84.9166667,-2.5055282,84.9166667
20.8344769,10,28.6166667,-3.9207529,84.9166667,-2.3055282,84.9166667
,11,28.6166667,-3.6863254,83.9166667,-2.2158985,83.9166667
,12,28.6166667,-3.465955,82.9166667,-2.0055282,82.9166667
,13,28.6166667,-3.2263254,80.9166667,-1.8055282,80.9166667
,14,28.6166667,-3.025955,79.9166667,-1.6151578,79.9166667
,15,28.6166667,-2.785955,78.9166667,-1.4055282,78.9166667
,16,28.6166667,-2.5255847,78.9166667,-1.2251578,78.9166667
,17,28.6166667,-2.305955,77.9166667,-1.0351578,77.9166667
,18,28.6166667,-2.0955847,78.9166667,-0.8451578,78.9166667
,19,28.6166667,-1.8555847,77.9166667,-0.6651578,77.9166667
,20,28.6166667,-1.6455847,76.9166667,-0.4951578,76.9166667
,21,28.6166667,-1.4255847,75.9166667,-0.3151578,75.9166667
18.3043503,1,28.6333333,-6.368447,90.9166667,-4.4683175,90.9166667
18.5873079,2,28.6333333,-6.0397532,89.9166667,-4.1983175,89.9166667
18.8235422,3,28.6333333,-5.8345263,88.9166667,-3.9483175,88.9166667
19.0893017,4,28.6333333,-5.6194067,88.9166667,-3.6775768,88.9166667
19.1668138,5,28.6333333,-5.4590887,87.9166667,-3.4675768,87.9166667
19.5535104,6,28.6333333,-5.0956009,86.9166667,-3.2075768,86.9166667
19.9392283,7,28.6333333,-4.6219006,86.9166667,-2.976836,86.9166667
20.1159549,8,28.6333333,-4.4856765,85.9166667,-2.7375768,85.9166667
20.4948851,9,28.6333333,-4.1348261,84.9166667,-2.506836,84.9166667
20.8445089,10,28.6333333,-3.9219822,84.9166667,-2.306836,84.9166667
,11,28.6333333,-3.6879272,83.9166667,-2.2175768,83.9166667
,12,28.6333333,-3.4671865,82.9166667,-2.006836,82.9166667
,13,28.6333333,-3.2279272,80.9166667,-1.806836,80.9166667
,14,28.6333333,-3.0271865,79.9166667,-1.6160953,79.9166667
,15,28.6333333,-2.7871865,78.9166667,-1.406836,78.9166667
,16,28.6333333,-2.5264457,78.9166667,-1.2260953,78.9166667
,17,28.6333333,-2.3071865,77.9166667,-1.0360953,77.9166667
,18,28.6333333,-2.0964457,78.9166667,-0.8460953,78.9166667
,19,28.6333333,-1.8564457,77.9166667,-0.6660953,77.9166667
,20,28.6333333,-1.6464457,76.9166667,-0.4960953,76.9166667
,21,28.6333333,-1.4264457,75.9166667,-0.3160953,75.9166667
18.3145209,1,28.65,-6.3711926,90.9166667,-4.4703661,90.9166667
18.597264,2,28.65,-6.0418029,89.9166667,-4.2003661,89.9166667
18.8335743,3,28.65,-5.8369344,88.9166667,-3.9503661,88.9166667
19.0987903,4,28.65,-5.6225135,88.9166667,-3.679255,88.9166667
19.1769868,5,28.65,-5.4609371,87.9166667,-3.469255,87.9166667
19.5649878,6,28.65,-5.0962587,86.9166667,-3.209255,86.9166667
19.950871,7,28.65,-4.6219694,86.9166667,-2.9781439,86.9166667
20.1262023,8,28.65,-4.4873068,85.9166667,-2.739255,85.9166667
20.5052875,9,28.65,-4.1363181,84.9166667,-2.5081439,84.9166667
20.8545409,10,28.65,-3.9232115,84.9166667,-2.3081439,84.9166667
,11,28.65,-3.689529,83.9166667,-2.219255,83.9166667
,12,28.65,-3.4684179,82.9166667,-2.0081439,82.9166667
,13,28.65,-3.229529,80.9166667,-1.8081439,80.9166667
,14,28.65,-3.0284179,79.9166667,-1.6170327,79.9166667
,15,28.65,-2.7884179,78.9166667,-1.4081439,78.9166667
,16,28.65,-2.5273068,78.9166667,-1.2270327,78.9166667
,17,28.65,-2.3084179,77.9166667,-1.0370327,77.9166667
,18,28.65,-2.0973068,78.9166667,-0.8470327,78.9166667
,19,28.65,-1.8573068,77.9166667,-0.6670327,77.9166667
,20,28.65,-1.6473068,76.9166667,-0.4970327,76.9166667
,21,28.65,-1.4273068,75.9166667,-0.3170327,75.9166667
18.3246916,1,28.6666667,-6.3739382,90.9166667,-4.4724147,90.9166667
18.6072202,2,28.6666667,-6.0438526,89.9166667,-4.2024147,89.9166667
18.8436064,3,28.6666667,-5.8393425,88.9166667,-3.9524147,88.9166667
19.1082788,4,28.6666667,-5.6256202,88.9166667,-3.6809332,88.9166667
19.1871598,5,28.6666667,-5.4627855,87.9166667,-3.4709332,87.9166667
19.5764651,6,28.6666667,-5.0969164,86.9166667,-3.2109332,86.9166667
19.9625138,7,28.6666667,-4.6220383,86.9166667,-2.9794517,86.9166667
20.1364497,8,28.6666667,-4.4889371,85.9166667,-2.7409332,85.9166667
20.51569,9,28.6666667,-4.13781,84.9166667,-2.5094517,84.9166667
20.8645729,10,28.6666667,-3.9244408,84.9166667,-2.3094517,84.9166667
,11,28.6666667,-3.6911308,83.9166667,-2.2209332,83.9166667
,12,28.6666667,-3.4696493,82.9166667,-2.0094517,82.9166667
,13,28.6666667,-3.2311308,80.9166667,-1.8094517,80.9166667
,14,28.6666667,-3.0296493,79.9166667,-1.6179702,79.9166667
,15,28.6666667,-2.7896493,78.9166667,-1.4094517,78.9166667
,16,28.6666667,-2.5281678,78.9166667,-1.2279702,78.9166667
,17,28.6666667,-2.3096493,77.9166667,-1.0379702,77.9166667
,18,28.6666667,-2.0981678,78.9166667,-0.8479702,78.9166667
,19,28.6666667,-1.8581678,77.9166667,-0.6679702,77.9166667
,20,28.6666667,-1.6481678,76.9166667,-0.4979702,76.9166667
,21,28.6666667,-1.4281678,75.9166667,-0.3179702,75.9166667
18.3348622,1,28.6833333,-6.3766839,90.9166667,-4.4744632,90.9166667
18.6171763,2,28.6833333,-6.0459023,89.9166667,-4.2044632,89.9166667
18.8536384,3,28.6833333,-5.8417506,88.9166667,-3.9544632,88.9166667
19.1177673,4,28.6833333,-5.6287269,88.9166667,-3.6826114,88.9166667
19.1973328,5,28.6833333,-5.4646339,87.9166667,-3.4726114,87.9166667
19.5879425,6,28.6833333,-5.0975741,86.9166667,-3.2126114,86.9166667
19.9741565,7,28.6833333,-4.6221071,86.9166667,-2.9807595,86.9166667
20.1466971,8,28.6833333,-4.4905673,85.9166667,-2.7426114,85.9166667
20.5260925,9,28.6833333,-4.1393019,84.9166667,-2.5107595,84.9166667
20.8746049,10,28.6833333,-3.9256701,84.9166667,-2.3107595,84.9166667
,11,28.6833333,-3.6927326,83.9166667,-2.2226114,83.9166667
,12,28.6833333,-3.4708807,82.9166667,-2.0107595,82.9166667
,13,28.6833333,-3.2327326,80.9166667,-1.8107595,80.9166667
,14,28.6833333,-3.0308807,79.9166667,-1.6189077,79.9166667
,15,28.6833333,-2.7908807,78.9166667,-1.4107595,78.9166667
,16,28.6833333,-2.5290289,78.9166667,-1.2289077,78.9166667
,17,28.6833333,-2.3108807,77.9166667,-1.0389077,77.9166667
,18,28.6833333,-2.0990289,78.9166667,-0.8489077,78.9166667
,19,28.6833333,-1.8590289,77.9166667,-0.6689077,77.9166667
,20,28.6833333,-1.6490289,76.9166667,-0.4989077,76.9166667
,21,28.6833333,-1.4290289,75.9166667,-0.3189077,75.9166667
18.3450329,1,28.7,-6.3794295,90.9166667,-4.4765118,90.9166667
18.6271324,2,28.7,-6.0479519,89.9166667,-4.2065118,89.9166667
18.8636705,3,28.7,-5.8441588,88.9166667,-3.9565118,88.9166667
19.1272559,4,28.7,-5.6318336,88.9166667,-3.6842896,88.9166667
19.2075058,5,28.7,-5.4664823,87.9166667,-3.4742896,87.9166667
19.5994199,6,28.7,-5.0982319,86.9166667,-3.2142896,86.9166667
19.9857993,7,28.7,-4.6221759,86.9166667,-2.9820674,86.9166667
20.1569444,8,28.7,-4.4921976,85.9166667,-2.7442896,85.9166667
20.5364949,9,28.7,-4.1407939,84.9166667,-2.5120674,84.9166667
20.8846369,10,28.7,-3.9268995,84.9166667,-2.3120674,84.9166667
,11,28.7,-3.6943344,83.9166667,-2.2242896,83.9166667
,12,28.7,-3.4721122,82.9166667,-2.0120674,82.9166667
,13,28.7,-3.2343344,80.9166667,-1.8120674,80.9166667
,14,28.7,-3.0321122,79.9166667,-1.6198452,79.9166667
,15,28.7,-2.7921122,78.9166667,-1.4120674,78.9166667
,16,28.7,-2.5298899,78.9166667,-1.2298452,78.9166667
,17,28.7,-2.3121122,77.9166667,-1.0398452,77.9166667
,18,28.7,-2.0998899,78.9166667,-0.8498452,78.9166667
,19,28.7,-1.8598899,77.9166667,-0.6698452,77.9166667
,20,28.7,-1.6498899,76.9166667,-0.4998452,76.9166667
,21,28.7,-1.4298899,75.9166667,-0.3198452,75.9166667
18.3552036,1,28.7166667,-6.3821752,90.9166667,-4.4785604,90.9166667
18.6370885,2,28.7166667,-6.0500016,89.9166667,-4.2085604,89.9166667
18.8737026,3,28.7166667,-5.8465669,88.9166667,-3.9585604,88.9166667
19.1367444,4,28.7166667,-5.6349404,88.9166667,-3.6859678,88.9166667
19.2176788,5,28.7166667,-5.4683307,87.9166667,-3.4759678,87.9166667
19.6108973,6,28.7166667,-5.0988896,86.9166667,-3.2159678,86.9166667
19.997442,7,28.7166667,-4.6222448,86.9166667,-2.9833752,86.9166667
20.1671918,8,28.7166667,-4.4938279,85.9166667,-2.7459678,85.9166667
20.5468974,9,28.7166667,-4.1422858,84.9166667,-2.5133752,84.9166667
20.8946688,10,28.7166667,-3.9281288,84.9166667,-2.3133752,84.9166667
,11,28.7166667,-3.6959362,83.9166667,-2.2259678,83.9166667
,12,28.7166667,-3.4733436,82.9166667,-2.0133752,82.9166667
,13,28.7166667,-3.2359362,80.9166667,-1.8133752,80.9166667
,14,28.7166667,-3.0333436,79.9166667,-1.6207826,79.9166667
,15,28.7166667,-2.7933436,78.9166667,-1.4133752,78.9166667
,16,28.7166667,-2.530751,78.9166667,-1.2307826,78.9166667
,17,28.7166667,-2.3133436,77.9166667,-1.0407826,77.9166667
,18,28.7166667,-2.100751,78.9166667,-0.8507826,78.9166667
,19,28.7166667,-1.860751,77.9166667,-0.6707826,77.9166667
,20,28.7166667,-1.650751,76.9166667,-0.5007826,76.9166667
,21,28.7166667,-1.430751,75.9166667,-0.3207826,75.9166667
18.3653742,1,28.7333333,-6.3849208,90.9166667,-4.480609,90.9166667
18.6470447,2,28.7333333,-6.0520513,89.9166667,-4.210609,89.9166667
18.8837347,3,28.7333333,-5.848975,88.9166667,-3.960609,88.9166667
19.1462329,4,28.7333333,-5.6380471,88.9166667,-3.687646,88.9166667
19.2278518,5,28.7333333,-5.4701791,87.9166667,-3.477646,87.9166667
19.6223747,6,28.7333333,-5.0995473,86.9166667,-3.217646,86.9166667
20.0090848,7,28.7333333,-4.6223136,86.9166667,-2.9846831,86.9166667
20.1774392,8,28.7333333,-4.4954582,85.9166667,-2.747646,85.9166667
20.5572999,9,28.7333333,-4.1437778,84.9166667,-2.5146831,84.9166667
20.9047008,10,28.7333333,-3.9293581,84.9166667,-2.3146831,84.9166667
,11,28.7333333,-3.697538,83.9166667,-2.227646,83.9166667
,12,28.7333333,-3.474575,82.9166667,-2.0146831,82.9166667
,13,28.7333333,-3.237538,80.9166667,-1.8146831,80.9166667
,14,28.7333333,-3.034575,79.9166667,-1.6217201,79.9166667
,15,28.7333333,-2.794575,78.9166667,-1.4146831,78.9166667
,16,28.7333333,-2.531612,78.9166667,-1.2317201,78.9166667
,17,28.7333333,-2.314575,77.9166667,-1.0417201,77.9166667
,18,28.7333333,-2.101612,78.9166667,-0.8517201,78.9166667
,19,28.7333333,-1.861612,77.9166667,-0.6717201,77.9166667
,20,28.7333333,-1.651612,76.9166667,-0.5017201,76.9166667
,21,28.7333333,-1.431612,75.9166667,-0.3217201,75.9166667
18.3755449,1,28.75,-6.3876665,90.9166667,-4.4826576,90.9166667
18.6570008,2,28.75,-6.054101,89.9166667,-4.2126576,89.9166667
18.8937668,3,28.75,-5.8513832,88.9166667,-3.9626576,88.9166667
19.1557215,4,28.75,-5.6411538,88.9166667,-3.6893242,88.9166667
19.2380248,5,28.75,-5.4720275,87.9166667,-3.4793242,87.9166667
19.6338521,6,28.75,-5.100205,86.9166667,-3.2193242,86.9166667
20.0207275,7,28.75,-4.6223824,86.9166667,-2.9859909,86.9166667
20.1876866,8,28.75,-4.4970885,85.9166667,-2.7493242,85.9166667
20.5677023,9,28.75,-4.1452697,84.9166667,-2.5159909,84.9166667
20.9147328,10,28.75,-3.9305874,84.9166667,-2.3159909,84.9166667
,11,28.75,-3.6991397,83.9166667,-2.2293242,83.9166667
,12,28.75,-3.4758064,82.9166667,-2.0159909,82.9166667
,13,28.75,-3.2391397,80.9166667,-1.8159909,80.9166667
,14,28.75,-3.0358064,79.9166667,-1.6226576,79.9166667
,15,28.75,-2.7958064,78.9166667,-1.4159909,78.9166667
,16,28.75,-2.5324731,78.9166667,-1.2326576,78.9166667
,17,28.75,-2.3158064,77.9166667,-1.0426576,77.9166667
,18,28.75,-2.1024731,78.9166667,-0.8526576,78.9166667
,19,28.75,-1.8624731,77.9166667,-0.6726576,77.9166667
,20,28.75,-1.6524731,76.9166667,-0.5026576,76.9166667
,21,28.75,-1.4324731,75.9166667,-0.3226576,75.9166667
18.3857155,1,28.7666667,-6.3904121,90.9166667,-4.4847062,90.9166667
18.6669569,2,28.7666667,-6.0561507,89.9166667,-4.2147062,89.9166667
18.9037989,3,28.7666667,-5.8537913,88.9166667,-3.9647062,88.9166667
19.16521,4,28.7666667,-5.6442605,88.9166667,-3.6910025,88.9166667
19.2481978,5,28.7666667,-5.4738759,87.9166667,-3.4810025,87.9166667
19.6453294,6,28.7666667,-5.1008628,86.9166667,-3.2210025,86.9166667
20.0323703,7,28.7666667,-4.6224513,86.9166667,-2.9872988,86.9166667
20.197934,8,28.7666667,-4.4987187,85.9166667,-2.7510025,85.9166667
20.5781048,9,28.7666667,-4.1467616,84.9166667,-2.5172988,84.9166667
20.9247648,10,28.7666667,-3.9318167,84.9166667,-2.3172988,84.9166667
,11,28.7666667,-3.7007415,83.9166667,-2.2310025,83.9166667
,12,28.7666667,-3.4770378,82.9166667,-2.0172988,82.9166667
,13,28.7666667,-3.2407415,80.9166667,-1.8172988,80.9166667
,14,28.7666667,-3.0370378,79.9166667,-1.6235951,79.9166667
,15,28.7666667,-2.7970378,78.9166667,-1.4172988,78.9166667
,16,28.7666667,-2.5333341,78.9166667,-1.2335951,78.9166667
,17,28.7666667,-2.3170378,77.9166667,-1.0435951,77.9166667
,18,28.7666667,-2.1033341,78.9166667,-0.8535951,78.9166667
,19,28.7666667,-1.8633341,77.9166667,-0.6735951,77.9166667
,20,28.7666667,-1.6533341,76.9166667,-0.5035951,76.9166667
,21,28.7666667,-1.4333341,75.9166667,-0.3235951,75.9166667
18.3958862,1,28.7833333,-6.3931577,90.9166667,-4.4867547,90.9166667
18.6769131,2,28.7833333,-6.0582004,89.9166667,-4.2167547,89.9166667
18.913831,3,28.7833333,-5.8561994,88.9166667,-3.9667547,88.9166667
19.1746985,4,28.7833333,-5.6473673,88.9166667,-3.6926807,88.9166667
19.2583708,5,28.7833333,-5.4757243,87.9166667,-3.4826807,87.9166667
19.6568068,6,28.7833333,-5.1015205,86.9166667,-3.2226807,86.9166667
20.0440131,7,28.7833333,-4.6225201,86.9166667,-2.9886066,86.9166667
20.2081814,8,28.7833333,-4.500349,85.9166667,-2.7526807,85.9166667
20.5885073,9,28.7833333,-4.1482536,84.9166667,-2.5186066,84.9166667
20.9347968,10,28.7833333,-3.933046,84.9166667,-2.3186066,84.9166667
,11,28.7833333,-3.7023433,83.9166667,-2.2326807,83.9166667
,12,28.7833333,-3.4782693,82.9166667,-2.0186066,82.9166667
,13,28.7833333,-3.2423433,80.9166667,-1.8186066,80.9166667
,14,28.7833333,-3.0382693,79.9166667,-1.6245325,79.9166667
,15,28.7833333,-2.7982693,78.9166667,-1.4186066,78.9166667
,16,28.7833333,-2.5341952,78.9166667,-1.2345325,78.9166667
,17,28.7833333,-2.3182693,77.9166667,-1.0445325,77.9166667
,18,28.7833333,-2.1041952,78.9166667,-0.8545325,78.9166667
,19,28.7833333,-1.8641952,77.9166667,-0.6745325,77.9166667
,20,28.7833333,-1.6541952,76.9166667,-0.5045325,76.9166667
,21,28.7833333,-1.4341952,75.9166667,-0.3245325,75.9166667
18.4060568,1,28.8,-6.3959034,90.9166667,-4.4888033,90.9166667
18.6868692,2,28.8,-6.06025,89.9166667,-4.2188033,89.9166667
18.9238631,3,28.8,-5.8586076,88.9166667,-3.9688033,88.9166667
19.1841871,4,28.8,-5.650474,88.9166667,-3.6943589,88.9166667
19.2685438,5,28.8,-5.4775727,87.9166667,-3.4843589,87.9166667
19.6682842,6,28.8,-5.1021782,86.9166667,-3.2243589,86.9166667
20.0556558,7,28.8,-4.622589,86.9166667,-2.9899144,86.9166667
20.2184288,8,28.8,-4.5019793,85.9166667,-2.7543589,85.9166667
20.5989098,9,28.8,-4.1497455,84.9166667,-2.5199144,84.9166667
20.9448288,10,28.8,-3.9342753,84.9166667,-2.3199144,84.9166667
,11,28.8,-3.7039451,83.9166667,-2.2343589,83.9166667
,12,28.8,-3.4795007,82.9166667,-2.0199144,82.9166667
,13,28.8,-3.2439451,80.9166667,-1.8199144,80.9166667
,14,28.8,-3.0395007,79.9166667,-1.62547,79.9166667
,15,28.8,-2.7995007,78.9166667,-1.4199144,78.9166667
,16,28.8,-2.5350562,78.9166667,-1.23547,78.9166667
,17,28.8,-2.3195007,77.9166667,-1.04547,77.9166667
,18,28.8,-2.1050562,78.9166667,-0.85547,78.9166667
,19,28.8,-1.8650562,77.9166667,-0.67547,77.9166667
,20,28.8,-1.6550562,76.9166667,-0.50547,76.9166667
,21,28.8,-1.4350562,75.9166667,-0.32547,75.9166667
18.4162275,1,28.8166667,-6.398649,90.9166667,-4.4912681,90.9166667
18.6968253,2,28.8166667,-6.0622997,89.9166667,-4.2212681,89.9166667
18.9338952,3,28.8166667,-5.8610157,88.9166667,-3.9712681,88.9166667
19.1936756,4,28.8166667,-5.6535807,88.9166667,-3.6964532,88.9166667
19.2787168,5,28.8166667,-5.4794211,87.9166667,-3.4864532,87.9166667
19.6797616,6,28.8166667,-5.102836,86.9166667,-3.2264532,86.9166667
20.0672986,7,28.8166667,-4.6226578,86.9166667,-2.9916384,86.9166667
20.2286762,8,28.8166667,-4.5036096,85.9166667,-2.7564532,85.9166667
20.6093122,9,28.8166667,-4.1512374,84.9166667,-2.5216384,84.9166667
20.9548608,10,28.8166667,-3.9355046,84.9166667,-2.3216384,84.9166667
,11,28.8166667,-3.7055469,83.9166667,-2.2364532,83.9166667
,12,28.8166667,-3.4807321,82.9166667,-2.0216384,82.9166667
,13,28.8166667,-3.2455469,80.9166667,-1.8216384,80.9166667
,14,28.8166667,-3.0407321,79.9166667,-1.6268236,79.9166667
,15,28.8166667,-2.8007321,78.9166667,-1.4216384,78.9166667
,16,28.8166667,-2.5359173,78.9166667,-1.2368236,78.9166667
,17,28.8166667,-2.3207321,77.9166667,-1.0468236,77.9166667
,18,28.8166667,-2.1059173,78.9166667,-0.8568236,78.9166667
,19,28.8166667,-1.8659173,77.9166667,-0.6768236,77.9166667
,20,28.8166667,-1.6559173,76.9166667,-0.5068236,76.9166667
,21,28.8166667,-1.4359173,75.9166667,-0.3268236,75.9166667
18.4263981,1,28.8333333,-6.4013947,90.9166667,-4.4937328,90.9166667
18.7067815,2,28.8333333,-6.0643494,89.9166667,-4.2237328,89.9166667
18.9439272,3,28.8333333,-5.8634238,88.9166667,-3.9737328,88.9166667
19.2031641,4,28.8333333,-5.6566875,88.9166667,-3.6985476,88.9166667
19.2888898,5,28.8333333,-5.4812695,87.9166667,-3.4885476,87.9166667
19.691239,6,28.8333333,-5.1034937,86.9166667,-3.2285476,86.9166667
20.0789413,7,28.8333333,-4.6227266,86.9166667,-2.9933624,86.9166667
20.2389236,8,28.8333333,-4.5052399,85.9166667,-2.7585476,85.9166667
20.6197147,9,28.8333333,-4.1527294,84.9166667,-2.5233624,84.9166667
20.9648928,10,28.8333333,-3.9367339,84.9166667,-2.3233624,84.9166667
,11,28.8333333,-3.7071487,83.9166667,-2.2385476,83.9166667
,12,28.8333333,-3.4819635,82.9166667,-2.0233624,82.9166667
,13,28.8333333,-3.2471487,80.9166667,-1.8233624,80.9166667
,14,28.8333333,-3.0419635,79.9166667,-1.6281772,79.9166667
,15,28.8333333,-2.8019635,78.9166667,-1.4233624,78.9166667
,16,28.8333333,-2.5367783,78.9166667,-1.2381772,78.9166667
,17,28.8333333,-2.3219635,77.9166667,-1.0481772,77.9166667
,18,28.8333333,-2.1067783,78.9166667,-0.8581772,78.9166667
,19,28.8333333,-1.8667783,77.9166667,-0.6781772,77.9166667
,20,28.8333333,-1.6567783,76.9166667,-0.5081772,76.9166667
,21,28.8333333,-1.4367783,75.9166667,-0.3281772,75.9166667
18.4365688,1,28.85,-6.4041403,90.9166667,-4.4961975,90.9166667
18.7167376,2,28.85,-6.0663991,89.9166667,-4.2261975,89.9166667
18.9539593,3,28.85,-5.8658319,88.9166667,-3.9761975,88.9166667
19.2126527,4,28.85,-5.6597942,88.9166667,-3.7006419,88.9166667
19.2990627,5,28.85,-5.4831179,87.9166667,-3.4906419,87.9166667
19.7027163,6,28.85,-5.1041514,86.9166667,-3.2306419,86.9166667
20.0905841,7,28.85,-4.6227955,86.9166667,-2.9950864,86.9166667
20.249171,8,28.85,-4.5068702,85.9166667,-2.7606419,85.9166667
20.6301172,9,28.85,-4.1542213,84.9166667,-2.5250864,84.9166667
20.9749247,10,28.85,-3.9379632,84.9166667,-2.3250864,84.9166667
,11,28.85,-3.7087505,83.9166667,-2.2406419,83.9166667
,12,28.85,-3.4831949,82.9166667,-2.0250864,82.9166667
,13,28.85,-3.2487505,80.9166667,-1.8250864,80.9166667
,14,28.85,-3.0431949,79.9166667,-1.6295308,79.9166667
,15,28.85,-2.8031949,78.9166667,-1.4250864,78.9166667
,16,28.85,-2.5376394,78.9166667,-1.2395308,78.9166667
,17,28.85,-2.3231949,77.9166667,-1.0495308,77.9166667
,18,28.85,-2.1076394,78.9166667,-0.8595308,78.9166667
,19,28.85,-1.8676394,77.9166667,-0.6795308,77.9166667
,20,28.85,-1.6576394,76.9166667,-0.5095308,76.9166667
,21,28.85,-1.4376394,75.9166667,-0.3295308,75.9166667
18.4467394,1,28.8666667,-6.406886,90.9166667,-4.4986622,90.9166667
18.7266937,2,28.8666667,-6.0684488,89.9166667,-4.2286622,89.9166667
18.9639914,3,28.8666667,-5.8682401,88.9166667,-3.9786622,88.9166667
19.2221412,4,28.8666667,-5.6629009,88.9166667,-3.7027363,88.9166667
19.3092357,5,28.8666667,-5.4849663,87.9166667,-3.4927363,87.9166667
19.7141937,6,28.8666667,-5.1048091,86.9166667,-3.2327363,86.9166667
20.1022268,7,28.8666667,-4.6228643,86.9166667,-2.9968104,86.9166667
20.2594184,8,28.8666667,-4.5085004,85.9166667,-2.7627363,85.9166667
20.6405196,9,28.8666667,-4.1557132,84.9166667,-2.5268104,84.9166667
20.9849567,10,28.8666667,-3.9391925,84.9166667,-2.3268104,84.9166667
,11,28.8666667,-3.7103523,83.9166667,-2.2427363,83.9166667
,12,28.8666667,-3.4844264,82.9166667,-2.0268104,82.9166667
,13,28.8666667,-3.2503523,80.9166667,-1.8268104,80.9166667
,14,28.8666667,-3.0444264,79.9166667,-1.6308844,79.9166667
,15,28.8666667,-2.8044264,78.9166667,-1.4268104,78.9166667
,16,28.8666667,-2.5385004,78.9166667,-1.2408844,78.9166667
,17,28.8666667,-2.3244264,77.9166667,-1.0508844,77.9166667
,18,28.8666667,-2.1085004,78.9166667,-0.8608844,78.9166667
,19,28.8666667,-1.8685004,77.9166667,-0.6808844,77.9166667
,20,28.8666667,-1.6585004,76.9166667,-0.5108844,76.9166667
,21,28.8666667,-1.4385004,75.9166667,-0.3308844,75.9166667
18.4569101,1,28.8833333,-6.4096316,90.9166667,-4.5011269,90.9166667
18.7366498,2,28.8833333,-6.0704984,89.9166667,-4.2311269,89.9166667
