Ensemble_member,Time_since_eruption,EA_diff_A,Travel_time_x,EA_diff_B,Travel_time_y
20,16.8333333,3.0278057,54.0,5.4762111,54.0
21,16.8333333,3.2378057,54.0,5.7062111,54.0
1,16.85,-1.2859081,64.0,0.4941697,64.0
2,16.85,-1.0640033,63.0,0.7451221,63.0
3,16.85,-0.853051,62.0,1.0851221,62.0
4,16.85,-0.573051,62.0,1.3960745,62.0
5,16.85,-0.3720986,61.0,1.6670268,61.0
6,16.85,-0.1211462,61.0,1.9751221,61.0
7,16.85,0.1288538,60.0,2.2370268,60.0
8,16.85,0.3588538,60.0,2.4979792,60.0
9,16.85,0.5998062,59.0,2.7970268,59.0
10,16.85,0.8307586,59.0,3.0479792,59.0
11,16.85,1.041711,58.0,3.269884,58.0
12,16.85,1.271711,58.0,3.5679792,58.0
13,16.85,1.511711,57.0,3.8489316,57.0
14,16.85,1.741711,57.0,4.0289316,57.0
15,16.85,1.971711,56.0,4.2289316,56.0
16,16.85,2.1826633,56.0,4.559884,56.0
17,16.85,2.3826633,55.0,4.8008364,55.0
18,16.85,2.5926633,55.0,5.0108364,55.0
19,16.85,2.8036157,54.0,5.2408364,54.0
20,16.85,3.0236157,54.0,5.4817887,54.0
21,16.85,3.2336157,54.0,5.7117887,54.0
1,16.8666667,-1.29486,64.0,0.4959379,64.0
2,16.8666667,-1.0720029,63.0,0.7473664,63.0
3,16.8666667,-0.8605743,62.0,1.0873664,62.0
4,16.8666667,-0.5805743,62.0,1.398795,62.0
5,16.8666667,-0.3791457,61.0,1.6702236,61.0
6,16.8666667,-0.1277171,61.0,1.9773664,61.0
7,16.8666667,0.1222829,60.0,2.2402236,60.0
8,16.8666667,0.3522829,60.0,2.5016521,60.0
9,16.8666667,0.5937114,59.0,2.8002236,59.0
10,16.8666667,0.82514,59.0,3.0516521,59.0
11,16.8666667,1.0365686,58.0,3.2745093,58.0
12,16.8666667,1.2665686,58.0,3.5716521,58.0
13,16.8666667,1.5065686,57.0,3.8530807,57.0
14,16.8666667,1.7365686,57.0,4.0330807,57.0
15,16.8666667,1.9665686,56.0,4.2330807,56.0
16,16.8666667,2.1779971,56.0,4.5645093,56.0
17,16.8666667,2.3779971,55.0,4.8059379,55.0
18,16.8666667,2.5879971,55.0,5.0159379,55.0
19,16.8666667,2.7994257,54.0,5.2459379,54.0
20,16.8666667,3.0194257,54.0,5.4873664,54.0
21,16.8666667,3.2294257,54.0,5.7173664,54.0
1,16.8833333,-1.3038119,64.0,0.497706,64.0
2,16.8833333,-1.0800024,63.0,0.7496108,63.0
3,16.8833333,-0.8680976,62.0,1.0896108,62.0
4,16.8833333,-0.5880976,62.0,1.4015155,62.0
5,16.8833333,-0.3861929,61.0,1.6734203,61.0
6,16.8833333,-0.1342881,61.0,1.9796108,61.0
7,16.8833333,0.1157119,60.0,2.2434203,60.0
8,16.8833333,0.3457119,60.0,2.5053251,60.0
9,16.8833333,0.5876167,59.0,2.8034203,59.0
10,16.8833333,0.8195214,59.0,3.0553251,59.0
11,16.8833333,1.0314262,58.0,3.2791346,58.0
12,16.8833333,1.2614262,58.0,3.5753251,58.0
13,16.8833333,1.5014262,57.0,3.8572298,57.0
14,16.8833333,1.7314262,57.0,4.0372298,57.0
15,16.8833333,1.9614262,56.0,4.2372298,56.0
16,16.8833333,2.173331,56.0,4.5691346,56.0
17,16.8833333,2.373331,55.0,4.8110393,55.0
18,16.8833333,2.583331,55.0,5.0210393,55.0
19,16.8833333,2.7952357,54.0,5.2510393,54.0
20,16.8833333,3.0152357,54.0,5.4929441,54.0
21,16.8833333,3.2252357,54.0,5.7229441,54.0
1,16.9,-1.3127638,64.0,0.4994742,64.0
2,16.9,-1.0880019,63.0,0.7518551,63.0
3,16.9,-0.875621,62.0,1.0918551,62.0
4,16.9,-0.595621,62.0,1.4042361,62.0
5,16.9,-0.39324,61.0,1.676617,61.0
6,16.9,-0.140859,61.0,1.9818551,61.0
7,16.9,0.109141,60.0,2.246617,60.0
8,16.9,0.339141,60.0,2.508998,60.0
9,16.9,0.5815219,59.0,2.806617,59.0
10,16.9,0.8139029,59.0,3.058998,59.0
11,16.9,1.0262838,58.0,3.2837599,58.0
12,16.9,1.2562838,58.0,3.578998,58.0
13,16.9,1.4962838,57.0,3.8613789,57.0
14,16.9,1.7262838,57.0,4.0413789,57.0
15,16.9,1.9562838,56.0,4.2413789,56.0
16,16.9,2.1686648,56.0,4.5737599,56.0
17,16.9,2.3686648,55.0,4.8161408,55.0
18,16.9,2.5786648,55.0,5.0261408,55.0
19,16.9,2.7910457,54.0,5.2561408,54.0
20,16.9,3.0110457,54.0,5.4985218,54.0
21,16.9,3.2210457,54.0,5.7285218,54.0
1,16.9166667,-1.3217157,64.0,0.5012423,64.0
2,16.9166667,-1.0960014,63.0,0.7540995,63.0
3,16.9166667,-0.8831443,62.0,1.0940995,62.0
4,16.9166667,-0.6031443,62.0,1.4069566,62.0
5,16.9166667,-0.4002871,61.0,1.6798137,61.0
6,16.9166667,-0.14743,61.0,1.9840995,61.0
7,16.9166667,0.10257,60.0,2.2498137,60.0
8,16.9166667,0.33257,60.0,2.5126709,60.0
9,16.9166667,0.5754271,59.0,2.8098137,59.0
10,16.9166667,0.8082843,59.0,3.0626709,59.0
11,16.9166667,1.0211414,58.0,3.2883852,58.0
12,16.9166667,1.2511414,58.0,3.5826709,58.0
13,16.9166667,1.4911414,57.0,3.865528,57.0
14,16.9166667,1.7211414,57.0,4.045528,57.0
15,16.9166667,1.9511414,56.0,4.245528,56.0
16,16.9166667,2.1639986,56.0,4.5783852,56.0
17,16.9166667,2.3639986,55.0,4.8212423,55.0
18,16.9166667,2.5739986,55.0,5.0312423,55.0
19,16.9166667,2.7868557,54.0,5.2612423,54.0
20,16.9166667,3.0068557,54.0,5.5040995,54.0
21,16.9166667,3.2168557,54.0,5.7340995,54.0
1,16.9333333,-1.3306676,64.0,0.5030105,64.0
2,16.9333333,-1.104001,63.0,0.7563438,63.0
3,16.9333333,-0.8906676,62.0,1.0963438,62.0
4,16.9333333,-0.6106676,62.0,1.4096771,62.0
5,16.9333333,-0.4073343,61.0,1.6830105,61.0
6,16.9333333,-0.154001,61.0,1.9863438,61.0
7,16.9333333,0.095999,60.0,2.2530105,60.0
8,16.9333333,0.325999,60.0,2.5163438,60.0
9,16.9333333,0.5693324,59.0,2.8130105,59.0
10,16.9333333,0.8026657,59.0,3.0663438,59.0
11,16.9333333,1.015999,58.0,3.2930105,58.0
12,16.9333333,1.245999,58.0,3.5863438,58.0
13,16.9333333,1.485999,57.0,3.8696771,57.0
14,16.9333333,1.715999,57.0,4.0496771,57.0
15,16.9333333,1.945999,56.0,4.2496771,56.0
16,16.9333333,2.1593324,56.0,4.5830105,56.0
17,16.9333333,2.3593324,55.0,4.8263438,55.0
18,16.9333333,2.5693324,55.0,5.0363438,55.0
19,16.9333333,2.7826657,54.0,5.2663438,54.0
20,16.9333333,3.0026657,54.0,5.5096771,54.0
21,16.9333333,3.2126657,54.0,5.7396771,54.0
1,16.95,-1.3396195,64.0,0.5047786,64.0
2,16.95,-1.1120005,63.0,0.7585881,63.0
3,16.95,-0.898191,62.0,1.0985881,62.0
4,16.95,-0.618191,62.0,1.4123977,62.0
5,16.95,-0.4143814,61.0,1.6862072,61.0
6,16.95,-0.1605719,61.0,1.9885881,61.0
7,16.95,0.0894281,60.0,2.2562072,60.0
8,16.95,0.3194281,60.0,2.5200167,60.0
9,16.95,0.5632376,59.0,2.8162072,59.0
10,16.95,0.7970471,59.0,3.0700167,59.0
11,16.95,1.0108567,58.0,3.2976358,58.0
12,16.95,1.2408567,58.0,3.5900167,58.0
13,16.95,1.4808567,57.0,3.8738262,57.0
14,16.95,1.7108567,57.0,4.0538262,57.0
15,16.95,1.9408567,56.0,4.2538262,56.0
16,16.95,2.1546662,56.0,4.5876358,56.0
17,16.95,2.3546662,55.0,4.8314453,55.0
18,16.95,2.5646662,55.0,5.0414453,55.0
19,16.95,2.7784757,54.0,5.2714453,54.0
20,16.95,2.9984757,54.0,5.5152548,54.0
21,16.95,3.2084757,54.0,5.7452548,54.0
1,16.9666667,-1.3485714,64.0,0.5065468,64.0
2,16.9666667,-1.12,63.0,0.7608325,63.0
3,16.9666667,-0.9057143,62.0,1.1008325,62.0
4,16.9666667,-0.6257143,62.0,1.4151182,62.0
5,16.9666667,-0.4214286,61.0,1.6894039,61.0
6,16.9666667,-0.1671429,61.0,1.9908325,61.0
7,16.9666667,0.0828571,60.0,2.2594039,60.0
8,16.9666667,0.3128571,60.0,2.5236896,60.0
9,16.9666667,0.5571429,59.0,2.8194039,59.0
10,16.9666667,0.7914286,59.0,3.0736896,59.0
11,16.9666667,1.0057143,58.0,3.3022611,58.0
12,16.9666667,1.2357143,58.0,3.5936896,58.0
13,16.9666667,1.4757143,57.0,3.8779753,57.0
14,16.9666667,1.7057143,57.0,4.0579753,57.0
15,16.9666667,1.9357143,56.0,4.2579753,56.0
16,16.9666667,2.15,56.0,4.5922611,56.0
17,16.9666667,2.35,55.0,4.8365468,55.0
18,16.9666667,2.56,55.0,5.0465468,55.0
19,16.9666667,2.7742857,54.0,5.2765468,54.0
20,16.9666667,2.9942857,54.0,5.5208325,54.0
21,16.9666667,3.2042857,54.0,5.7508325,54.0
1,16.9833333,-1.3535242,64.0,0.5083149,64.0
2,16.9833333,-1.1240004,63.0,0.7630768,63.0
3,16.9833333,-0.9092385,62.0,1.1030768,62.0
4,16.9833333,-0.6292385,62.0,1.4178387,62.0
5,16.9833333,-0.4244766,61.0,1.6926006,61.0
6,16.9833333,-0.1697147,61.0,1.9930768,61.0
7,16.9833333,0.0802853,60.0,2.2626006,60.0
8,16.9833333,0.3102853,60.0,2.5273625,60.0
9,16.9833333,0.5550472,59.0,2.8226006,59.0
10,16.9833333,0.7898091,59.0,3.0773625,59.0
11,16.9833333,1.004571,58.0,3.3068864,58.0
12,16.9833333,1.234571,58.0,3.5973625,58.0
13,16.9833333,1.474571,57.0,3.8821244,57.0
14,16.9833333,1.704571,57.0,4.0621244,57.0
15,16.9833333,1.934571,56.0,4.2621244,56.0
16,16.9833333,2.1493329,56.0,4.5968864,56.0
17,16.9833333,2.3493329,55.0,4.8416483,55.0
18,16.9833333,2.5593329,55.0,5.0516483,55.0
19,16.9833333,2.7740948,54.0,5.2816483,54.0
20,16.9833333,2.9940948,54.0,5.5264102,54.0
21,16.9833333,3.2040948,54.0,5.7564102,54.0
1,17.0,-1.358477,64.0,0.5100831,64.0
2,17.0,-1.1280008,63.0,0.7653212,63.0
3,17.0,-0.9127627,62.0,1.1053212,62.0
4,17.0,-0.6327627,62.0,1.4205593,62.0
5,17.0,-0.4275246,61.0,1.6957974,61.0
6,17.0,-0.1722865,61.0,1.9953212,61.0
7,17.0,0.0777135,60.0,2.2657974,60.0
8,17.0,0.3077135,60.0,2.5310355,60.0
9,17.0,0.5529515,59.0,2.8257974,59.0
10,17.0,0.7881896,59.0,3.0810355,59.0
11,17.0,1.0034277,58.0,3.3115116,58.0
12,17.0,1.2334277,58.0,3.6010355,58.0
13,17.0,1.4734277,57.0,3.8862736,57.0
14,17.0,1.7034277,57.0,4.0662736,57.0
15,17.0,1.9334277,56.0,4.2662736,56.0
16,17.0,2.1486658,56.0,4.6015116,56.0
17,17.0,2.3486658,55.0,4.8467497,55.0
18,17.0,2.5586658,55.0,5.0567497,55.0
19,17.0,2.7739039,54.0,5.2867497,54.0
20,17.0,2.9939039,54.0,5.5319878,54.0
21,17.0,3.2039039,54.0,5.7619878,54.0
1,17.0166667,-1.3634298,64.0,0.5118512,64.0
2,17.0166667,-1.1320012,63.0,0.7675655,63.0
3,17.0166667,-0.916287,62.0,1.1075655,62.0
4,17.0166667,-0.636287,62.0,1.4232798,62.0
5,17.0166667,-0.4305727,61.0,1.6989941,61.0
6,17.0166667,-0.1748584,61.0,1.9975655,61.0
7,17.0166667,0.0751416,60.0,2.2689941,60.0
8,17.0166667,0.3051416,60.0,2.5347084,60.0
9,17.0166667,0.5508559,59.0,2.8289941,59.0
10,17.0166667,0.7865702,59.0,3.0847084,59.0
11,17.0166667,1.0022845,58.0,3.3161369,58.0
12,17.0166667,1.2322845,58.0,3.6047084,58.0
13,17.0166667,1.4722845,57.0,3.8904227,57.0
14,17.0166667,1.7022845,57.0,4.0704227,57.0
15,17.0166667,1.9322845,56.0,4.2704227,56.0
16,17.0166667,2.1479987,56.0,4.6061369,56.0
17,17.0166667,2.3479988,55.0,4.8518512,55.0
18,17.0166667,2.5579987,55.0,5.0618512,55.0
19,17.0166667,2.773713,54.0,5.2918512,54.0
20,17.0166667,2.993713,54.0,5.5375655,54.0
21,17.0166667,3.203713,54.0,5.7675655,54.0
1,17.0333333,-1.3683826,64.0,0.5136194,64.0
2,17.0333333,-1.1360017,63.0,0.7698099,63.0
3,17.0333333,-0.9198112,62.0,1.1098099,62.0
4,17.0333333,-0.6398112,62.0,1.4260003,62.0
5,17.0333333,-0.4336207,61.0,1.7021908,61.0
6,17.0333333,-0.1774302,61.0,1.9998099,61.0
7,17.0333333,0.0725698,60.0,2.2721908,60.0
8,17.0333333,0.3025698,60.0,2.5383813,60.0
9,17.0333333,0.5487602,59.0,2.8321908,59.0
10,17.0333333,0.7849507,59.0,3.0883813,59.0
11,17.0333333,1.0011412,58.0,3.3207622,58.0
12,17.0333333,1.2311412,58.0,3.6083813,58.0
13,17.0333333,1.4711412,57.0,3.8945718,57.0
14,17.0333333,1.7011412,57.0,4.0745718,57.0
15,17.0333333,1.9311412,56.0,4.2745718,56.0
16,17.0333333,2.1473317,56.0,4.6107622,56.0
17,17.0333333,2.3473317,55.0,4.8569527,55.0
18,17.0333333,2.5573317,55.0,5.0669527,55.0
19,17.0333333,2.7735221,54.0,5.2969527,54.0
20,17.0333333,2.9935221,54.0,5.5431432,54.0
21,17.0333333,3.2035221,54.0,5.7731432,54.0
1,17.05,-1.3733354,64.0,0.5153875,64.0
2,17.05,-1.1400021,63.0,0.7720542,63.0
3,17.05,-0.9233354,62.0,1.1120542,62.0
4,17.05,-0.6433354,62.0,1.4287209,62.0
5,17.05,-0.4366687,61.0,1.7053875,61.0
6,17.05,-0.1800021,61.0,2.0020542,61.0
7,17.05,0.0699979,60.0,2.2753875,60.0
8,17.05,0.2999979,60.0,2.5420542,60.0
9,17.05,0.5466646,59.0,2.8353875,59.0
10,17.05,0.7833312,59.0,3.0920542,59.0
11,17.05,0.9999979,58.0,3.3253875,58.0
12,17.05,1.2299979,58.0,3.6120542,58.0
13,17.05,1.4699979,57.0,3.8987209,57.0
14,17.05,1.6999979,57.0,4.0787209,57.0
15,17.05,1.9299979,56.0,4.2787209,56.0
16,17.05,2.1466646,56.0,4.6153875,56.0
17,17.05,2.3466646,55.0,4.8620542,55.0
18,17.05,2.5566646,55.0,5.0720542,55.0
19,17.05,2.7733312,54.0,5.3020542,54.0
20,17.05,2.9933313,54.0,5.5487209,54.0
21,17.05,3.2033312,54.0,5.7787209,54.0
1,17.0666667,-1.3782882,64.0,0.5171557,64.0
2,17.0666667,-1.1440025,63.0,0.7742985,63.0
3,17.0666667,-0.9268596,62.0,1.1142985,62.0
4,17.0666667,-0.6468596,62.0,1.4314414,62.0
5,17.0666667,-0.4397168,61.0,1.7085843,61.0
6,17.0666667,-0.1825739,61.0,2.0042985,61.0
7,17.0666667,0.0674261,60.0,2.2785843,60.0
8,17.0666667,0.2974261,60.0,2.5457271,60.0
9,17.0666667,0.5445689,59.0,2.8385843,59.0
10,17.0666667,0.7817118,59.0,3.0957271,59.0
11,17.0666667,0.9988546,58.0,3.3300128,58.0
12,17.0666667,1.2288546,58.0,3.6157271,58.0
13,17.0666667,1.4688546,57.0,3.90287,57.0
14,17.0666667,1.6988546,57.0,4.08287,57.0
15,17.0666667,1.9288546,56.0,4.28287,56.0
16,17.0666667,2.1459975,56.0,4.6200128,56.0
17,17.0666667,2.3459975,55.0,4.8671557,55.0
18,17.0666667,2.5559975,55.0,5.0771557,55.0
19,17.0666667,2.7731404,54.0,5.3071557,54.0
20,17.0666667,2.9931404,54.0,5.5542985,54.0
21,17.0666667,3.2031404,54.0,5.7842985,54.0
1,17.0833333,-1.383241,64.0,0.5189238,64.0
2,17.0833333,-1.1480029,63.0,0.7765429,63.0
3,17.0833333,-0.9303839,62.0,1.1165429,62.0
4,17.0833333,-0.6503839,62.0,1.4341619,62.0
5,17.0833333,-0.4427648,61.0,1.711781,61.0
6,17.0833333,-0.1851458,61.0,2.0065429,61.0
7,17.0833333,0.0648542,60.0,2.281781,60.0
8,17.0833333,0.2948542,60.0,2.5494,60.0
9,17.0833333,0.5424733,59.0,2.841781,59.0
10,17.0833333,0.7800923,59.0,3.0994,59.0
11,17.0833333,0.9977114,58.0,3.3346381,58.0
12,17.0833333,1.2277114,58.0,3.6194,58.0
13,17.0833333,1.4677114,57.0,3.9070191,57.0
14,17.0833333,1.6977114,57.0,4.0870191,57.0
15,17.0833333,1.9277114,56.0,4.2870191,56.0
16,17.0833333,2.1453304,56.0,4.6246381,56.0
17,17.0833333,2.3453304,55.0,4.8722572,55.0
18,17.0833333,2.5553304,55.0,5.0822572,55.0
19,17.0833333,2.7729495,54.0,5.3122572,54.0
20,17.0833333,2.9929495,54.0,5.5598762,54.0
21,17.0833333,3.2029495,54.0,5.7898762,54.0
1,17.1,-1.3881938,64.0,0.520692,64.0
2,17.1,-1.1520033,63.0,0.7787872,63.0
3,17.1,-0.9339081,62.0,1.1187872,62.0
4,17.1,-0.6539081,62.0,1.4368825,62.0
5,17.1,-0.4458129,61.0,1.7149777,61.0
6,17.1,-0.1877176,61.0,2.0087872,61.0
7,17.1,0.0622824,60.0,2.2849777,60.0
8,17.1,0.2922824,60.0,2.5530729,60.0
9,17.1,0.5403776,59.0,2.8449777,59.0
10,17.1,0.7784729,59.0,3.1030729,59.0
11,17.1,0.9965681,58.0,3.3392634,58.0
12,17.1,1.2265681,58.0,3.6230729,58.0
13,17.1,1.4665681,57.0,3.9111682,57.0
14,17.1,1.6965681,57.0,4.0911682,57.0
15,17.1,1.9265681,56.0,4.2911682,56.0
16,17.1,2.1446633,56.0,4.6292634,56.0
17,17.1,2.3446633,55.0,4.8773587,55.0
18,17.1,2.5546633,55.0,5.0873587,55.0
19,17.1,2.7727586,54.0,5.3173587,54.0
20,17.1,2.9927586,54.0,5.5654539,54.0
21,17.1,3.2027586,54.0,5.7954539,54.0
1,17.1166667,-1.3931466,64.0,0.5224602,64.0
2,17.1166667,-1.1560037,63.0,0.7810316,63.0
3,17.1166667,-0.9374323,62.0,1.1210316,62.0
4,17.1166667,-0.6574323,62.0,1.439603,62.0
5,17.1166667,-0.4488609,61.0,1.7181744,61.0
6,17.1166667,-0.1902895,61.0,2.0110316,61.0
7,17.1166667,0.0597105,60.0,2.2881744,60.0
8,17.1166667,0.2897105,60.0,2.5567459,60.0
9,17.1166667,0.538282,59.0,2.8481744,59.0
10,17.1166667,0.7768534,59.0,3.1067459,59.0
11,17.1166667,0.9954248,58.0,3.3438887,58.0
12,17.1166667,1.2254248,58.0,3.6267459,58.0
13,17.1166667,1.4654248,57.0,3.9153173,57.0
14,17.1166667,1.6954248,57.0,4.0953173,57.0
15,17.1166667,1.9254248,56.0,4.2953173,56.0
16,17.1166667,2.1439963,56.0,4.6338887,56.0
17,17.1166667,2.3439962,55.0,4.8824602,55.0
18,17.1166667,2.5539963,55.0,5.0924602,55.0
19,17.1166667,2.7725677,54.0,5.3224602,54.0
20,17.1166667,2.9925677,54.0,5.5710316,54.0
21,17.1166667,3.2025677,54.0,5.8010316,54.0
1,17.1333333,-1.3980994,64.0,0.5242283,64.0
2,17.1333333,-1.1600042,63.0,0.7832759,63.0
3,17.1333333,-0.9409565,62.0,1.1232759,62.0
4,17.1333333,-0.6609565,62.0,1.4423235,62.0
5,17.1333333,-0.4519089,61.0,1.7213712,61.0
6,17.1333333,-0.1928613,61.0,2.0132759,61.0
7,17.1333333,0.0571387,60.0,2.2913712,60.0
8,17.1333333,0.2871387,60.0,2.5604188,60.0
9,17.1333333,0.5361863,59.0,2.8513712,59.0
10,17.1333333,0.7752339,59.0,3.1104188,59.0
11,17.1333333,0.9942815,58.0,3.348514,58.0
12,17.1333333,1.2242815,58.0,3.6304188,58.0
13,17.1333333,1.4642815,57.0,3.9194664,57.0
14,17.1333333,1.6942815,57.0,4.0994664,57.0
15,17.1333333,1.9242815,56.0,4.2994664,56.0
16,17.1333333,2.1433292,56.0,4.638514,56.0
17,17.1333333,2.3433292,55.0,4.8875616,55.0
18,17.1333333,2.5533292,55.0,5.0975616,55.0
19,17.1333333,2.7723768,54.0,5.3275616,54.0
20,17.1333333,2.9923768,54.0,5.5766093,54.0
21,17.1333333,3.2023768,54.0,5.8066093,54.0
1,17.15,-1.4030522,64.0,0.5259965,64.0
2,17.15,-1.1640046,63.0,0.7855203,63.0
3,17.15,-0.9444808,62.0,1.1255203,62.0
4,17.15,-0.6644808,62.0,1.4450441,62.0
5,17.15,-0.454957,61.0,1.7245679,61.0
6,17.15,-0.1954332,61.0,2.0155203,61.0
7,17.15,0.0545668,60.0,2.2945679,60.0
8,17.15,0.2845668,60.0,2.5640917,60.0
9,17.15,0.5340907,59.0,2.8545679,59.0
10,17.15,0.7736145,59.0,3.1140917,59.0
11,17.15,0.9931383,58.0,3.3531393,58.0
12,17.15,1.2231383,58.0,3.6340917,58.0
13,17.15,1.4631383,57.0,3.9236155,57.0
14,17.15,1.6931383,57.0,4.1036155,57.0
15,17.15,1.9231383,56.0,4.3036155,56.0
16,17.15,2.1426621,56.0,4.6431393,56.0
17,17.15,2.3426621,55.0,4.8926631,55.0
18,17.15,2.5526621,55.0,5.1026631,55.0
19,17.15,2.7721859,54.0,5.3326631,54.0
20,17.15,2.9921859,54.0,5.5821869,54.0
21,17.15,3.2021859,54.0,5.8121869,54.0
1,17.1666667,-1.408005,64.0,0.5277646,64.0
2,17.1666667,-1.168005,63.0,0.7877646,63.0
3,17.1666667,-0.948005,62.0,1.1277646,62.0
4,17.1666667,-0.668005,62.0,1.4477646,62.0
5,17.1666667,-0.458005,61.0,1.7277646,61.0
6,17.1666667,-0.198005,61.0,2.0177646,61.0
7,17.1666667,0.051995,60.0,2.2977646,60.0
8,17.1666667,0.281995,60.0,2.5677646,60.0
9,17.1666667,0.531995,59.0,2.8577646,59.0
10,17.1666667,0.771995,59.0,3.1177646,59.0
11,17.1666667,0.991995,58.0,3.3577646,58.0
12,17.1666667,1.221995,58.0,3.6377646,58.0
13,17.1666667,1.461995,57.0,3.9277646,57.0
14,17.1666667,1.691995,57.0,4.1077646,57.0
15,17.1666667,1.921995,56.0,4.3077646,56.0
16,17.1666667,2.141995,56.0,4.6477646,56.0
17,17.1666667,2.341995,55.0,4.8977646,55.0
18,17.1666667,2.551995,55.0,5.1077646,55.0
19,17.1666667,2.771995,54.0,5.3377646,54.0
20,17.1666667,2.991995,54.0,5.5877646,54.0
21,17.1666667,3.201995,54.0,5.8177646,54.0
1,17.1833333,-1.4113387,64.0,0.5308423,64.0
2,17.1833333,-1.1713387,63.0,0.7913423,63.0
3,17.1833333,-0.9508387,62.0,1.1308423,62.0
4,17.1833333,-0.6708387,62.0,1.4508423,62.0
5,17.1833333,-0.4598387,61.0,1.7313423,61.0
6,17.1833333,-0.1998387,61.0,2.0213423,61.0
7,17.1833333,0.0501613,60.0,2.3018423,60.0
8,17.1833333,0.2806613,60.0,2.5718423,60.0
9,17.1833333,0.5306613,59.0,2.8618423,59.0
10,17.1833333,0.7711613,59.0,3.1223423,59.0
11,17.1833333,0.9916613,58.0,3.3628423,58.0
12,17.1833333,1.2216613,58.0,3.6423423,58.0
13,17.1833333,1.4616613,57.0,3.9328423,57.0
14,17.1833333,1.6916613,57.0,4.1133423,57.0
15,17.1833333,1.9221613,56.0,4.3133423,56.0
16,17.1833333,2.1421613,56.0,4.6538423,56.0
17,17.1833333,2.3426613,55.0,4.9033423,55.0
18,17.1833333,2.5526613,55.0,5.1138423,55.0
19,17.1833333,2.7726613,54.0,5.3438423,54.0
20,17.1833333,2.9926613,54.0,5.5943423,54.0
21,17.1833333,3.2031613,54.0,5.8243423,54.0
1,17.2,-1.4146725,64.0,0.53392,64.0
2,17.2,-1.1746725,63.0,0.79492,63.0
3,17.2,-0.9536725,62.0,1.13392,62.0
4,17.2,-0.6736725,62.0,1.45392,62.0
5,17.2,-0.4616725,61.0,1.73492,61.0
6,17.2,-0.2016725,61.0,2.02492,61.0
7,17.2,0.0483275,60.0,2.30592,60.0
8,17.2,0.2793275,60.0,2.57592,60.0
9,17.2,0.5293275,59.0,2.86592,59.0
10,17.2,0.7703275,59.0,3.12692,59.0
11,17.2,0.9913275,58.0,3.36792,58.0
12,17.2,1.2213275,58.0,3.64692,58.0
13,17.2,1.4613275,57.0,3.93792,57.0
14,17.2,1.6913275,57.0,4.11892,57.0
15,17.2,1.9223275,56.0,4.31892,56.0
16,17.2,2.1423275,56.0,4.65992,56.0
17,17.2,2.3433275,55.0,4.90892,55.0
18,17.2,2.5533275,55.0,5.11992,55.0
19,17.2,2.7733275,54.0,5.34992,54.0
20,17.2,2.9933275,54.0,5.60092,54.0
21,17.2,3.2043275,54.0,5.83092,54.0
1,17.2166667,-1.4180062,64.0,0.5369976,64.0
2,17.2166667,-1.1780062,63.0,0.7984976,63.0
3,17.2166667,-0.9565062,62.0,1.1369976,62.0
