2455856.745680273	7.98125
2455856.7715136064	8.336718
2455856.7999829953	8.708594000000002
2455856.828452384	9.080468
2455856.8585034027	9.501559999999998
2455856.8832823127	9.78594
2455856.9101700694	10.2125
2455856.938639456	10.60625
2455856.9644727893	11.005467999999999
2455856.9924149653	11.404687999999998
2455857.0219387757	11.842189999999999
2455857.0430272105	12.290624
2455857.0772959143	12.782812
2455857.103656458	13.373438000000002
2455857.134761903	13.871094
2455857.1579591827	14.401563999999999
2455857.1885374165	15.025002
2455857.216479595	15.588280000000001
2455857.2402040833	16.113281999999998
2455857.272363947	16.703906
2455857.301360544	17.239846
2455857.3256122456	17.764844
2455857.353554421	18.23516
2455857.381496597	18.814846
2455857.4078571433	19.328908000000002
2455857.437380949	19.837502
2455857.465850338	20.422656
2455857.490629248	20.914846
2455857.5206802706	21.4125
2455857.545459183	21.904688
2455857.5728741526	22.413283999999997
2455857.6023979583	22.905471999999996
2455857.6277040835	23.419534
2455857.6540646274	23.955470000000002
2455857.688860544	24.475002
2455857.714166667	24.917972
2455857.7542346944	25.902344
2455857.8370068055	27.953128
2455857.918724491	29.894531999999998
2455858.00360544	31.868756
2455858.086377551	33.968752
2455858.1680952385	35.95390999999999
2455858.2434863937	37.419534
2455858.32256803	39.032816000000004
2455858.401649662	40.547658
2455858.4854761898	42.193754
2455858.5666666646	43.883598
2455858.6473299307	45.480474
2455858.7401190484	47.093754000000004
