2455856.8743197294	7.543747999999999
2455856.930204081	8.41328
2455856.9676360576	9.014844
2455857.00032313	9.578126000000001
2455857.0287925187	10.103126
2455857.066751699	10.715624
2455857.103656463	11.267968
2455857.141088435	11.825781999999998
2455857.1795748286	12.421873999999999
2455857.219642859	13.10547
2455857.258656461	13.728908
2455857.3024149654	14.390626000000001
2455857.3419557824	15.057811999999998
2455857.3820238104	15.68672
2455857.425255104	16.43047
2455857.4758673497	17.201566
2455857.533333333	18.164064
2455857.5902721067	19.017190000000003
2455857.6408843542	19.810160000000003
2455857.703622449	20.805469999999996
2455857.7679421757	21.850002
2455857.8348979605	22.779688
2455857.916615646	24.026565999999995
2455857.9893707475	25.164064
2455858.071088435	26.345312
2455858.162823132	27.581252
2455858.2767006806	29.243754000000003
2455858.373707484	30.627346
2455858.4875850324	32.17500199999999
2455858.5803741505	33.378128
2455858.7279931945	35.270314
2455858.8276360533	36.435158
2455858.843452384	36.42969
2455858.798639456	35.9375
2455858.861904757	37.0586
2455858.9357142826	37.9336
